駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
8210,川桁,280,633,283,44.71,76,320,234,443,202,48,24,9,"30,657",38,0,0,6.66,9.03,6.81,9.51,8.72,13.15,17.43,13.79,14.9,66.67,11.11,148
8211,猪苗代,"1,202",940,435,46.28,164,544,233,634,319,79,25,9,"73,890",55,5,57,10.2,13.5,7.97,12.86,11.9,12.43,11.05,12.86,7.23,44.44,11.11,223
8212,翁島,90,131,63,48.09,14,72,49,168,39,5,13,1,0,11,0,0,7.41,8.89,5.19,8.15,13.33,14.07,14.81,17.04,11.11,0,100,100
8213,磐梯町,328,495,232,46.87,55,265,176,674,172,39,23,10,"27,610",39,2,0,6.85,8.47,6.85,10.69,9.27,15.32,13.1,15.52,13.91,50,40,454
8214,東長原,266,431,207,48.03,63,271,107,622,143,35,24,3,"35,718",22,0,0,8.18,11.36,8.41,10.23,13.18,16.14,13.18,11.36,7.95,0,66.67,422
8215,広田,462,"1,044",490,46.93,175,621,248,"1,477",324,45,14,18,"56,378",75,5,86,8.52,13.98,7.47,10.44,13.51,15.23,11.88,11.49,7.47,33.33,61.11,"1,023"
8216,会津若松,"5,674","3,107","1,488",47.89,385,"1,892",797,"4,694","1,329",515,39,61,"698,469",269,14,799,7.91,9.5,10.38,11.85,12.46,14.84,12.98,11.71,8.36,44.26,54.1,"2,610"
8217,堂島,62,214,104,48.6,21,122,67,206,58,6,10,1,0,17,1,0,7.58,8.06,6.64,10.43,9.95,14.69,16.11,15.17,11.37,0,100,105
8218,笈川,64,136,64,47.06,34,75,28,68,41,8,20,1,0,2,0,1,16.67,15.94,8.7,13.77,12.32,8.7,7.25,13.77,2.9,100,100,12
8219,塩川,630,"1,572",765,48.66,241,952,367,"1,361",577,152,26,46,"269,001",139,12,284,10.27,9.44,10.65,14.38,12.26,12.58,12.9,9.05,8.47,50,43.48,587
8220,姥堂,18,234,112,47.86,29,132,80,206,63,6,10,1,0,7,0,0,6.58,8.64,7,8.23,7.41,18.93,15.64,12.35,15.23,100,0,83
8221,会津豊川,12,609,292,47.95,86,373,150,579,224,57,25,5,"14,825",18,0,216,8.05,11.66,8.05,8.87,13.79,16.58,13.63,11.17,8.21,0,60,97
8222,喜多方,"2,140","1,595",751,47.08,192,847,544,"2,455",618,216,35,40,"131,233",174,12,234,7.45,9.03,6.95,11.37,11.56,11.94,12.95,14.78,13.96,52.5,40,"1,516"
8223,山都,486,483,220,45.55,100,244,140,444,163,26,16,16,"81,162",54,7,49,15.08,8.26,7.85,12.81,8.26,13.43,12.4,11.57,10.33,43.75,43.75,236
8224,荻野,72,256,113,44.14,23,136,100,314,91,23,25,4,"3,474",29,3,31,5.45,10.12,5.84,7.78,12.84,10.89,15.95,22.57,8.56,50,50,148
8225,尾登,38,74,33,44.59,5,43,34,41,22,1,5,0,0,0,0,0,3.61,6.02,3.61,8.43,9.64,18.07,19.28,15.66,15.66,0,0,2
8226,野沢,382,714,336,47.06,91,386,238,"1,259",283,79,28,21,"78,934",103,6,366,8.4,7.7,6.58,9.94,10.78,15.83,13.03,16.11,11.62,57.14,42.86,572
8227,上野尻,52,199,102,51.26,18,89,93,219,85,28,33,2,"2,392",10,0,0,6.03,6.03,4.02,6.53,9.55,14.07,13.07,23.62,17.09,100,0,99
8228,徳沢,26,79,35,44.3,1,25,46,55,39,11,28,2,0,3,0,0,0,4.17,2.78,4.17,5.56,11.11,15.28,36.11,20.83,50,50,6
8229,会津若松,"5,816","3,107","1,488",47.89,385,"1,892",797,"4,694","1,329",515,39,61,"698,469",269,14,799,7.91,9.5,10.38,11.85,12.46,14.84,12.98,11.71,8.36,44.26,54.1,"2,610"
8230,七日町,560,"4,713","2,234",47.4,558,"2,732","1,367","3,358","1,986",695,35,68,"312,634",315,19,126,7.24,9.15,8.42,11.62,12.13,13.94,15.1,13.7,8.72,39.71,48.53,"1,319"
8231,西若松,"1,312","4,450","2,100",47.19,668,"2,632","1,129","3,825","1,775",531,30,44,"423,723",175,7,976,9.3,10.7,8.99,12.62,12.38,13.71,12.65,12.29,7.36,36.36,52.27,"1,086"
8232,会津本郷,122,211,100,47.39,27,125,59,295,59,6,10,2,0,10,0,0,5.24,13.33,9.52,9.05,10.95,16.67,12.38,12.86,10,100,0,186
8233,会津高田,552,745,336,45.1,92,406,248,623,240,50,21,15,"99,066",44,3,22,6.17,10.6,6.58,7.92,12.21,13.56,17.85,12.89,12.21,33.33,40,216
8234,根岸,68,141,70,49.65,19,80,43,81,34,3,9,0,0,3,0,0,7.8,9.22,8.51,7.09,11.35,17.73,12.77,14.18,11.35,0,0,6
8235,新鶴,130,581,274,47.16,71,321,189,702,166,27,16,13,"33,911",44,3,287,7.79,9.69,7.44,9.34,8.82,16.78,10.55,14.71,14.88,46.15,38.46,177
8236,若宮,52,259,128,49.42,35,150,73,126,67,6,9,1,46,4,0,0,8.49,9.65,8.88,10.04,10.04,16.22,12.36,16.6,7.72,0,100,7
8237,会津坂下,858,"1,381",641,46.42,194,727,460,"2,947",509,113,22,53,"151,758",215,10,"1,372",9.2,8.84,7.1,11.09,11.81,11.96,13.19,15.07,11.74,56.6,39.62,"1,026"
8238,塔寺,28,49,24,48.98,3,26,17,37,18,4,22,1,0,3,0,0,4.55,6.82,4.55,9.09,9.09,15.91,15.91,18.18,15.91,100,0,7
8239,会津坂本,94,127,61,48.03,15,72,41,115,37,7,19,2,0,9,1,0,8,6.4,7.2,10.4,5.6,20.8,16,12.8,12.8,0,50,55
8240,会津柳津,230,424,211,49.76,58,254,116,225,150,29,19,8,"34,811",19,2,0,7.46,12.59,10.26,7.93,13.29,14.45,12.35,12.82,8.86,25,75,79
8241,郷戸,50,109,52,47.71,17,54,35,59,33,9,27,0,0,3,0,0,8.33,12.04,13.89,6.48,8.33,14.81,11.11,14.81,10.19,0,0,11
8242,滝谷,38,53,25,47.17,1,41,20,24,18,2,11,0,0,0,0,0,1.61,1.61,12.9,11.29,6.45,19.35,19.35,16.13,11.29,0,0,0
8243,会津桧原,32,102,48,47.06,5,50,48,79,40,8,20,0,0,6,0,0,2.88,2.88,5.77,2.88,4.81,25,15.38,18.27,22.12,0,0,17
8244,会津西方,22,114,51,44.74,7,55,52,127,47,17,36,2,775,13,1,0,2.63,7.89,6.14,4.39,12.28,10.53,15.79,18.42,21.93,50,0,65
8245,会津宮下,68,338,148,43.79,32,149,157,560,130,51,39,8,"27,398",53,2,26,6.49,5.01,7.37,7.37,8.55,9.73,16.22,12.39,26.84,25,62.5,326
8246,早戸,10,9,4,44.44,0,2,3,15,4,0,0,0,0,0,0,0,0,0,0,0,20,0,20,40,20,0,0,10
8247,会津水沼,10,60,29,48.33,5,22,35,42,28,10,36,0,0,2,0,0,6.35,3.17,1.59,3.17,9.52,12.7,22.22,26.98,14.29,0,0,3
8248,会津中川,28,155,66,42.58,9,49,97,197,47,13,28,4,"15,973",11,1,0,3.21,4.49,1.92,3.85,6.41,12.18,9.62,16.67,41.67,50,25,92
8249,会津川口,132,176,90,51.14,13,87,76,521,77,29,38,13,"37,182",50,3,207,3.98,6.82,5.11,6.25,7.95,14.77,22.16,17.05,15.91,23.08,53.85,229
8250,本名,12,173,79,45.66,5,53,110,135,78,17,22,0,0,2,0,0,0.6,4.17,1.79,5.36,4.17,8.33,22.02,32.74,20.83,0,0,8
8251,会津越川,14,52,22,42.31,1,18,33,43,21,1,5,2,0,3,0,0,0,1.92,1.92,0,1.92,17.31,19.23,25,32.69,100,0,6
8252,会津横田,40,145,69,47.59,15,66,63,207,71,30,42,4,"3,488",13,0,33,5.56,6.94,1.39,8.33,14.58,9.72,19.44,18.75,15.28,25,50,79
8253,会津大塩,36,62,28,45.16,0,20,41,62,33,13,39,0,0,1,0,0,0,0,3.33,5,3.33,11.67,20,33.33,23.33,0,0,8
8254,会津塩沢,10,38,20,52.63,2,14,17,78,15,4,27,5,"9,413",17,0,0,3.03,3.03,0,9.09,6.06,18.18,21.21,9.09,30.3,0,80,52
8255,会津蒲生,8,81,37,45.68,6,39,36,49,29,7,24,0,0,2,0,0,1.22,8.54,2.44,8.54,8.54,13.41,24.39,14.63,18.29,0,0,6
8256,只見,18,361,181,50.14,44,186,131,559,155,50,32,18,"96,785",65,6,90,8.36,6.69,6.13,12.26,8.64,13.09,18.66,16.16,10.03,38.89,44.44,327
8257,田子倉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,勿来,"1,540","1,471",692,47.04,180,852,438,"1,249",549,126,23,11,"25,871",66,5,261,6.74,9.74,8.11,10.15,13.42,12.81,17.71,12.74,8.58,18.18,54.55,363
8259,植田,"4,064","2,121","1,001",47.19,248,"1,195",676,"2,606",874,264,30,92,"563,873",323,28,79,7.31,8.92,7.36,11.56,12.6,12.55,16.89,13.54,9.25,53.26,41.3,"1,600"
8260,泉,"4,490","2,998","1,491",49.73,445,"1,839",711,"2,002","1,159",307,26,35,"284,104",120,12,33,9.29,10.45,8.65,13.69,13.03,13.69,14.23,9.82,7.15,48.57,45.71,743
8261,湯本,"4,278","2,004",894,44.61,168,"1,100",735,"2,735",891,323,36,71,"366,722",250,27,91,5.2,7.1,6.3,9.2,10.09,16.09,18.74,15.69,11.59,45.07,53.52,"1,574"
8262,内郷,"2,314","2,558","1,210",47.3,341,"1,561",653,"3,790","1,042",306,29,33,"359,973",159,8,"1,419",8.49,9.9,9.55,12.8,12.25,13.86,13.62,11.94,7.59,36.36,51.52,"1,199"
8263,いわき,"12,272","3,161","1,476",46.69,393,"1,906",795,"6,729","1,515",686,45,220,"1,290,364",957,91,106,7.86,9.44,7.31,13.29,14.78,13.84,13.19,11.38,8.92,62.73,35,"5,460"
8264,草野,784,"1,846",901,48.81,289,"1,145",399,"1,522",695,161,23,18,"253,986",70,4,216,10.48,10.81,8.84,14.19,13.26,12.39,14.08,9.55,6.39,38.89,33.33,563
8265,四ツ倉,"1,392","2,450","1,147",46.82,281,"1,451",705,"2,222",926,229,25,40,"398,576",120,3,101,6.85,9.55,7.95,10.58,12.92,15.21,15.09,13.41,8.45,42.5,50,"1,112"
8266,久ノ浜,422,"1,748",852,48.74,205,"1,026",518,"1,448",623,127,20,30,"88,606",107,5,138,6.64,10.13,8.24,8.82,12.31,15.51,15.4,13.57,9.39,40,53.33,493
8267,末続,136,169,76,44.97,16,96,56,160,60,10,17,0,0,7,2,0,6.59,5.99,5.39,12.57,6.59,16.17,20.96,11.98,13.77,0,0,67
8268,広野,264,847,395,46.64,156,505,185,779,300,60,20,18,"93,800",56,2,148,11.72,11.95,9.59,13.85,11.36,13.96,10.77,9.7,7.1,27.78,61.11,284
8269,木戸,290,625,302,48.32,67,373,185,428,216,44,20,11,"34,908",36,2,0,7.06,9.31,8.35,11.08,9.95,13.96,16.85,12.04,11.4,45.45,45.45,161
8270,竜田,496,697,334,47.92,103,425,170,768,236,54,23,8,"38,049",41,3,261,9.18,10.9,10.62,12.77,12.05,13.2,12.77,11.62,6.89,50,25,227
8271,富岡,948,494,261,52.83,73,299,117,442,212,81,38,4,"13,074",39,3,0,10.02,9.41,7.57,16.36,10.84,15.13,14.52,9.41,6.75,50,50,248
8272,夜ノ森,718,"1,194",586,49.08,191,752,248,853,492,161,33,24,"110,821",75,3,13,10.66,9.91,9.24,17.46,12.93,11.84,12.26,9.66,6.05,37.5,58.33,400
8273,大野,"1,232","1,191",616,51.72,197,746,248,"1,312",503,214,43,40,"192,691",127,10,97,11.49,10.23,14.93,13,11.49,12,11.24,8.47,7.13,40,52.5,778
8274,双葉,"1,084","1,191",596,50.04,151,717,322,"1,458",449,126,28,27,"190,077",104,5,130,8.84,7.41,9.85,10.94,11.7,16.58,14.14,11.95,8.59,51.85,37.04,810
8275,浪江,"1,468","1,701",817,48.03,224,973,492,"2,854",677,237,35,66,"339,441",274,21,583,8.83,8,7.82,12.5,11.91,14.57,14.75,11.67,9.95,56.06,34.85,"1,624"
8276,桃内,66,178,76,42.7,22,114,51,109,46,5,11,1,0,3,0,0,5.38,11.29,8.06,9.14,9.14,18.82,16.67,10.22,11.29,0,100,18
8277,小高,"1,622","1,153",540,46.83,154,645,354,"1,350",390,82,21,39,"174,691",135,7,90,8.59,9.29,7.03,10.94,11.63,13.98,13.89,14.67,9.98,51.28,43.59,775
8278,磐城太田,108,155,72,46.45,19,92,44,162,47,6,13,1,0,14,0,0,6.58,7.24,4.61,9.87,12.5,16.45,21.05,11.84,9.87,0,100,106
8279,原ノ町,"1,226","2,155","1,065",49.42,210,"1,217",690,"4,174",972,431,44,82,"712,363",345,28,154,5.86,7.84,8.93,12.1,12.24,12.29,14.93,13.47,12.33,52.44,43.9,"3,048"
8280,鹿島,626,"1,079",507,46.99,144,621,313,"1,033",397,102,26,40,"295,599",116,8,21,7.98,8.53,7.42,11.97,11.13,15.49,15.31,11.5,10.67,50,37.5,556
8281,日立木,278,152,72,47.37,15,83,54,130,52,13,25,2,0,5,0,0,5.19,8.44,5.19,10.39,13.64,14.94,14.94,17.53,9.74,100,0,56
8282,相馬,"1,672","2,287","1,115",48.75,321,"1,423",522,"3,277","1,029",440,43,93,"575,156",374,33,0,10.01,8.07,11.69,15.79,10.72,12.88,13.32,9.88,7.63,55.91,34.41,"2,463"
8283,駒ケ嶺,274,255,123,48.24,49,159,53,169,75,6,8,1,0,14,1,0,11.54,13.08,8.46,15.38,11.92,14.23,9.23,8.85,7.31,0,100,73
8284,新地,384,105,51,48.57,8,71,30,103,38,8,21,2,"8,553",9,0,0,3.7,8.33,12.96,8.33,11.11,19.44,14.81,11.11,10.19,0,50,60
8285,矢祭山,132,107,52,48.6,5,59,42,87,42,10,24,2,0,14,3,0,1.9,6.67,9.52,6.67,4.76,20.95,20,17.14,12.38,50,50,42
8286,東館,202,689,306,44.41,85,288,316,805,180,38,21,12,"41,867",67,2,81,6.95,7.81,7.81,6.37,8.39,11.29,10.71,13.89,26.77,41.67,25,412
8287,南石井,114,269,129,47.96,38,152,77,175,81,14,17,5,"10,348",17,0,0,7.52,13.16,6.39,10.53,10.9,13.91,15.41,10.9,11.28,40,60,52
8288,磐城石井,104,305,150,49.18,42,176,90,265,97,15,15,1,0,9,0,92,8.47,9.12,8.14,9.45,7.49,17.26,15.96,12.38,11.73,100,0,41
8289,磐城塙,484,"1,075",482,44.84,150,590,338,"1,483",343,87,25,30,"211,121",86,5,231,8.53,10.57,8.62,8.9,12.7,13.35,11.49,12.97,12.88,50,43.33,764
8290,近津,66,404,183,45.3,57,233,121,456,130,25,19,5,"25,546",27,2,129,9.73,9,9,9,10.95,15.09,12.9,14.84,9.49,40,40,161
8291,中豊,356,843,400,47.45,125,486,232,"1,972",319,106,33,41,"166,769",164,11,483,9.25,9.85,10.44,11.51,11.98,13.29,11.86,10.91,10.91,51.22,43.9,"1,133"
8292,磐城棚倉,368,"1,541",752,48.8,248,899,395,"1,397",557,144,26,21,"514,112",44,3,337,9.73,10.97,8.83,11.55,12.52,13.82,12.91,11.75,7.92,52.38,38.1,472
8293,磐城浅川,364,"1,831",879,48.01,247,"1,108",476,"2,063",590,121,21,37,"138,768",162,7,513,8.84,8.95,9.66,12.33,10.8,15.22,14.24,10.8,9.17,43.24,45.95,890
8294,里白石,158,259,131,50.58,36,150,68,192,66,9,14,1,0,16,2,21,9.45,9.45,10.63,7.87,11.81,14.17,16.54,12.2,7.87,100,0,77
8295,磐城石川,"1,130",584,275,47.09,48,339,194,601,219,57,26,18,"32,362",69,2,0,4.48,9.83,10.34,7.41,10.86,16.21,12.93,17.41,10.52,38.89,50,356
8296,野木沢,274,666,318,47.75,96,416,154,639,195,25,13,6,"10,184",34,2,22,9.16,11.71,10.66,10.51,11.11,16.37,11.86,11.86,6.76,33.33,33.33,350
8297,川辺沖,104,277,138,49.82,34,178,67,126,74,7,9,3,"23,205",6,0,0,7.14,11.07,10,10.36,9.29,20.71,12.14,11.07,8.21,0,100,25
8298,泉郷,208,598,286,47.83,68,354,176,758,155,22,14,11,"153,269",50,3,231,7.02,9.03,9.2,13.04,10.37,15.38,11.54,10.7,13.71,18.18,45.45,296
8299,川東,140,851,413,48.53,107,539,205,494,276,56,20,9,"39,801",38,4,0,6.59,11.18,9.41,11.65,13.41,15.88,13.88,11.53,6.47,55.56,22.22,147
8300,小塩江,76,128,62,48.44,20,80,33,227,35,3,9,3,0,8,1,4,10.61,6.82,10.61,11.36,8.33,20.45,12.88,9.85,9.09,0,100,169
8301,谷田川,174,124,60,48.39,10,76,38,110,38,7,18,0,0,3,0,0,4.84,4.84,9.68,10.48,7.26,25,16.13,10.48,11.29,0,0,48
8302,磐城守山,306,952,470,49.37,114,628,210,925,290,31,11,17,"147,526",49,1,310,7.8,9.59,10.12,11.8,11.7,18.02,13.8,9.59,7.59,35.29,58.82,270
8303,安積永盛,"4,484","1,752",927,52.91,229,"1,144",328,"2,653",813,391,48,43,"767,261",218,13,29,9.17,10.17,14.05,15.05,12.93,12.93,11.64,9.58,4.47,46.51,37.21,"2,066"
8304,会津高原,506,174,78,44.83,17,101,56,133,56,11,20,5,"3,030",17,2,0,4.05,9.25,5.2,7.51,11.56,20.23,16.76,15.03,10.4,20,80,60
8305,会津高原尾瀬口,83,174,78,44.83,17,101,56,133,56,11,20,5,"3,030",17,2,0,4.05,9.25,5.2,7.51,11.56,20.23,16.76,15.03,10.4,20,80,60
8306,七ケ岳登山口,18,68,33,48.53,8,34,26,43,21,4,19,0,0,0,0,0,8.82,8.82,4.41,10.29,7.35,13.24,14.71,17.65,14.71,0,0,0
8307,会津山村道場,13,105,54,51.43,13,52,38,257,40,10,25,0,0,5,0,0,6.67,6.67,4.76,10.48,13.33,14.29,14.29,20.95,8.57,0,0,200
8308,会津荒海,80,430,202,46.98,56,241,132,658,159,37,23,6,"18,133",24,1,249,7.46,10.02,5.59,7.69,11.19,18.18,16.78,11.89,11.19,33.33,50,220
8309,中荒井,20,169,80,47.34,23,78,68,245,55,11,20,1,0,11,0,0,8.77,7.6,5.85,5.85,11.7,12.28,14.62,21.05,12.28,0,0,146
8310,会津田島,534,"1,489",739,49.63,198,855,435,"1,917",619,231,37,59,"483,097",237,18,48,9.12,7.98,8.52,10.73,13.08,15.02,13.41,11.6,10.53,45.76,42.37,"1,313"
8311,田島高校前,224,637,325,51.02,105,377,157,"1,073",237,60,25,3,"20,587",24,1,247,11.09,9.84,8.91,12.81,13.28,13.75,11.56,12.81,5.94,66.67,33.33,578
8312,会津長野,6,306,151,49.35,30,176,104,264,82,12,15,2,0,11,1,0,6.15,6.47,4.85,11.65,9.06,18.12,16.5,11.65,15.53,0,100,101
8313,養鱒公園,25,184,90,48.91,20,97,63,241,56,9,16,2,0,9,1,0,7.82,8.94,7.82,7.26,14.53,11.17,14.53,14.53,13.41,50,50,146
8314,ふるさと公園,25,141,72,51.06,17,77,47,90,41,7,17,2,"9,265",6,0,0,7.86,9.29,5,11.43,7.86,15,12.86,17.14,13.57,0,50,22
8315,会津下郷,205,522,259,49.62,81,265,176,665,174,39,22,20,"22,509",59,3,152,9.6,9.4,4.99,10.36,9.79,14.01,14.97,15.55,11.32,55,35,297
8316,弥五島,77,237,114,48.1,33,114,95,167,80,22,28,5,"23,151",13,0,0,9.21,9.62,5.44,6.69,11.72,14.23,13.81,15.06,14.23,20,60,55
8317,塔のへつり,94,75,31,41.33,12,41,22,43,24,2,8,3,"12,212",4,1,0,10.53,7.89,6.58,9.21,10.53,17.11,11.84,11.84,14.47,66.67,33.33,13
8318,湯野上温泉,169,176,90,51.14,21,100,55,139,56,9,16,5,"10,677",22,2,5,7.39,9.66,7.39,9.09,9.66,17.05,16.48,13.64,9.66,80,20,70
8319,芦ノ牧温泉南,12,54,28,51.85,4,28,23,26,16,2,13,0,0,0,0,0,3.57,7.14,7.14,7.14,14.29,7.14,21.43,19.64,12.5,0,0,0
8320,大川ダム公園,2,27,11,40.74,1,15,10,17,8,1,13,0,0,0,0,0,3.85,7.69,0,3.85,7.69,26.92,34.62,7.69,7.69,0,0,1
8321,芦ノ牧温泉,172,309,145,46.93,20,174,120,423,104,17,16,6,"24,285",18,1,131,3.19,8.31,4.79,6.71,9.58,21.73,14.38,15.97,15.34,33.33,50,111
8322,あまや,2,103,51,49.51,8,58,37,68,30,3,10,2,0,3,0,0,4.81,9.62,5.77,10.58,8.65,12.5,20.19,16.35,11.54,50,50,6
8323,門田,4,88,38,43.18,10,51,27,88,29,3,10,0,0,7,0,0,9.09,4.55,7.95,12.5,7.95,11.36,23.86,14.77,7.95,0,0,39
8324,南若松,35,508,242,47.64,63,308,135,913,151,20,13,3,"28,903",59,1,0,6.51,11.83,9.47,9.07,14.99,14.2,12.43,13.81,7.69,0,33.33,695
8325,西若松,338,"4,450","2,100",47.19,668,"2,632","1,129","3,825","1,775",531,30,44,"423,723",175,7,976,9.3,10.7,8.99,12.62,12.38,13.71,12.65,12.29,7.36,36.36,52.27,"1,086"
8328,尼崎,"86,142","8,387","4,007",47.78,942,"5,623","1,740","11,862","4,098","1,813",44,95,"1,263,614",480,50,828,8.16,7.09,10.45,17.58,16.12,12.16,13.49,9.83,5.12,47.37,50.53,"8,201"
8329,立花,"50,436","13,451","6,603",49.09,"1,242","8,366","3,555","10,953","6,820","3,390",50,213,"1,527,733",813,104,34,6.21,6.84,10.23,14.76,13.58,12.35,17.05,12.02,6.96,52.58,45.07,"5,706"
8330,甲子園口,"37,684","10,685","5,084",47.58,"1,414","7,179","1,957","6,770","4,950","1,877",38,116,"805,018",540,54,465,9.73,7.3,10.71,18.08,15.42,12.39,13.56,7.96,4.84,57.76,39.66,"2,857"
8331,西宮,"43,201","9,900","4,615",46.62,"1,187","6,500","2,082","10,256","4,810","2,018",42,114,"1,634,951",554,61,391,8.54,7,12.32,17.94,13.39,11.51,14.31,9.82,5.17,46.49,45.61,"6,313"
8332,芦屋,"56,578","8,192","3,607",44.03,881,"5,262","2,025","10,461","3,957","1,560",39,263,"3,184,747",875,103,371,7.25,7.04,9.77,14.25,15.91,12.94,14.52,11.09,7.22,68.82,29.28,"6,938"
8333,甲南山手,"21,948","11,993","5,542",46.21,"1,775","7,956","2,217","6,632","5,353","1,925",36,94,"698,193",361,28,247,10.01,9.34,11.64,16.73,15.17,11.33,12.63,8.59,4.56,52.13,41.49,"2,165"
8334,摂津本山,"44,702","14,118","6,269",44.4,"2,005","9,551","2,463","12,647","6,638","2,873",43,216,"1,787,698",828,98,"2,496",9.13,10.41,12.33,16.04,16.25,11.76,11.62,7.45,5,57.41,38.89,"5,451"
8335,住吉,"69,094","12,954","5,962",46.02,"1,621","8,573","2,660","12,722","6,277","2,677",43,111,"2,050,388",547,62,"1,978",8.36,8.42,11.1,15.53,15.97,12.27,13.86,9.01,5.48,51.35,38.74,"6,079"
8336,六甲道,"50,970","16,156","7,453",46.13,"1,855","10,735","3,301","14,086","8,485","4,398",52,271,"2,460,261","1,135",165,"1,267",7.84,8.5,14.43,16.07,14.46,11.21,12.3,9.41,5.77,53.51,43.17,"7,617"
8337,灘,"47,710","12,989","6,203",47.76,"1,474","8,515","2,732","12,984","6,974","3,709",53,121,"884,747",661,95,"1,656",8.31,7.1,13.5,18.12,13.8,10.74,13.08,9.86,5.49,47.11,42.98,"7,302"
8338,三ノ宮,"237,292","8,022","3,780",47.12,438,"5,492","1,639","57,443","5,474","3,899",71,946,"18,327,526","5,331",758,"1,036",4.21,4.45,17.99,17.94,13.36,12.37,14.84,9.64,5.19,77.91,20.61,"54,395"
8339,元町,"95,136","6,967","3,212",46.1,515,"4,849","1,291","47,317","4,465","3,009",67,"1,044","18,227,740","4,609",619,"1,111",5.68,5.63,16.6,18.45,14.39,11.52,14.23,8.83,4.66,81.99,17.43,"44,613"
8340,神戸,"137,894","9,371","4,694",50.09,642,"6,160","2,144","24,662","5,944","3,902",66,392,"3,484,597","2,178",226,"2,055",4.76,5.52,15.91,16.55,13.31,12.05,14.77,11.41,5.72,67.09,30.61,"19,655"
8341,尼崎,"81,658","8,387","4,007",47.78,942,"5,623","1,740","11,862","4,098","1,813",44,95,"1,263,614",480,50,828,8.16,7.09,10.45,17.58,16.12,12.16,13.49,9.83,5.12,47.37,50.53,"8,201"
8342,塚口,"17,708","11,282","5,509",48.83,"1,613","7,642","1,884","8,074","5,415","2,454",45,33,"183,347",184,18,650,10.42,7.69,13.02,20.89,14.25,10.22,12.24,7.66,3.62,48.48,45.45,"3,958"
8343,猪名寺,"16,960","5,963","2,933",49.19,837,"3,879","1,212","8,791","2,657",961,36,36,"794,159",258,30,"1,570",10.43,7.54,11.04,18.76,14.5,9.97,14.09,9.65,4.02,47.22,41.67,"5,178"
8344,伊丹,"47,832","9,121","4,336",47.54,"1,346","6,238","1,527","10,384","3,843","1,152",30,185,"3,789,112",544,62,885,10.35,8.66,10.28,17.9,16.14,12.45,12.95,7.58,3.69,63.24,32.97,"6,557"
8345,北伊丹,"10,132","2,788","1,410",50.57,587,"1,906",291,"3,117","1,067",258,24,13,"837,512",82,1,0,13.61,12.64,9.2,20.29,20.19,8.55,8.98,4.63,1.9,38.46,30.77,"2,332"
8346,川西池田,"39,142","7,117","3,337",46.89,812,"4,447","1,851","6,556","3,251","1,162",36,141,"1,925,654",362,34,531,7.71,7.38,10.77,15.23,14.42,10.91,14.91,12.24,6.43,69.5,27.66,"3,025"
8347,中山寺,"18,044","5,990","2,866",47.85,"1,031","3,904","1,045","4,187","2,444",727,30,39,"1,192,565",159,14,0,11.74,9.85,9.91,19.56,16.22,9.41,11.42,7.61,4.28,33.33,58.97,"2,028"
8348,宝塚,"65,104","7,743","3,490",45.07,"1,083","4,880","1,746","7,337","3,404","1,118",33,135,"1,883,394",487,51,330,9.62,8.75,8.69,15,15.94,11.58,14.14,10.47,5.81,67.41,30.37,"4,126"
8349,生瀬,"3,764","2,535","1,163",45.88,284,"1,379",855,"1,901",919,158,17,13,"56,041",45,1,475,7.35,7.35,7,12,10.97,10.85,19.75,14.55,10.17,38.46,46.15,230
8350,西宮名塩,"18,450","2,812","1,343",47.76,542,"1,915",351,"2,408",971,109,11,14,"453,383",45,2,984,11.83,13.86,7.63,15.25,18.96,13.04,11.55,5.42,2.46,42.86,57.14,537
8351,武田尾,"1,154",23,9,39.13,0,16,10,182,11,4,36,3,"4,700",6,1,0,0,0,8,8,4,28,28,20,4,0,100,173
8352,道場,"2,062",95,48,50.53,7,54,34,184,31,8,26,2,"3,830",16,2,0,2.11,11.58,9.47,6.32,11.58,10.53,17.89,14.74,15.79,50,100,151
8353,三田,"36,744","5,039","2,425",48.12,673,"3,360",944,"8,124","2,412","1,094",45,134,"1,066,864",479,48,700,8.26,11.13,13.02,15.27,15.68,11.33,11.82,8.26,5.23,61.94,33.58,"5,917"
8354,新三田,"29,278",374,188,50.27,51,252,70,"1,584",164,79,48,10,"80,868",55,6,243,8.31,12.06,16.62,13.14,12.33,12.06,11.53,9.65,4.29,50,30,"1,206"
8355,広野,"2,338","1,406",754,53.63,123,995,274,"1,001",654,321,49,12,"73,975",36,2,334,4.31,12.93,17.6,12.21,11.71,15.09,14.15,7.97,4.02,25,41.67,281
8356,相野,"7,254",475,206,43.37,40,242,193,"1,589",132,20,15,9,"162,601",33,2,969,3.57,11.76,7.14,6.51,9.66,11.97,17.23,14.92,17.23,44.44,33.33,379
