駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
2764,本川越,"48,880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,和光市,"164,062","9,409","5,022",53.37,968,"7,279","1,073","8,412","5,490","3,345",61,60,"1,422,453",324,31,250,7.54,6,21.42,25.19,14.37,8.71,8.94,5.23,2.61,46.67,45,"5,986"
2766,朝霞,"64,163","10,619","5,320",50.1,"1,229","7,526","1,619","7,069","5,425","2,643",49,82,"733,268",467,43,154,8.3,8.18,14.64,20.3,16.34,10.46,11.18,7.68,2.91,46.34,50,"4,200"
2767,朝霞台,"153,680","8,978","4,459",49.67,"1,163","6,482","1,130","8,612","4,395","2,046",47,58,"1,296,837",411,50,449,9.22,9.26,15.34,19.25,16.87,11.19,10.33,6.1,2.44,39.66,55.17,"5,739"
2768,志木,"102,131","11,508","5,638",48.99,"1,325","8,300","1,772","10,485","5,802","2,706",47,147,"2,696,430",670,70,811,7.86,8.49,15.01,19.2,16.4,11.7,10.95,7.33,3.05,62.59,34.69,"6,667"
2769,柳瀬川,"20,674","8,590","4,197",48.86,854,"5,835","1,897","4,721","3,426",776,23,35,"535,075",149,10,635,6.27,8.44,12.14,13.03,12.23,14.74,18.95,10.03,4.17,51.43,48.57,"1,242"
2770,みずほ台,"41,056","9,992","5,014",50.18,"1,136","7,223","1,591","6,790","5,006","2,354",47,83,"1,014,531",420,45,577,7.69,8.09,16.44,19.21,14.5,10.68,13.9,7.26,2.23,40.96,53.01,"3,275"
2771,鶴瀬,"43,850","10,251","5,080",49.56,"1,256","6,866","2,095","6,502","4,755","1,961",41,105,"848,524",496,42,3,7.81,9.09,11.74,16.2,15.93,11.08,14.51,10.01,3.63,47.62,48.57,"3,161"
2772,ふじみ野,"64,904","10,541","5,101",48.39,"1,834","7,464","1,211","5,992","4,561","1,502",33,61,"830,445",271,24,85,12.08,10.07,12.02,19.97,17.8,10.96,9.65,5.15,2.31,55.74,40.98,"2,974"
2773,上福岡,"54,731","12,908","6,304",48.84,"1,343","8,214","3,320","9,446","6,210","2,597",42,155,"1,473,846",689,80,384,7.12,7.07,10.74,15.67,14.71,11.54,14.47,13.21,5.47,50.97,44.52,"4,804"
2774,新河岸,"23,514","6,355","3,213",50.56,825,"4,228","1,267","4,671","2,824","1,052",37,57,"638,092",269,17,709,8.92,8.23,12.42,17.89,14.67,10.39,14.4,9.84,3.24,42.11,50.88,"1,852"
2775,川越,"125,687","8,651","4,166",48.16,887,"6,057","1,609","16,372","4,457","2,354",53,233,"4,149,255",998,100,206,7.04,7.79,15.26,16.3,15.36,12.64,11.99,8.68,4.95,68.67,27.9,"13,628"
2776,川越市,"35,968","6,944","3,472",50,710,"4,762","1,416","9,820","3,392","1,557",46,100,"1,541,422",418,24,"2,531",6.78,7.96,14.39,15.51,14,12.9,14.3,9.11,5.05,53,42,"5,175"
2777,霞ケ関,"28,817","7,041","3,514",49.91,653,"4,535","1,777","9,472","3,478","1,623",47,44,"430,350",256,20,"4,798",5.64,8.97,14.87,13.94,11.94,10.77,17.61,11.94,4.31,36.36,59.09,"2,169"
2778,鶴ケ島,"33,510","6,249","3,289",52.63,602,"4,498","1,112","4,418","3,049","1,457",48,82,"695,585",380,32,8,6.49,9.72,18.08,16.08,13.09,11.37,13.54,7.78,3.86,54.88,40.24,"2,625"
2779,若葉,"37,447","7,562","3,607",47.7,"1,150","5,491",913,"6,595","3,132",920,29,55,"1,220,321",261,34,"2,078",11.32,9.52,13.42,19.18,13.5,13.04,12.93,4.94,2.16,63.64,32.73,"2,716"
2780,坂戸,"27,755","6,900","3,550",51.45,773,"4,861","1,209","5,560","3,430","1,785",52,96,"920,663",456,39,0,7.63,11.23,16.31,14.35,13.65,12.13,12.45,7.76,4.47,44.79,47.92,"3,554"
2781,北坂戸,"19,569","7,424","3,817",51.41,671,"4,942","1,757","5,630","3,956","2,013",51,87,"1,033,919",342,46,790,6.05,8.18,13.49,14.35,11.94,12.51,18.89,10.74,3.84,50.57,47.13,"2,267"
2782,高坂,"25,937","3,120","1,735",55.61,242,"2,374",468,"1,957","1,848","1,279",69,46,"325,228",204,21,37,5.06,17.73,25.77,11.28,9.4,9.3,11.25,7.36,2.85,50,45.65,"1,225"
2783,東松山,"29,568","4,713","2,379",50.48,484,"3,165","1,057","7,564","2,171",876,40,105,"1,088,312",469,41,601,6.54,9.39,11.41,14.94,14.73,13.92,12.58,10.16,6.33,56.19,38.1,"5,423"
2784,森林公園,"14,123","1,975","1,006",50.94,273,"1,378",314,"1,579",852,303,36,7,"63,313",63,7,0,9.62,8.45,13.34,16.55,15.38,13.49,13.54,7.08,2.55,28.57,71.43,945
2785,つきのわ,"4,441","2,464","1,277",51.83,551,"1,665",242,"2,027",902,191,21,7,"205,741",36,1,530,17.86,7.61,11.31,24.45,14.08,9.28,9.48,4.15,1.79,57.14,42.86,752
2786,武蔵嵐山,"7,773","4,205","2,139",50.87,541,"2,760",899,"2,428","1,693",475,28,42,"301,026",211,16,96,8.69,8.14,11.55,15.81,12.88,12.45,16.26,9.93,4.29,45.24,47.62,939
2787,小川町,"10,869","2,163","1,038",47.99,192,"1,316",655,"3,602",874,250,29,89,"567,187",326,30,765,5.59,8.13,9.38,10.4,12.11,15.34,16.31,14.56,8.18,48.31,43.82,"2,004"
2788,東武竹沢,791,637,311,48.82,63,390,184,613,247,55,22,2,0,36,3,105,5.81,7.54,9.11,11.15,10.83,16.48,20.09,10.83,8.16,0,100,244
2789,男衾,"1,829","1,498",750,50.07,150,982,367,805,579,138,24,12,"324,094",40,5,0,6.08,7.95,10.35,13.63,11.62,15.63,18.64,11.09,5.01,41.67,41.67,233
2790,鉢形,"1,085","1,658",821,49.52,238,"1,108",312,900,619,151,24,13,"83,882",45,3,72,8.2,12.73,11.34,12.55,12.36,15.32,14.78,8.75,3.98,30.77,61.54,226
2791,玉淀,606,"1,785",865,48.46,182,"1,048",554,"1,566",701,191,27,57,"125,206",185,13,0,5.88,9.08,9.75,9.24,12.49,14.62,15.07,14.12,9.75,47.37,42.11,798
2792,寄居,"2,918","2,340","1,138",48.63,255,"1,387",697,"2,561",909,229,25,64,"418,879",230,16,0,6.84,9.06,9.19,11.42,13.38,13,14.96,13.21,8.94,46.88,45.31,"1,582"
2793,谷塚,"36,502","10,539","5,317",50.45,"1,166","7,223","2,040","7,105","5,009","2,134",43,91,"1,186,795",451,39,788,7.41,7.85,12.57,16.32,15.76,12.96,14.19,9.66,3.27,36.26,60.44,"3,153"
2794,草加,"82,844","10,977","5,467",49.8,"1,287","7,594","1,863","12,618","5,481","2,629",48,223,"3,602,448",884,90,"1,126",7.98,8.21,13.78,18.59,17.59,10.6,10.98,8.17,4.1,53.36,43.5,"8,404"
2795,松原団地,"55,458","11,033","5,348",48.47,"1,264","7,351","2,262","10,388","5,185","2,091",40,61,"1,074,969",348,44,"3,391",7.47,9.39,10.43,16.39,16.09,11.48,14.59,10.51,3.65,55.74,40.98,"3,478"
2796,新田,"31,160","8,465","4,289",50.67,"1,052","5,590","1,661","5,543","3,893","1,578",41,78,"1,044,837",384,39,405,8.5,8.77,12,16.58,15.84,11.72,12.94,9.86,3.79,52.56,42.31,"2,409"
2797,蒲生,"17,027","11,301","5,665",50.13,"1,370","7,810","2,061","7,190","5,282","2,184",41,98,"1,054,247",520,54,565,8.34,7.58,13.63,17.69,14.78,11.88,14.26,8.74,3.1,57.14,37.76,"3,252"
2798,新越谷,"143,125","9,774","4,791",49.02,"1,297","6,986","1,436","15,518","4,409","1,688",38,279,"3,522,843",966,89,713,8.92,9.02,13.51,18.42,16.43,11.84,12.21,7.25,2.39,68.46,30.47,"11,808"
2799,越谷,"48,128","8,698","4,374",50.29,"1,105","5,993","1,545","8,544","4,186","1,944",46,135,"1,421,055",728,79,28,8.84,7.65,13.94,19.65,15.27,10.88,11.22,8.85,3.69,57.78,38.52,"6,063"
2800,北越谷,"52,745","8,906","4,350",48.84,926,"6,148","1,758","6,554","4,234","1,891",45,89,"827,099",452,35,551,6.82,9.05,14.42,15.4,15.32,12.25,13.16,9.39,4.21,44.94,50.56,"3,289"
2801,大袋,"17,684","8,184","4,099",50.09,"1,096","5,315","1,751","5,201","3,386","1,018",30,81,"718,244",454,38,324,8.82,8.96,10.57,16.19,14.16,11.25,16.7,10.43,2.92,50.62,44.44,"2,166"
2802,せんげん台,"60,103","10,823","5,265",48.65,"1,336","7,302","2,149","8,287","4,630","1,516",33,97,"1,347,862",437,49,314,7.85,8.93,11.35,15.96,14.97,12.23,16.35,9.09,3.27,42.27,51.55,"4,308"
2803,武里,"16,065","8,223","4,084",49.67,"1,086","5,392","1,728","5,662","3,397",993,29,70,"449,388",377,36,"1,056",8.24,10.19,10.14,15.26,14.88,12.16,15.56,10.49,3.09,50,48.57,"1,801"
2804,一ノ割,"18,310","8,473","4,194",49.5,983,"5,513","1,966","5,363","3,584","1,143",32,67,"610,670",299,28,418,7.22,8.75,10.87,15.14,14.07,11.94,17.41,10.67,3.92,41.79,55.22,"1,835"
2805,春日部,"72,401","6,560","3,201",48.8,831,"4,510","1,189","13,313","3,005","1,180",39,206,"2,700,885",907,68,324,8.61,8.3,11.93,17.41,15.91,12.51,12.77,8.18,4.38,62.14,33.98,"11,101"
2806,北春日部,"9,989","2,792","1,425",51.04,355,"1,966",458,"2,766","1,215",442,36,9,"204,915",67,4,878,8.49,9.1,13.46,18.17,13.85,12.34,14.03,7.38,3.17,44.44,22.22,"1,045"
2807,姫宮,"5,327","4,638","2,350",50.67,542,"3,131",961,"2,485","1,851",502,27,27,"154,448",133,6,347,7.64,9.25,10.76,16.35,12.7,13.18,18.14,8.84,3.13,44.44,44.44,584
2808,東武動物公園,"31,837","5,069","2,697",53.21,533,"3,259","1,264","4,190","2,221",887,40,104,"437,238",427,30,143,6.96,9.54,14.26,12.44,12.98,11.65,13.99,12.13,6.05,53.85,40.38,"2,237"
2809,和戸,"4,087","3,125","1,574",50.37,383,"1,982",760,"2,214","1,199",266,22,24,"90,593",112,5,456,7.33,9.64,9.7,13.7,12.52,13.19,18.79,11.52,3.62,45.83,45.83,596
2810,久喜,"50,635","5,921","2,973",50.21,644,"3,924","1,325","6,433","2,570",887,35,98,"731,556",456,33,84,7.21,8.28,12.24,14.38,13.61,13.83,14.58,10.76,5.09,48.98,46.94,"4,273"
2811,鷲宮,"7,241","4,315","2,115",49.02,516,"2,773","1,020","3,123","1,610",320,20,39,"218,707",154,10,697,7.2,10.15,10.38,13.09,12.21,13.28,19.41,10.47,3.81,38.46,56.41,817
2812,花崎,"11,128","3,532","1,763",49.92,417,"2,687",418,"2,205","1,463",475,32,16,"66,193",117,11,490,7.3,11.81,15.17,12.95,14.34,17.89,13.04,5.42,2.07,50,50,725
2813,加須,"14,087","3,585","1,790",49.93,376,"2,262",946,"3,272","1,385",343,25,101,"616,388",322,25,147,6.03,9.6,9.91,11.19,13.42,14.32,16.66,11.95,6.92,55.45,39.6,"1,813"
2814,南羽生,"3,775","2,697","1,343",49.8,505,"1,827",360,"1,002",943,194,21,7,"20,124",49,5,0,11.33,13.15,11.74,16.16,16.13,12.15,10.55,5.65,3.12,42.86,42.86,183
2815,羽生,"14,588","3,676","1,817",49.43,370,"2,299","1,003","3,438","1,514",495,33,84,"738,496",314,28,0,6.26,8.57,10.37,12.44,12.54,14.04,15.21,13.28,7.29,53.57,38.1,"2,058"
2816,大宮,"131,710","4,240","2,123",50.07,300,"2,799",896,"37,641","2,339","1,276",55,566,"17,430,009","2,125",221,"2,639",5.2,6.05,13.03,16.49,14.66,14.44,14.44,9.98,5.7,69.96,29.51,"33,811"
2817,北大宮,"6,058","6,429","3,216",50.02,572,"4,239","1,431","6,558","3,257","1,587",49,34,"667,817",257,18,97,6.01,7.39,12.82,15.35,13.83,13.93,13.61,10.5,6.57,47.06,44.12,"4,213"
2818,大宮公園,"9,997","6,302","3,033",48.13,730,"4,184","1,279","5,082","2,938","1,195",41,32,"261,217",187,19,443,8.32,7.49,11.59,16.97,13.97,12.8,14.58,9.46,4.81,43.75,53.13,"2,394"
2819,大和田,"19,135","5,315","2,572",48.39,597,"3,381","1,319","4,015","2,167",687,32,46,"413,855",191,13,406,7.1,8.65,11.03,14.22,13.78,12.71,13.99,10.5,8.04,41.3,56.52,"1,503"
2820,七里,"20,399","5,581","2,753",49.33,680,"3,552","1,336","4,465","2,310",710,31,41,"359,526",261,14,729,7.51,9.02,9.83,14.23,15.18,11.8,16.24,11.24,4.96,43.9,48.78,"1,724"
2821,岩槻,"35,349","6,205","3,071",49.49,811,"4,043","1,324","5,111","2,617",855,33,111,"1,090,634",409,25,252,9.83,7.51,10.68,17.24,13.53,11.92,14.33,9.78,5.18,53.15,39.64,"3,022"
2822,東岩槻,"20,124","5,373","2,676",49.8,554,"3,217","1,585","3,878","2,351",796,34,65,"614,559",244,19,44,6.35,7.6,9.39,13.71,13.24,10.87,19.5,13.61,5.73,50.77,43.08,"1,636"
2823,豊春,"13,479","6,916","3,383",48.92,849,"4,529","1,532","3,671","2,763",677,25,53,"437,121",254,21,149,8.06,8.96,10.09,15.14,13.45,12.52,18.27,9.87,3.62,41.51,56.6,"1,141"
2824,八木崎,"10,293","5,730","2,892",50.47,714,"3,860","1,145","5,563","2,386",792,33,45,"845,927",278,28,"1,457",7.91,10.44,11.51,14.59,15.55,12.79,14.15,9.31,3.76,48.89,37.78,"2,275"
2825,春日部,"72,401","6,560","3,201",48.8,831,"4,510","1,189","13,313","3,005","1,180",39,206,"2,700,885",907,68,324,8.61,8.3,11.93,17.41,15.91,12.51,12.77,8.18,4.38,62.14,33.98,"11,101"
2826,藤の牛島,"7,178","5,389","2,679",49.71,793,"3,476","1,116","2,606","2,039",463,23,27,"181,957",149,8,186,9.34,9.94,9.66,16.48,13.21,11.76,17.11,9.31,3.2,33.33,59.26,589
2827,南桜井,"14,793","5,426","2,656",48.95,638,"3,303","1,479","3,743","2,070",436,21,66,"546,144",277,21,224,7.51,8.54,9.09,13.5,12.14,11.97,19.92,12.6,4.72,46.97,48.48,"1,467"
2828,坂戸,"27,755","6,900","3,550",51.45,773,"4,861","1,209","5,560","3,430","1,785",52,96,"920,663",456,39,0,7.63,11.23,16.31,14.35,13.65,12.13,12.45,7.76,4.47,44.79,47.92,"3,554"
2829,一本松,"4,041","3,754","1,910",50.88,562,"2,478",712,"1,969","1,452",377,26,20,"373,080",91,5,133,10.34,9.51,12.44,16.81,10.9,11.86,16.84,7.7,3.6,40,40,567
2830,西大家,"3,856","1,140",565,49.56,124,682,334,"1,074",390,55,14,9,"12,110",37,1,436,6.39,9.62,8.49,11.02,12.95,12.69,18.99,14.17,5.69,22.22,55.56,180
2831,川角,"15,094","1,306",702,53.75,108,868,331,"1,423",555,205,37,4,"13,943",54,5,588,4.82,11.16,15.52,10.47,11.39,13.07,17.97,11.47,4.13,0,100,367
2832,武州長瀬,"4,630","6,262","3,182",50.81,578,"3,953","1,726","3,504","2,795","1,053",38,55,"359,868",226,25,3,5.51,9.84,12.74,11.16,11.57,11.91,19.59,12.67,5,47.27,50.91,"1,053"
2833,東毛呂,"5,505","4,324","2,146",49.63,450,"2,924",935,"2,715","1,984",848,43,44,"531,960",145,14,239,6.22,9.75,16.23,12.51,11.21,13.09,17.46,9.87,3.67,59.09,31.82,"1,022"
2834,武州唐沢,"2,552","1,951",947,48.54,267,"1,320",362,"2,587",766,212,28,10,"84,326",50,5,"1,452",8.72,11.03,12.67,14.16,13.85,12.72,14.93,8.11,3.8,40,40,457
2835,越生,"5,349","2,598","1,303",50.15,315,"1,640",642,"1,765","1,019",252,25,32,"93,310",127,9,0,7.78,9.62,9.47,12.43,11.78,14.63,17.71,11.35,5.23,46.88,43.75,843
2836,東武動物公園,"31,837","5,069","2,697",53.21,533,"3,259","1,264","4,190","2,221",887,40,104,"437,238",427,30,143,6.96,9.54,14.26,12.44,12.98,11.65,13.99,12.13,6.05,53.85,40.38,"2,237"
2837,杉戸高野台,"12,553","4,520","2,276",50.35,755,"3,179",576,"2,685","1,677",378,23,34,"485,291",134,13,355,10.87,11.42,11.24,17.56,15.77,13.79,11,5.57,2.77,29.41,50,"1,018"
2838,幸手,"14,553","4,883","2,429",49.74,493,"3,107","1,283","3,941","1,927",525,27,79,"375,407",337,22,45,6.17,8.95,10.24,13.05,13.42,13.5,16.88,12.31,5.49,46.84,43.04,"1,848"
2839,南栗橋,"8,667","1,990",976,49.05,396,"1,353",234,"2,205",713,186,26,15,"172,583",58,2,618,13.4,12.09,11.59,17.78,15.67,11.39,11.13,4.79,2.17,13.33,80,988
2840,栗橋,"10,944","3,723","1,871",50.26,422,"2,322",974,"2,531","1,432",325,23,54,"392,701",213,12,0,7.26,8.47,8.98,14.62,12.55,13.12,17.42,11.8,5.78,44.44,48.15,"1,109"
2841,新古河,"2,030","1,257",637,50.68,142,870,244,545,440,69,16,4,977,33,1,0,6.29,12.66,11.54,9.79,11.46,19.03,16.16,9,4.06,50,50,114
2842,柳生,"1,529","1,096",542,49.45,122,685,287,690,391,89,23,13,"23,409",65,6,0,6.5,10.71,9.43,10.71,12.82,14.56,16.03,12.91,6.32,23.08,61.54,275
2843,大宮,"43,985","4,393","2,226",50.67,331,"2,936",888,"32,180","2,394","1,318",55,539,"17,518,870","1,743",173,"2,265",5.61,6.25,14,16.72,14.02,14.58,13.69,9.33,5.8,68.27,30.98,"28,706"
2844,鉄道博物館,"8,343","7,643","3,793",49.63,819,"5,028","1,597","6,721","3,575","1,538",43,51,"1,312,901",286,20,426,7.17,8.46,12.7,15.35,14.34,13.35,12.8,9.45,6.37,52.94,31.37,"3,488"
2845,加茂宮,"5,578","8,713","4,355",49.98,"1,375","6,147","1,081","6,964","3,606","1,178",33,46,"920,042",347,23,0,11.3,10.23,12.39,17.87,17.82,12.4,9.58,5.57,2.85,54.35,30.43,"4,540"
2846,東宮原,"4,183","7,248","3,692",50.94,967,"4,902","1,256","6,348","3,164","1,215",38,53,"748,957",278,16,0,8.8,10.19,12.26,15.54,16.73,12.61,11.51,7.88,4.48,41.51,47.17,"3,866"
2847,今羽,"4,618","5,655","2,845",50.31,983,"3,848",787,"3,319","2,261",637,28,27,"743,210",115,8,51,11.82,10.93,10.56,18.32,17.05,11.05,11.91,6.05,2.31,25.93,37.04,"1,463"
2848,吉野原,"3,550","2,175","1,073",49.33,296,"1,439",427,"3,200",903,276,31,10,"440,020",82,4,1,8.88,9.66,10.36,15.49,15.3,11.88,16.04,8.41,3.98,50,20,"2,538"
2849,原市,"2,435","3,995","1,985",49.69,506,"2,557",916,"3,386","1,648",512,31,18,"443,681",129,7,209,8.24,9.22,10.88,16.29,14.07,10.83,14.98,10.2,5.28,38.89,50,"1,913"
2850,沼南,"3,785","3,587","1,808",50.4,470,"2,246",866,"2,268","1,388",312,22,16,"178,150",100,5,423,8.29,8.68,9.69,15.53,13.26,12.06,16.92,11.48,4.08,31.25,62.5,663
2851,丸山,"3,118",611,293,47.95,57,441,112,"1,260",251,89,35,4,"80,715",21,3,152,6.7,6.7,14.71,18.46,11.27,14.87,16.01,7.68,3.59,50,50,875
2852,志久,"3,849","1,057",533,50.43,154,671,239,"2,752",389,82,21,4,"1,423",73,3,952,8.48,11.31,9.24,14.89,12.91,10.65,19.6,10.46,2.45,50,25,"1,414"
2853,伊奈中央,"1,789","3,185","1,575",49.45,627,"2,051",507,"1,860","1,173",345,29,14,"162,206",101,9,158,13.97,10.51,12.21,20.31,14.6,7.78,9.57,6.06,4.99,35.71,50,753
2854,羽貫,"4,201","3,508","1,830",52.17,658,"2,327",523,"1,888","1,359",375,28,23,"226,192",105,7,315,14.2,8.18,12.09,22.98,11.6,9.64,12.09,6.24,2.99,47.83,47.83,788
2855,内宿,"4,437","3,933","2,020",51.36,"1,020","2,496",417,"1,288","1,335",218,16,8,"19,156",69,1,107,20.17,8.65,8.9,25.51,14.04,7.35,9.05,4.45,1.88,25,62.5,428
2856,羽生,"5,172","3,729","1,843",49.42,370,"2,330","1,025","3,474","1,539",507,33,87,"745,611",325,29,0,6.12,8.57,10.42,12.38,12.49,14.07,15.2,13.35,7.41,52.87,37.93,"2,071"
2857,西羽生,357,"1,844",930,50.43,258,"1,257",324,"1,813",707,192,27,3,"69,236",38,5,870,8.76,10.4,12.47,14.1,15.79,13.45,12.52,8.44,4.08,0,66.67,380
2858,新郷,340,"1,380",686,49.71,123,907,349,997,492,85,17,9,"16,857",40,2,178,5.43,8.4,10.28,12.09,11.37,15.13,20.35,11.01,5.94,44.44,22.22,252
2859,武州荒木,370,775,381,49.16,113,469,194,588,239,30,13,4,"5,357",29,2,90,9.68,9.55,6.97,15.35,13.03,11.87,16.39,11.61,5.55,25,25,154
2860,東行田,"2,496","4,126","2,049",49.66,517,"2,589","1,014","3,776","1,610",419,26,46,"288,472",193,13,927,8.18,9.25,10.12,13.5,12.89,12.74,16.24,11.65,5.44,45.65,50,"1,270"
2861,行田市,"1,825","3,924","1,914",48.78,414,"2,424","1,083","3,939","1,548",413,27,99,"405,679",392,30,20,6.73,8.47,9.46,12.32,12.52,14.51,15.94,12.72,7.34,60.61,36.36,"2,427"
2862,持田,"1,038","2,344","1,184",50.51,334,"1,498",510,"1,480",917,250,27,22,"422,725",100,5,13,8.03,10.63,11.14,15.54,12.17,12.68,14.69,10.08,5.04,31.82,27.27,623
2863,熊谷,"11,395","4,720","2,311",48.96,519,"3,041","1,127","10,730","2,284","1,025",45,251,"1,936,816",961,93,527,7.53,7.64,11.77,14.21,15.23,12.65,12.84,10.86,7.27,68.53,29.88,"8,585"
2864,上熊谷,971,"5,671","2,783",49.07,479,"3,611","1,546","6,619","2,749","1,266",46,142,"1,008,386",679,71,364,5.46,7.86,12.33,12.03,13.01,13.75,14.69,11.94,8.92,66.2,29.58,"4,203"
2865,石原,"1,044","3,997","1,931",48.31,482,"2,539",967,"2,921","1,585",430,27,33,"350,855",189,9,184,7.52,10.06,10.38,12.57,13.52,14.37,13.19,11.39,7,54.55,33.33,"1,145"
2866,ひろせ野鳥の森,"1,197","1,292",628,48.61,232,790,269,"1,414",448,76,17,5,"160,120",53,4,638,12.67,9.89,9.2,16.15,14.61,10.9,11.98,7.81,6.8,20,20,381
2867,大麻生,324,684,344,50.29,83,384,217,465,242,50,21,2,"7,120",19,1,0,6.86,8.91,7.88,8.91,13.72,13.28,17.23,15.91,7.3,50,0,158
2868,明戸,296,703,358,50.92,79,417,207,449,238,43,18,4,"1,022",31,3,0,6.83,8.53,8.39,11.66,11.52,13.66,20.91,13.51,4.98,50,25,213
2869,武川,976,"2,016","1,012",50.2,359,"1,274",382,"1,549",721,149,21,16,"159,504",82,5,401,12.26,9.78,11.12,16.13,13.7,12.06,11.71,8.49,4.76,56.25,43.75,458
2870,永田,645,"1,080",521,48.24,140,679,260,652,390,73,19,7,"35,415",38,1,0,7.05,11.22,9,11.87,12.8,13.91,18.18,10.2,5.75,0,85.71,212
2871,小前田,"1,117","1,865",934,50.08,309,"1,176",379,"2,008",660,129,20,13,"88,652",68,4,310,11.34,9.62,10.1,16.39,11.66,13.06,14.62,9.24,3.98,61.54,23.08,"1,044"
2872,桜沢,784,"1,148",576,50.17,183,741,224,"2,056",408,88,22,6,"171,174",52,4,"1,124",9.42,11.77,10.55,13.51,13.86,14.56,13.6,8.2,4.53,33.33,50,575
2873,寄居,"2,918","2,305","1,121",48.63,254,"1,372",678,"2,513",896,227,25,62,"421,035",224,16,0,6.9,9.16,9.25,11.64,13.5,12.9,14.85,13.11,8.68,45.16,45.16,"1,547"
2874,波久礼,244,294,147,50,20,163,111,202,120,35,29,4,"2,426",9,1,0,4.08,5.44,6.8,11.22,9.86,16.33,17.69,17.01,11.56,25,50,57
2875,樋口,256,506,231,45.65,59,260,195,624,144,19,13,5,"13,656",26,2,125,7.39,8.56,8.17,9.73,9.53,11.48,12.84,12.45,19.84,0,60,296
2876,野上,712,"1,305",632,48.43,162,793,351,"1,247",449,72,16,19,"106,293",80,4,253,7.67,9.82,8.13,11.35,12.65,14.03,17.1,12.19,7.06,57.89,31.58,449
2877,長瀞,"1,213",750,367,48.93,91,441,218,730,272,56,21,15,"53,886",101,16,0,7.21,9.75,8.28,9.08,13.75,15.22,15.22,12.95,8.54,46.67,60,445
2878,上長瀞,283,867,408,47.06,106,520,242,607,315,71,23,10,"40,915",50,4,0,6.57,9.8,8.3,11.42,12.11,15.46,17.19,11.53,7.61,30,60,274
2879,親鼻,426,"1,160",574,49.48,121,694,345,"1,384",407,88,22,21,"188,298",92,5,0,7.32,7.24,10.16,11.2,10.42,13.87,18,12.66,9.13,47.62,38.1,880
2880,皆野,"1,266","1,806",879,48.67,250,"1,068",488,"1,719",633,121,19,37,"286,492",158,15,114,9.08,9.08,8.74,12.4,11.95,13.61,14.22,12.51,8.41,56.76,27.03,906
2881,和銅黒谷,372,729,350,48.01,80,468,180,483,267,57,21,5,"51,079",37,3,0,7.55,7.83,10.16,9.75,10.85,18.96,15.11,10.85,8.93,20,40,161
2882,大野原,"1,251","1,808",878,48.56,259,"1,098",451,"1,919",648,130,20,19,"382,191",86,3,524,8.97,11.4,8.58,12.67,13.39,12.73,14.06,12.78,5.42,36.84,42.11,654
2883,秩父,"1,218","2,694","1,247",46.29,266,"1,537",889,"4,560","1,113",340,31,122,"819,506",507,60,111,5.53,8.65,7.32,10.51,12.81,13.07,16.71,15.71,9.69,57.38,35.25,"3,300"
2884,御花畑,"2,917","3,324","1,589",47.8,319,"1,883","1,122","5,133","1,398",449,32,171,"1,091,952",608,72,184,5.9,7.7,7.94,10.62,11.7,13.39,17.03,15.19,10.53,57.31,35.67,"3,518"
2885,影森,532,"1,337",639,47.79,189,807,342,"1,762",480,99,21,22,"272,333",76,4,434,8.52,10.76,9.94,11.29,12.48,14.13,13.6,12.18,7.1,36.36,40.91,755
2886,浦山口,236,405,200,49.38,50,248,113,282,144,29,20,5,"5,697",19,1,0,6.81,10.71,8.27,10.22,11.19,16.55,16.3,13.14,6.81,20,60,94
2887,武州中川,320,912,433,47.48,113,535,268,929,316,61,19,8,"30,759",45,3,275,7.21,10.37,7.53,11.57,12.12,13.1,15.17,14.08,8.84,0,62.5,266
2888,武州日野,230,549,270,49.18,81,307,161,435,188,32,17,5,"12,021",31,3,45,9.51,9.87,5.12,11.33,12.07,13.35,16.09,13.35,9.32,60,20,146
2889,白久,198,275,124,45.09,39,160,77,163,90,18,20,4,"3,327",11,0,0,8.7,10.14,6.88,8.33,11.96,15.94,15.58,13.41,9.06,25,75,22
2890,三峰口,468,347,164,47.26,33,192,124,359,131,36,27,2,0,24,3,41,5.43,7.71,7.43,8.57,8,16.86,19.14,15.43,11.43,0,100,128
2891,川口元郷,"17,300","15,298","7,796",50.96,"2,282","10,848","2,148","8,921","6,601","2,264",34,87,"1,450,437",432,33,"1,167",10.96,8.48,12.15,20.38,16.2,11.53,10.7,6.66,2.95,43.68,44.83,"3,718"
2892,南鳩ケ谷,"13,200","7,985","4,088",51.2,"1,201","5,243","1,528","6,485","3,359","1,169",35,49,"431,223",391,23,736,10.77,7.9,11.27,19.26,14.96,10.13,13.04,9.26,3.4,48.98,40.82,"3,091"
