index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
5839,中判田,"2,702","12,847","6,165",47.99,"1,822","8,220","2,776","10,249","4,807","1,376",28.62,70,"564,578",283,10,"2,805",9.06,11.31,12.02,12.43,11.04,14.34,14.06,9.22,6.5,30,47.14,"2,873"
5840,大分大学前,"1,802","34,183","16,710",48.88,"5,008","23,006","6,050","24,942","14,090","4,826",34.25,120,"1,524,811",488,15,"8,235",8.9,13.49,14.38,11.88,11.88,13.72,13.8,7.68,4.27,28.33,55,"5,449"
5841,敷戸,"2,999","35,563","17,429",49.01,"4,548","23,795","7,040","30,862","15,428","5,609",36.36,201,"4,261,310",795,32,"9,220",8.27,11.52,14.94,12.37,10.52,13.56,15.58,8.68,4.56,36.32,43.28,"9,105"
5842,滝尾,683,"33,789","16,038",47.47,"5,357","21,850","6,339","32,654","13,473","4,005",29.73,264,"5,165,701","1,322",46,"5,542",10.76,10.14,11.16,16.05,12.93,12.98,12.5,8.26,5.22,36.74,35.98,"14,836"
5843,大分,"33,302","75,290","34,921",46.38,"9,488","49,773","14,625","109,579","36,557","16,639",45.52,"1,178","15,336,683","6,392",443,"15,457",8.57,9.26,11.1,15.43,13.97,14.24,12.98,8.56,5.89,54.33,37.35,"68,639"
5844,赤迫,"8,492","75,607","35,479",46.93,"8,781","49,086","16,764","73,256","35,783","15,874",44.36,769,"7,069,866","2,911",167,"18,840",7.46,10.42,13.45,12.15,12.48,14.15,12.8,10.03,7.07,43.82,47.98,"25,311"
5845,住吉,"9,303","79,801","37,417",46.89,"9,285","51,735","17,735","76,240","37,815","16,846",44.55,830,"7,235,685","3,120",181,"19,108",7.51,10.32,13.49,12.2,12.39,14.15,12.76,9.99,7.21,43.25,49.04,"26,554"
5846,昭和町通,800,"82,168","38,500",46.86,"9,580","53,237","18,266","78,629","38,978","17,429",44.71,852,"7,062,145","3,230",192,"19,192",7.55,10.24,13.53,12.26,12.36,14.13,12.71,9.95,7.28,43.31,49.3,"28,033"
5847,千歳町,"9,242","83,514","39,104",46.82,"9,746","54,080","18,585","80,116","39,656","17,773",44.82,872,"7,019,497","3,313",200,"19,029",7.56,10.2,13.54,12.29,12.35,14.11,12.67,9.94,7.34,43.35,49.31,"29,202"
5848,若葉町,"8,463","86,266","40,308",46.73,"10,098","55,845","19,179","82,604","41,128","18,543",45.09,918,"6,969,458","3,541",220,"18,407",7.61,10.13,13.61,12.37,12.33,14.05,12.59,9.91,7.39,43.57,49.56,"31,366"
5849,長崎大学前,"8,261","88,616","41,256",46.56,"10,287","57,424","19,729","85,716","42,587","19,338",45.41,975,"7,238,830","3,861",248,"19,035",7.56,10.04,13.77,12.42,12.25,14.02,12.62,9.95,7.38,43.9,49.95,"33,009"
5850,岩屋橋,"8,142","90,913","42,181",46.4,"10,407","59,045","20,257","90,637","44,239","20,325",45.94,"1,034","7,882,328","4,214",279,"20,658",7.48,9.9,14.04,12.47,12.13,13.98,12.7,9.97,7.33,43.71,50.39,"35,472"
5851,浦上車庫前,"7,244","90,092","41,717",46.3,"10,248","58,488","20,171","92,100","43,960","20,285",46.14,"1,053","8,088,004","4,323",285,"20,779",7.43,9.85,14.07,12.48,12.09,13.96,12.75,9.97,7.4,43.3,50.62,"37,010"
5852,大橋,"6,234","87,860","40,644",46.26,"9,936","57,046","19,722","91,966","42,974","19,936",46.39,"1,057","8,258,827","4,368",286,"20,286",7.38,9.82,14.06,12.51,12.08,13.96,12.8,9.97,7.43,42.86,50.9,"38,138"
5853,松山町,"5,767","79,754","36,824",46.17,"8,914","51,723","18,139","88,830","39,049","18,107",46.37,957,"7,975,037","4,207",264,"19,062",7.26,9.66,13.85,12.52,12.08,14.09,12.97,10.08,7.5,42.22,50.68,"38,881"
5854,浜口町,"7,016","74,042","34,063",46,"8,225","47,874","17,065","86,818","36,164","16,573",45.83,867,"7,105,424","4,053",243,"18,724",7.24,9.4,13.44,12.66,12.13,14.19,13.15,10.14,7.64,40.37,51.33,"39,253"
5855,大学病院前,"7,139","71,696","32,851",45.82,"7,976","46,197","16,707","86,087","34,872","15,745",45.15,893,"7,465,696","4,175",255,"17,382",7.27,9.25,13.06,12.74,12.17,14.23,13.33,10.25,7.7,40.99,51.06,"40,616"
5856,浦上駅前,"6,631","66,772","30,386",45.51,"7,427","42,713","15,912","83,548","32,359","14,304",44.2,999,"8,809,019","4,690",302,"10,761",7.33,8.78,12.36,12.99,12.27,14.28,13.67,10.5,7.82,43.24,49.65,"46,482"
5857,茂里町,"5,754","65,012","29,421",45.25,"7,128","41,429","15,739","88,652","31,559","13,966",44.25,"1,082","9,933,480","5,160",337,"10,224",7.27,8.47,12.08,13.07,12.36,14.28,13.83,10.66,7.98,44.36,49.08,"52,870"
5858,銭座町,"4,835","63,184","28,362",44.89,"6,715","40,023","15,686","98,741","30,840","13,819",44.81,"1,264","11,278,909","6,100",408,"9,898",7.08,8.03,11.81,13.12,12.48,14.27,14.04,10.88,8.29,45.57,48.66,"64,227"
5859,宝町,"4,471","64,862","28,921",44.59,"6,598","41,039","16,268","121,455","32,424","15,127",46.65,"1,824","17,340,937","8,391",668,"11,765",6.73,7.79,11.81,13.08,12.74,14.23,14.4,11.09,8.13,50.66,45.01,"85,065"
5860,八千代町,"4,405","66,637","29,466",44.22,"6,639","41,939","17,011","128,488","33,525","15,806",47.15,"1,959","18,182,337","8,960",717,"13,187",6.59,7.69,11.56,12.93,12.82,14.21,14.64,11.35,8.21,50.79,45.07,"89,904"
5861,長崎駅前,"5,157","70,724","31,098",43.97,"6,925","44,108","18,613","130,927","35,507","16,676",46.97,"2,006","18,370,347","9,089",716,"13,688",6.44,7.64,11.2,12.65,12.81,14.17,14.86,11.74,8.5,50.55,45.41,"89,702"
5862,五島町,"1,100","71,785","31,510",43.89,"6,880","44,242","19,604","131,807","35,845","16,612",46.34,"1,988","18,216,086","8,862",684,"13,607",6.25,7.57,10.72,12.35,12.7,14.16,15.15,12.24,8.86,50.05,45.82,"89,469"
5863,大波止,"2,500","72,217","31,684",43.87,"6,862","43,962","20,358","130,711","35,886","16,434",45.8,"1,967","17,710,332","8,690",667,"13,567",6.12,7.52,10.39,12.09,12.62,14.06,15.27,12.73,9.19,49.82,46.37,"87,534"
5864,出島,"1,600","71,747","31,480",43.88,"6,845","43,591","20,291","129,401","35,584","16,259",45.69,"1,951","17,548,578","8,613",663,"13,131",6.15,7.52,10.36,12.08,12.6,14.02,15.25,12.77,9.26,49.97,46.28,"86,780"
5865,築町,"10,790","74,174","32,570",43.91,"7,206","45,011","20,928","127,054","36,591","16,607",45.39,"1,926","17,312,365","8,497",658,"13,680",6.25,7.66,10.3,12.02,12.69,13.94,15.16,12.77,9.22,50.21,46.05,"82,855"
5866,西浜町,"9,362","75,217","33,039",43.92,"7,327","45,722","21,124","127,186","37,136","16,852",45.38,"1,933","17,379,634","8,528",660,"14,229",6.27,7.71,10.32,12.04,12.73,13.93,15.18,12.72,9.12,50.13,46.09,"82,082"
5867,観光通,"2,700","75,967","33,378",43.94,"7,464","46,161","21,301","125,230","37,380","16,885",45.17,"1,915","17,234,618","8,423",656,"14,435",6.32,7.77,10.28,12.05,12.75,13.89,15.16,12.7,9.08,50.23,46.01,"79,613"
5868,思案橋,"7,388","76,316","33,489",43.88,"7,564","46,310","21,422","123,743","37,325","16,757",44.89,"1,897","17,094,441","8,303",652,"14,480",6.39,7.85,10.23,12.05,12.73,13.85,15.1,12.66,9.15,50.4,46.07,"77,905"
5869,正覚寺下,"7,111","75,589","33,107",43.8,"7,528","45,840","21,238","120,843","36,714","16,386",44.63,"1,872","16,911,153","8,150",648,"14,044",6.42,7.91,10.18,12.03,12.7,13.86,15.07,12.62,9.21,50.69,46.05,"75,686"
5870,蛍茶屋,"4,396","52,945","23,129",43.68,"5,377","32,289","14,538","76,738","25,682","11,268",43.88,"1,334","11,415,522","5,694",472,"10,664",6.58,7.91,10.29,12.15,12.83,13.86,15.3,12.16,8.91,52.32,44.75,"44,881"
5871,新中川町,"7,234","58,652","25,704",43.82,"5,855","36,089","15,828","94,726","29,005","13,055",45.01,"1,604","14,835,472","6,974",580,"11,234",6.5,7.78,10.56,12.28,12.92,14.02,15.32,12.04,8.58,52.56,44.39,"60,449"
5872,新大工町,"8,554","62,390","27,382",43.89,"6,205","38,508","16,726","104,549","31,052","14,108",45.43,"1,690","15,785,688","7,460",613,"12,115",6.5,7.73,10.64,12.36,12.91,14.1,15.31,12.01,8.45,52.19,44.44,"67,939"
5873,諏訪神社前,"8,618","64,752","28,443",43.93,"6,466","40,141","17,154","111,427","32,370","14,831",45.82,"1,755","16,530,992","7,806",630,"13,151",6.55,7.72,10.71,12.48,12.94,14.16,15.23,11.91,8.31,51.62,44.62,"73,049"
5874,公会堂前,"3,500","72,533","31,798",43.84,"7,157","44,657","19,722","121,705","36,097","16,532",45.8,"1,883","17,395,338","8,305",652,"14,919",6.41,7.76,10.58,12.3,12.81,14.03,15.2,12.2,8.72,50.72,45.46,"77,854"
5875,桜町,"6,164","72,751","31,953",43.92,"7,094","45,138","19,464","128,929","36,407","16,898",46.41,"1,978","18,220,216","8,830",686,"14,959",6.35,7.7,10.89,12.41,12.79,14.19,15.08,12.03,8.56,50.35,45.45,"85,212"
5876,長崎駅前,"5,157","70,724","31,098",43.97,"6,925","44,108","18,613","130,927","35,507","16,676",46.97,"2,006","18,370,347","9,089",716,"13,688",6.44,7.64,11.2,12.65,12.81,14.17,14.86,11.74,8.5,50.55,45.41,"89,702"
5877,八千代町,"4,405","66,637","29,466",44.22,"6,639","41,939","17,011","128,488","33,525","15,806",47.15,"1,959","18,182,337","8,960",717,"13,187",6.59,7.69,11.56,12.93,12.82,14.21,14.64,11.35,8.21,50.79,45.07,"89,904"
5878,宝町,"4,471","64,862","28,921",44.59,"6,598","41,039","16,268","121,455","32,424","15,127",46.65,"1,824","17,340,937","8,391",668,"11,765",6.73,7.79,11.81,13.08,12.74,14.23,14.4,11.09,8.13,50.66,45.01,"85,065"
5879,銭座町,"4,835","63,184","28,362",44.89,"6,715","40,023","15,686","98,741","30,840","13,819",44.81,"1,264","11,278,909","6,100",408,"9,898",7.08,8.03,11.81,13.12,12.48,14.27,14.04,10.88,8.29,45.57,48.66,"64,227"
5880,茂里町,"5,754","65,012","29,421",45.25,"7,128","41,429","15,739","88,652","31,559","13,966",44.25,"1,082","9,933,480","5,160",337,"10,224",7.27,8.47,12.08,13.07,12.36,14.28,13.83,10.66,7.98,44.36,49.08,"52,870"
5881,浦上駅前,"6,631","66,772","30,386",45.51,"7,427","42,713","15,912","83,548","32,359","14,304",44.2,999,"8,809,019","4,690",302,"10,761",7.33,8.78,12.36,12.99,12.27,14.28,13.67,10.5,7.82,43.24,49.65,"46,482"
5882,大学病院前,"7,139","71,696","32,851",45.82,"7,976","46,197","16,707","86,087","34,872","15,745",45.15,893,"7,465,696","4,175",255,"17,382",7.27,9.25,13.06,12.74,12.17,14.23,13.33,10.25,7.7,40.99,51.06,"40,616"
5883,浜口町,"7,016","74,042","34,063",46,"8,225","47,874","17,065","86,818","36,164","16,573",45.83,867,"7,105,424","4,053",243,"18,724",7.24,9.4,13.44,12.66,12.13,14.19,13.15,10.14,7.64,40.37,51.33,"39,253"
5884,松山町,"5,767","79,754","36,824",46.17,"8,914","51,723","18,139","88,830","39,049","18,107",46.37,957,"7,975,037","4,207",264,"19,062",7.26,9.66,13.85,12.52,12.08,14.09,12.97,10.08,7.5,42.22,50.68,"38,881"
5885,大橋,"6,234","87,860","40,644",46.26,"9,936","57,046","19,722","91,966","42,974","19,936",46.39,"1,057","8,258,827","4,368",286,"20,286",7.38,9.82,14.06,12.51,12.08,13.96,12.8,9.97,7.43,42.86,50.9,"38,138"
5886,浦上車庫前,"7,244","90,092","41,717",46.3,"10,248","58,488","20,171","92,100","43,960","20,285",46.14,"1,053","8,088,004","4,323",285,"20,779",7.43,9.85,14.07,12.48,12.09,13.96,12.75,9.97,7.4,43.3,50.62,"37,010"
5887,岩屋橋,"8,142","90,913","42,181",46.4,"10,407","59,045","20,257","90,637","44,239","20,325",45.94,"1,034","7,882,328","4,214",279,"20,658",7.48,9.9,14.04,12.47,12.13,13.98,12.7,9.97,7.33,43.71,50.39,"35,472"
5888,長崎大学前,"8,261","88,616","41,256",46.56,"10,287","57,424","19,729","85,716","42,587","19,338",45.41,975,"7,238,830","3,861",248,"19,035",7.56,10.04,13.77,12.42,12.25,14.02,12.62,9.95,7.38,43.9,49.95,"33,009"
5889,若葉町,"8,463","86,266","40,308",46.73,"10,098","55,845","19,179","82,604","41,128","18,543",45.09,918,"6,969,458","3,541",220,"18,407",7.61,10.13,13.61,12.37,12.33,14.05,12.59,9.91,7.39,43.57,49.56,"31,366"
5890,千歳町,"9,242","83,514","39,104",46.82,"9,746","54,080","18,585","80,116","39,656","17,773",44.82,872,"7,019,497","3,313",200,"19,029",7.56,10.2,13.54,12.29,12.35,14.11,12.67,9.94,7.34,43.35,49.31,"29,202"
5891,昭和町通,800,"82,168","38,500",46.86,"9,580","53,237","18,266","78,629","38,978","17,429",44.71,852,"7,062,145","3,230",192,"19,192",7.55,10.24,13.53,12.26,12.36,14.13,12.71,9.95,7.28,43.31,49.3,"28,033"
5892,住吉,"9,303","79,801","37,417",46.89,"9,285","51,735","17,735","76,240","37,815","16,846",44.55,830,"7,235,685","3,120",181,"19,108",7.51,10.32,13.49,12.2,12.39,14.15,12.76,9.99,7.21,43.25,49.04,"26,554"
5893,赤迫,"8,492","75,607","35,479",46.93,"8,781","49,086","16,764","73,256","35,783","15,874",44.36,769,"7,069,866","2,911",167,"18,840",7.46,10.42,13.45,12.15,12.48,14.15,12.8,10.03,7.07,43.82,47.98,"25,311"
5894,蛍茶屋,"4,396","52,945","23,129",43.68,"5,377","32,289","14,538","76,738","25,682","11,268",43.88,"1,334","11,415,522","5,694",472,"10,664",6.58,7.91,10.29,12.15,12.83,13.86,15.3,12.16,8.91,52.32,44.75,"44,881"
5895,新中川町,"7,234","58,652","25,704",43.82,"5,855","36,089","15,828","94,726","29,005","13,055",45.01,"1,604","14,835,472","6,974",580,"11,234",6.5,7.78,10.56,12.28,12.92,14.02,15.32,12.04,8.58,52.56,44.39,"60,449"
5896,新大工町,"8,554","62,390","27,382",43.89,"6,205","38,508","16,726","104,549","31,052","14,108",45.43,"1,690","15,785,688","7,460",613,"12,115",6.5,7.73,10.64,12.36,12.91,14.1,15.31,12.01,8.45,52.19,44.44,"67,939"
5897,諏訪神社前,"8,618","64,752","28,443",43.93,"6,466","40,141","17,154","111,427","32,370","14,831",45.82,"1,755","16,530,992","7,806",630,"13,151",6.55,7.72,10.71,12.48,12.94,14.16,15.23,11.91,8.31,51.62,44.62,"73,049"
5898,公会堂前,"8,261","72,533","31,798",43.84,"7,157","44,657","19,722","121,705","36,097","16,532",45.8,"1,883","17,395,338","8,305",652,"14,919",6.41,7.76,10.58,12.3,12.81,14.03,15.2,12.2,8.72,50.72,45.46,"77,854"
5899,賑橋,"1,715","75,583","33,189",43.91,"7,387","46,267","20,861","126,545","37,535","17,139",45.66,"1,945","17,602,105","8,557",662,"15,425",6.32,7.74,10.47,12.19,12.78,13.95,15.23,12.48,8.84,50.08,46.07,"80,474"
5900,西浜町,"9,362","75,217","33,039",43.92,"7,327","45,722","21,124","127,186","37,136","16,852",45.38,"1,933","17,379,634","8,528",660,"14,229",6.27,7.71,10.32,12.04,12.73,13.93,15.18,12.72,9.12,50.13,46.09,"82,082"
5901,観光通,"2,700","75,967","33,378",43.94,"7,464","46,161","21,301","125,230","37,380","16,885",45.17,"1,915","17,234,618","8,423",656,"14,435",6.32,7.77,10.28,12.05,12.75,13.89,15.16,12.7,9.08,50.23,46.01,"79,613"
5902,思案橋,"7,388","76,316","33,489",43.88,"7,564","46,310","21,422","123,743","37,325","16,757",44.89,"1,897","17,094,441","8,303",652,"14,480",6.39,7.85,10.23,12.05,12.73,13.85,15.1,12.66,9.15,50.4,46.07,"77,905"
5903,正覚寺下,"7,111","75,589","33,107",43.8,"7,528","45,840","21,238","120,843","36,714","16,386",44.63,"1,872","16,911,153","8,150",648,"14,044",6.42,7.91,10.18,12.03,12.7,13.86,15.07,12.62,9.21,50.69,46.05,"75,686"
5904,蛍茶屋,"4,396","52,945","23,129",43.68,"5,377","32,289","14,538","76,738","25,682","11,268",43.88,"1,334","11,415,522","5,694",472,"10,664",6.58,7.91,10.29,12.15,12.83,13.86,15.3,12.16,8.91,52.32,44.75,"44,881"
5905,新中川町,"7,234","58,652","25,704",43.82,"5,855","36,089","15,828","94,726","29,005","13,055",45.01,"1,604","14,835,472","6,974",580,"11,234",6.5,7.78,10.56,12.28,12.92,14.02,15.32,12.04,8.58,52.56,44.39,"60,449"
5906,新大工町,"8,554","62,390","27,382",43.89,"6,205","38,508","16,726","104,549","31,052","14,108",45.43,"1,690","15,785,688","7,460",613,"12,115",6.5,7.73,10.64,12.36,12.91,14.1,15.31,12.01,8.45,52.19,44.44,"67,939"
5907,諏訪神社前,"8,618","64,752","28,443",43.93,"6,466","40,141","17,154","111,427","32,370","14,831",45.82,"1,755","16,530,992","7,806",630,"13,151",6.55,7.72,10.71,12.48,12.94,14.16,15.23,11.91,8.31,51.62,44.62,"73,049"
5908,公会堂前,"8,261","72,533","31,798",43.84,"7,157","44,657","19,722","121,705","36,097","16,532",45.8,"1,883","17,395,338","8,305",652,"14,919",6.41,7.76,10.58,12.3,12.81,14.03,15.2,12.2,8.72,50.72,45.46,"77,854"
5909,賑橋,"1,715","75,583","33,189",43.91,"7,387","46,267","20,861","126,545","37,535","17,139",45.66,"1,945","17,602,105","8,557",662,"15,425",6.32,7.74,10.47,12.19,12.78,13.95,15.23,12.48,8.84,50.08,46.07,"80,474"
5910,西浜町,"9,362","75,217","33,039",43.92,"7,327","45,722","21,124","127,186","37,136","16,852",45.38,"1,933","17,379,634","8,528",660,"14,229",6.27,7.71,10.32,12.04,12.73,13.93,15.18,12.72,9.12,50.13,46.09,"82,082"
5911,築町,"10,790","74,174","32,570",43.91,"7,206","45,011","20,928","127,054","36,591","16,607",45.39,"1,926","17,312,365","8,497",658,"13,680",6.25,7.66,10.3,12.02,12.69,13.94,15.16,12.77,9.22,50.21,46.05,"82,855"
5912,市民病院前,"4,367","68,992","30,362",44.01,"6,723","41,841","19,463","123,184","33,977","15,413",45.36,"1,873","17,008,439","8,272",648,"11,061",6.36,7.5,10.29,12.22,12.58,13.91,15.1,12.76,9.3,50.61,45.86,"83,907"
5913,大浦海岸通,600,"63,800","28,173",44.16,"6,403","38,678","17,859","115,928","31,190","13,982",44.83,"1,743","16,120,550","7,763",624,"10,186",6.65,7.47,10.15,12.45,12.49,13.88,15.02,12.71,9.18,51.69,45.04,"79,580"
5914,大浦天主堂下,900,"61,771","27,308",44.21,"6,282","37,454","17,232","111,438","30,035","13,331",44.38,"1,677","15,721,122","7,472",610,"10,004",6.76,7.51,10.07,12.51,12.45,13.88,15.01,12.7,9.11,52.18,44.54,"75,976"
5915,石橋,"6,322","59,769","26,432",44.22,"6,123","36,220","16,698","101,018","28,821","12,618",43.78,"1,512","14,393,250","6,809",563,"9,510",6.8,7.6,10.05,12.52,12.36,13.84,15.02,12.72,9.1,52.65,43.92,"66,590"
5916,小長井,372,"3,062","1,396",45.59,344,"1,834",889,"2,933",998,253,25.35,17,"127,966",137,8,468,6.17,10.51,9.69,7.9,12.86,17.43,10.87,12.4,12.17,35.29,52.94,"1,330"
5917,長里,112,"4,222","1,956",46.33,551,"2,530","1,142","3,219","1,352",295,21.82,29,"96,717",148,4,435,7.44,11.18,8.67,10.04,12.34,16.24,12.57,12.05,9.47,20.69,58.62,"1,054"
5918,湯江,738,"6,342","2,950",46.52,840,"3,796","1,712","5,036","2,047",392,19.15,69,"302,297",247,10,899,7.84,11.08,8.71,10.8,11.21,15.54,13.84,11.23,9.75,43.48,43.48,"1,500"
5919,小江,402,"4,669","2,211",47.35,587,"2,841","1,246","3,275","1,494",216,14.46,37,"218,036",176,8,309,7.34,11.45,7.85,10.4,12.05,15.9,14.61,12.05,8.37,40.54,40.54,941
5920,肥前長田,253,"5,112","2,289",44.78,599,"2,985","1,518","5,379","1,592",307,19.28,37,"334,756",249,13,649,6.74,9.93,8.15,11.07,11.95,14.59,13.46,12.16,11.95,35.14,56.76,"2,496"
5921,東諫早,356,"26,510","12,289",46.36,"3,949","16,653","5,716","30,887","10,929","3,491",31.94,452,"2,965,821","2,092",141,"4,665",9.61,10.61,9.51,13.76,13.6,13.99,12.72,9.69,6.51,53.1,40.71,"16,646"
5922,諫早,"10,990","40,303","18,642",46.25,"5,902","25,076","9,051","43,729","16,497","4,998",30.3,543,"3,674,299","2,483",151,"7,596",9.49,10.54,9.66,13.24,12.98,14.02,13.67,10.15,6.25,51.93,40.52,"20,869"
5923,西諫早,"2,962","27,681","13,037",47.1,"4,442","17,304","5,734","28,234","10,952","2,842",25.95,187,"2,052,713",943,44,"5,629",10.55,11.67,9.32,14.19,12.95,12.96,13.97,9.76,4.62,37.43,44.92,"12,288"
5924,喜々津,"4,390","17,016","8,116",47.7,"2,665","11,243","3,010","16,274","6,269","1,366",21.79,169,"2,346,268",710,27,"2,837",10.61,10.44,10.45,14.45,12.21,15.3,13.95,7.01,5.59,36.69,37.28,"7,348"
5925,東園,212,"1,761",840,47.7,217,"1,153",389,963,604,98,16.23,5,109,41,0,83,7.05,11.66,11.49,12.51,11.89,15.7,13.14,10.18,6.37,0,80,170
5926,大草,390,"1,498",660,44.06,199,800,490,"1,694",481,94,19.54,10,"15,758",69,3,257,8.4,9.81,7.93,8.94,10.62,13.51,13.84,11.42,15.52,30,60,716
5927,本川内,186,"7,452","3,541",47.52,"1,371","4,565","1,496","4,311","2,485",295,11.87,22,"176,926",160,2,654,12.71,10.27,8.43,15.68,12.31,12.56,14.16,8.26,5.63,27.27,54.55,916
5928,長与,"4,549","35,624","16,659",46.76,"6,149","22,583","6,621","27,146","13,016","2,565",19.71,234,"2,233,340","1,022",38,"5,854",11.03,12.2,9.66,14.07,13.74,13.29,12.88,8.03,5.09,37.61,48.29,"7,869"
5929,高田,"1,073","40,970","19,166",46.78,"6,953","26,131","7,614","32,936","15,201","3,232",21.26,300,"3,298,841","1,286",54,"7,383",10.85,12.03,10.1,14.24,13.7,13.27,12.71,7.94,5.17,38,47,"10,174"
5930,道ノ尾,"1,963","63,311","29,164",46.06,"8,023","40,156","14,669","51,195","27,097","9,301",34.32,605,"6,204,628","2,094",119,"7,694",8.05,10.33,10.78,12.38,12.89,14.49,13.77,10.56,6.77,43.64,47.93,"17,901"
5931,西浦上,862,"81,486","38,131",46.79,"9,448","52,763","18,214","79,134","38,722","17,325",44.74,865,"7,199,742","3,258",193,"19,644",7.5,10.22,13.49,12.23,12.37,14.13,12.72,10.02,7.32,43.47,49.25,"28,270"
5932,浦上,"4,739","66,377","30,227",45.54,"7,363","42,459","15,846","81,717","32,128","14,164",44.09,974,"8,497,966","4,562",293,"10,730",7.3,8.78,12.38,12.95,12.23,14.31,13.69,10.53,7.83,43.12,49.69,"44,749"
5933,長崎,"21,488","67,243","29,642",44.08,"6,617","42,166","17,395","129,977","33,856","16,005",47.27,"1,991","18,305,590","9,099",725,"12,973",6.5,7.63,11.46,12.84,12.81,14.18,14.73,11.5,8.36,50.68,45.3,"91,219"
5934,市布,670,"10,027","4,663",46.5,"1,358","6,122","2,533","9,521","3,675",719,19.56,105,"1,889,906",408,13,"1,046",8.78,8.93,9.58,12.67,11.26,14.6,15.48,11.11,7.59,32.38,30.48,"4,422"
5935,肥前古賀,"1,515","11,172","5,218",46.71,"1,633","6,712","2,823","7,805","3,923",680,17.33,70,"637,288",292,15,533,9.08,10.5,7.94,12.15,13.21,13.65,14.95,11.37,7.14,34.29,27.14,"2,697"
5936,現川,947,"2,315","1,025",44.28,317,"1,431",551,"3,058",726,120,16.53,8,"37,554",58,2,"1,469",9.04,11.26,7.69,11.95,11.82,15.73,14.65,9.56,8.3,37.5,25,715
5937,三河内,191,"5,887","2,720",46.2,854,"3,396","1,674","4,783","2,185",452,20.69,28,"77,435",208,7,443,8.88,10.15,8.04,11.23,11.09,13.61,16.38,12.07,8.54,50,32.14,"1,748"
5938,早岐,"3,017","33,989","15,944",46.91,"5,806","21,414","6,560","26,310","13,207","3,430",25.97,250,"3,115,890","1,046",58,"4,298",11.3,11.29,10.6,14,12.54,13.59,12.9,8.72,5.06,40,44.4,"9,272"
5939,大塔,764,"21,398","9,907",46.3,"3,342","13,277","4,628","22,736","8,425","2,083",24.72,248,"11,144,480",992,57,"3,097",9.95,11.15,9.26,12.52,12.8,14.69,13.74,9.96,5.93,44.35,35.48,"11,309"
5940,日宇,532,"31,529","14,518",46.05,"4,129","18,608","8,528","33,494","13,144","4,122",31.36,327,"15,661,913","1,525",56,"4,662",8.47,10.25,8.81,11.95,11.01,13.63,15.14,12.06,8.68,37.31,43.43,"15,196"
5941,佐世保,"8,738","43,886","21,277",48.48,"4,606","26,645","11,572","60,174","19,311","8,225",42.59,949,"8,103,198","4,223",292,"4,400",7.17,7.27,10.47,13.8,12.61,13.39,14.45,11.55,9.28,51.84,42.78,"38,162"
5942,早岐,"3,017","33,989","15,944",46.91,"5,806","21,414","6,560","26,310","13,207","3,430",25.97,250,"3,115,890","1,046",58,"4,298",11.3,11.29,10.6,14,12.54,13.59,12.9,8.72,5.06,40,44.4,"9,272"
5943,ハウステンボス,"2,820","3,705","1,726",46.59,359,"2,345",910,"6,997","1,752",916,52.28,41,"196,691",141,6,"1,737",6.28,10.2,14.8,10.7,11.01,12.33,15.13,9.87,9.68,39.02,24.39,"3,909"
5944,南風崎,40,"3,341","1,508",45.14,343,"2,004",954,"6,292","1,408",600,42.61,35,"150,004",128,4,"1,273",6.55,9.36,10.82,10.48,10.88,13.21,16.09,10.67,11.94,34.29,37.14,"3,613"
5945,小串郷,325,"5,964","2,836",47.55,902,"3,615","1,428","4,517","2,018",408,20.22,29,"65,611",172,6,839,9.32,11,8.14,12.38,11.12,15.11,14.75,10.67,7.5,31.03,48.28,"1,220"
5946,川棚,"2,369","9,951","4,676",46.99,"1,568","5,970","2,412","10,010","3,640",902,24.78,133,"780,941",548,27,"1,792",10.45,10.47,9.08,12.52,11.55,14.21,13.9,10.54,7.27,39.85,45.86,"4,273"
5947,彼杵,971,"3,632","1,674",46.09,423,"2,105","1,106","3,750","1,176",233,19.81,44,"238,295",180,7,430,6.94,9.55,8.2,10.16,11.64,15.33,14.12,11.67,12.39,56.82,34.09,"1,636"
5948,千綿,447,"2,562","1,180",46.06,302,"1,463",790,"2,126",790,133,16.84,23,"86,552",73,5,292,7.36,9.63,7.09,9.48,11.2,15.54,15.74,12.26,11.71,30.43,56.52,524
5949,松原,257,"3,977","1,856",46.67,612,"2,364","1,005","3,272","1,325",239,18.04,29,"272,931",124,5,431,9.7,11.08,8.47,10.88,12.29,15.45,12.96,11.78,7.39,31.03,44.83,"1,103"
5950,竹松,"2,258","37,384","18,009",48.17,"7,087","23,720","6,507","29,722","14,130","3,697",26.16,270,"2,609,917","1,040",52,"4,308",12.61,12.15,10.92,14.76,13.01,12.63,11.37,7.9,4.65,40.74,43.7,"12,058"
