駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
9252,元町,"18,504","10,135","4,767",47.04,"1,088","7,371","1,597","6,657","5,644","3,035",54,32,"466,125",324,23,608,7.35,7.33,16.13,21.04,14.7,11.58,10.73,7.33,3.82,34.38,53.13,"2,853"
9253,環状通東,"18,088","8,860","4,064",45.87,898,"6,387","1,516","7,660","4,911","2,678",55,54,"1,140,272",387,17,"1,090",7.38,7.11,16.98,19.04,13.57,12.18,11.23,7.63,4.86,33.33,42.59,"3,871"
9254,東区役所前,"17,626","11,427","5,002",43.77,850,"7,728","2,765","12,724","6,615","3,736",56,69,"809,676",482,32,"3,974",4.47,8.49,15.43,13.96,12.03,12.96,14.92,11.05,6.69,42.03,50.72,"4,445"
9255,北１３条東,"7,274","10,575","5,252",49.66,816,"8,202","1,415","11,132","6,807","4,672",69,70,"1,200,782",532,29,"1,881",5.18,10,28.82,14.94,11.64,10.21,9.46,5.86,3.88,44.29,50,"6,748"
9256,さっぽろ,"59,876","2,906","1,329",45.73,152,"2,342",371,"70,384","1,955","1,316",67,526,"16,352,470","3,210",232,"1,745",4.19,6.7,23.77,22.34,14.45,10.33,8.94,6.11,3.18,79.09,19.39,"68,365"
9257,大通,"30,582","3,663","1,670",45.59,164,"2,988",509,"63,965","2,595","1,888",73,650,"18,966,728","4,033",376,261,3.63,3.99,25.35,22.59,15.24,10,8.47,5.98,4.75,77.69,20.46,"63,207"
9258,豊水すすきの,"14,976","6,354","3,038",47.81,217,"5,121","1,014","29,979","4,820","3,785",79,345,"5,035,176","3,655",427,651,2.83,2.33,27.62,22.23,12.51,11.24,9.43,6.77,5.04,71.59,26.09,"28,261"
9259,学園前,"19,544","9,533","4,499",47.19,768,"6,972","1,707","13,355","5,626","3,394",60,58,"800,763",418,33,"6,836",5.68,7.32,20.59,17.99,13.6,10.69,10.61,7.84,5.67,39.66,50,"3,761"
9260,豊平公園,"10,296","9,827","4,626",47.07,841,"7,178","1,744","6,660","5,672","3,178",56,41,"460,450",359,21,829,5.63,7.76,17.05,18.2,14.56,12.09,11.92,8.13,4.65,41.46,43.9,"2,766"
9261,美園,"9,366","9,781","4,687",47.92,"1,067","6,996","1,664","6,074","5,296","2,803",53,39,"623,242",352,28,287,7.37,7.71,15.49,19.05,14.89,12.39,10.3,7.83,4.96,41.03,48.72,"2,596"
9262,月寒中央,"18,122","9,058","4,041",44.61,"1,040","6,245","1,739","7,849","4,615","2,163",47,53,"884,907",377,21,"1,783",7.74,8.51,13.08,17.49,14.56,12.31,12.29,8.16,5.85,41.51,39.62,"3,170"
9263,福住,"33,112","7,269","3,366",46.31,919,"4,987","1,347","5,274","3,336","1,211",36,46,"2,071,391",169,9,387,8.4,9.46,10.29,16.09,16.97,13.02,12.93,8,4.84,50,23.91,"2,396"
9264,新宮,"2,104","4,195","1,901",45.32,472,"2,282","1,424","5,841","1,985",746,38,178,"1,164,327",671,61,285,7.06,9.05,6.15,10.05,11.44,13.28,16.28,15.25,11.44,58.99,34.83,"3,562"
9265,三輪崎,50,"1,319",612,46.4,183,712,427,"1,077",573,186,32,23,"58,724",82,3,76,8.46,8.38,5.06,10.35,11.93,14.12,18.5,14.05,9.14,43.48,52.17,346
9266,紀伊佐野,498,"1,649",786,47.67,274,"1,009",364,"1,294",678,175,26,20,"123,548",69,4,68,10.52,10.21,8.94,13.43,13.62,13.98,12.77,9.12,7.42,30,50,572
9267,宇久井,112,571,257,45.01,69,296,209,645,268,93,35,13,"54,833",36,2,204,7.84,6.62,5.4,8.19,11.85,13.07,19.69,15.85,11.5,30.77,61.54,128
9268,那智,112,511,226,44.23,54,267,192,443,227,71,31,6,"70,283",33,3,0,6.63,7.02,5.26,8.97,10.53,13.26,21.05,16.37,10.92,33.33,50,156
9269,紀伊天満,74,"1,251",561,44.84,144,665,440,"1,286",565,201,36,22,"193,293",88,6,65,6.97,8.73,5.44,10.97,11.05,11.37,19.62,16.01,9.85,27.27,59.09,590
9270,紀伊勝浦,998,"2,599","1,188",45.71,271,"1,422",898,"3,199","1,223",426,35,127,"402,698",448,66,70,5.98,8.41,5.52,9.18,12.27,13.77,21.6,14.54,8.72,52.76,37.8,"2,055"
9271,湯川,14,131,64,48.85,9,71,46,123,58,13,22,0,0,7,2,16,2.34,11.72,5.47,7.81,12.5,12.5,23.44,16.41,7.81,0,0,32
9272,太地,224,131,64,48.85,4,79,48,174,64,20,31,3,"3,501",16,2,0,1.54,6.15,8.46,4.62,10.77,21.54,17.69,19.23,10,0,66.67,96
9273,下里,200,842,390,46.32,97,465,281,670,368,95,26,14,"81,372",35,3,106,6.88,8.3,7.24,9.02,12.57,14,15.3,15.9,10.79,35.71,50,150
9274,紀伊浦神,48,376,178,47.34,32,178,166,336,181,61,34,5,"5,850",29,0,28,4.52,7.18,5.05,7.71,9.04,10.64,19.41,22.07,14.36,0,60,91
9275,紀伊田原,26,399,181,45.36,25,188,185,367,198,67,34,8,"4,351",28,1,24,4.76,3.76,4.51,6.02,7.27,15.29,22.31,19.05,17.04,37.5,50,87
9276,古座,414,938,412,43.92,100,497,340,"1,047",433,142,33,27,"140,927",99,5,89,5.46,8.89,5.25,8.24,10.06,15.1,18.63,15.63,12.74,44.44,37.04,457
9277,紀伊姫,20,162,70,43.21,11,84,73,176,74,24,32,3,40,10,0,0,4.12,5.29,4.71,9.41,5.29,12.35,25.29,15.88,17.65,66.67,33.33,69
9278,串本,796,"1,191",572,48.03,148,709,326,"1,989",598,255,43,70,"562,970",242,30,0,8.34,7.67,7.33,11.88,12.3,14.83,17.94,12.72,6.99,61.43,28.57,"1,533"
9279,紀伊有田,24,311,134,43.09,30,152,134,290,123,42,34,4,"8,085",8,0,26,5.4,6.67,7.62,4.76,9.84,13.02,16.51,16.19,20,0,75,78
9280,田並,32,337,153,45.4,20,159,158,359,171,62,36,7,"8,370",24,0,60,2.66,5.33,5.33,7.4,6.8,14.2,25.44,16.86,15.98,28.57,57.14,61
9281,田子,12,96,46,47.92,4,30,62,89,48,15,31,0,0,4,0,0,2.08,3.13,1.04,3.13,14.58,6.25,14.58,27.08,28.13,0,0,6
9282,和深,52,380,183,48.16,49,203,125,357,177,57,32,7,"5,172",29,1,3,7.39,6.6,6.33,11.61,7.39,13.72,24.8,11.87,10.29,0,85.71,93
9283,江住,34,284,118,41.55,18,98,168,390,112,38,34,3,0,30,2,37,4.18,4.88,2.44,4.88,8.01,8.71,14.29,19.51,33.1,33.33,33.33,146
9284,見老津,28,119,54,45.38,16,54,50,115,53,21,40,3,"2,528",11,1,2,7.44,9.09,5.79,6.61,7.44,14.05,17.36,18.18,14.05,0,100,27
9285,周参見,300,712,345,48.46,61,374,276,860,337,117,35,21,"60,466",107,8,49,5.06,7.3,4.21,8.99,10.67,15.17,17.84,17.28,13.48,52.38,38.1,421
9286,紀伊日置,180,115,64,55.65,11,75,33,186,40,11,28,2,0,15,1,0,5.04,7.56,3.36,16.81,20.17,10.08,20.17,9.24,7.56,0,100,119
9287,椿,58,38,17,44.74,3,23,18,76,17,6,35,0,0,1,0,42,4.55,6.82,6.82,4.55,6.82,13.64,25,20.45,11.36,0,0,13
9288,紀伊富田,166,806,373,46.28,123,456,214,770,285,45,16,15,"157,303",42,6,207,9.47,10.86,7.58,12.63,13.38,11.62,14.9,10.48,9.09,53.33,40,224
9289,白浜,"1,484",406,186,45.81,48,243,115,264,174,46,26,10,"17,614",28,9,0,7.88,8.37,6.9,12.32,12.32,14.04,19.7,12.07,6.4,30,50,104
9290,朝来,576,"1,447",660,45.61,208,894,339,"1,418",561,127,23,38,"347,123",106,7,323,8.61,11.81,8.33,11.6,13.54,14.93,14.17,10.49,6.53,47.37,34.21,537
9291,紀伊新庄,94,974,471,48.36,144,572,253,"1,164",393,93,24,19,"157,683",103,9,5,9.3,10.64,10.12,12.71,11.05,13.95,13.02,12.5,6.71,42.11,31.58,779
9292,紀伊田辺,"3,052","3,456","1,599",46.27,308,"1,855","1,256","5,678","1,654",633,38,203,"911,960",885,84,114,5.5,6.79,6.58,10.88,12.05,12.55,17.55,16.33,11.76,59.61,34.48,"4,105"
9293,芳養,162,"1,665",773,46.43,230,995,430,"1,301",687,194,28,25,"82,325",86,7,219,9.23,8.99,8.57,11.95,11.71,15.03,16.48,9.47,8.57,24,60,331
9294,南部,"1,470","1,923",898,46.7,267,"1,107",547,"2,837",774,215,28,82,"397,861",231,14,792,8.81,10.11,7.5,11.52,11.57,13.29,15.95,12.51,8.75,52.44,40.24,"1,192"
9295,岩代,148,213,97,45.54,33,128,52,282,59,8,14,2,0,16,0,41,12.74,9.43,4.72,12.26,9.43,17.92,15.09,8.49,9.91,50,50,100
9296,切目,168,482,235,48.76,63,286,140,413,160,25,16,5,"25,434",30,2,0,7.16,9.41,6.54,10.43,11.45,15.34,18.4,11.86,9.41,0,40,156
9297,印南,306,745,337,45.23,116,398,231,897,264,59,22,17,"177,526",74,4,103,10.32,9.65,6.84,12.33,10.99,11.26,15.15,12.87,10.59,52.94,41.18,465
9298,稲原,188,226,105,46.46,31,137,56,125,74,10,14,2,0,10,1,0,10.27,8.93,6.25,13.39,11.16,15.18,14.29,11.16,9.38,0,50,22
9299,和佐,156,448,210,46.88,66,241,142,463,140,28,20,5,"1,568",36,1,72,7.56,10.67,5.78,11.78,11.78,14.67,12.67,12.44,12.67,40,40,203
9300,道成寺,206,889,432,48.59,133,530,220,"1,059",356,94,26,19,"40,520",62,6,167,10.76,8.61,9.63,13.7,12.34,12.68,14.95,10.87,6.46,31.58,47.37,474
9301,御坊,"3,398",822,401,48.78,107,482,220,"1,717",341,101,30,17,"72,366",94,7,692,8.66,9.16,8.91,12.38,13.61,12.25,14.85,12.5,7.67,70.59,29.41,652
9302,紀伊内原,432,767,352,45.89,139,440,185,702,275,40,15,14,"111,222",63,6,17,10.98,11.37,5.88,15.29,13.2,11.24,13.2,12.16,6.67,28.57,35.71,357
9303,紀伊由良,742,428,206,48.13,62,241,131,389,154,33,21,6,"54,975",37,2,0,8.51,9.43,8.74,10.34,10.8,14.48,15.63,12.87,9.2,0,50,180
9304,広川ビーチ,414,334,154,46.11,53,203,78,201,95,14,15,3,"1,343",8,0,0,10.12,12.8,7.74,13.39,11.31,13.1,12.2,9.23,10.12,66.67,33.33,28
9305,湯浅,"2,396","2,932","1,342",45.77,287,"1,622","1,024","3,494","1,248",386,31,129,"195,730",361,25,650,6.07,7.53,7.64,9.82,10.09,14.15,18.17,16.02,10.5,43.41,50.39,"1,329"
9306,藤並,"2,668","1,044",507,48.56,200,654,176,"1,137",363,70,19,31,"518,068",113,11,0,13.22,11.08,10.11,16.23,12.93,12.34,11.18,8.16,4.76,29.03,32.26,757
9307,紀伊宮原,"1,210","1,166",556,47.68,158,704,304,"1,355",412,72,17,32,"219,078",104,4,277,8.23,11.06,7.98,11.41,12.86,15.27,13.81,12.69,6.69,53.13,31.25,542
9308,箕島,"3,330","1,710",804,47.02,197,939,573,"3,832",688,193,28,104,"495,303",339,19,"1,170",6.78,9.01,7.25,10.58,11.52,12.46,18.25,14.27,9.88,56.73,37.5,"1,890"
9309,初島,806,"1,613",764,47.37,177,923,513,"1,844",560,108,19,33,"82,049",148,4,211,6.2,9.42,8,9.49,13.21,13.14,16.37,15.56,8.62,24.24,60.61,773
9310,下津,926,964,449,46.58,96,524,342,"1,073",379,98,26,34,"87,687",136,12,39,6.44,7.48,7.37,10.28,11.21,13.29,16.2,17.45,10.28,44.12,52.94,558
9311,加茂郷,"1,632","1,455",670,46.05,153,871,430,"1,652",555,136,25,49,"275,649",169,9,244,5.77,9.35,8.52,11.62,12.3,12.78,18.97,12.85,7.84,46.94,38.78,749
9312,冷水浦,166,445,204,45.84,32,227,187,521,192,59,31,4,"4,347",27,0,14,2.48,6.76,7.66,8.56,8.78,15.77,16.44,19.14,14.41,50,50,244
9313,海南,"5,912","3,740","1,703",45.53,370,"2,037","1,305","4,639","1,655",534,32,109,"661,998",469,40,227,6.38,6.97,7.11,11.42,10.88,12.68,17.5,15.64,11.42,54.13,41.28,"2,527"
9314,黒江,"5,096","2,367","1,107",46.77,281,"1,423",652,"2,660",980,254,26,16,"78,323",110,4,956,7.86,8.2,9.21,13.67,11.93,12.53,16.77,13.55,6.28,37.5,50,703
9315,紀三井寺,"4,024","1,950",901,46.21,219,"1,142",542,"2,964",903,362,40,33,"376,732",116,10,366,7.2,8.51,12.03,12.14,11.77,11.56,16.24,12.66,7.88,42.42,39.39,"1,818"
9316,宮前,"2,770","4,622","2,172",46.99,563,"2,677","1,328","4,813","2,076",815,39,44,"547,513",206,12,749,7.69,8.85,9.07,12.05,13.18,12.42,14.98,13.67,8.1,40.91,40.91,"2,126"
9317,和歌山,"37,964","4,198","1,916",45.64,436,"2,546","1,005","10,309","2,153","1,040",48,240,"4,319,195",883,101,440,6.77,7.72,9.4,13.46,15.57,13.89,14.87,11.11,7.22,68.33,30,"8,444"
9318,紀和,190,"4,075","1,863",45.72,326,"2,277","1,380","3,757","2,008",863,43,82,"438,796",323,20,188,4.9,7.03,8.79,10.27,12.66,12.79,16.96,16.18,10.42,62.2,31.71,"1,686"
9319,和歌山市,"3,692","2,987","1,373",45.97,280,"1,766",872,"4,823","1,403",593,42,103,"896,048",489,40,105,5.86,7.54,8.5,11.79,13.47,14.46,15.22,13.3,9.87,62.14,33.01,"3,605"
9320,隅田,400,604,287,47.52,59,342,199,559,225,51,23,7,"137,789",35,2,0,5.17,9.67,9,9,10.5,15.5,18,15.5,7.67,42.86,28.57,273
9321,下兵庫,274,"1,007",484,48.06,117,616,271,873,388,102,26,18,"125,236",50,5,0,7.26,10.25,9.95,11.04,13.13,12.84,16.42,12.54,6.57,55.56,33.33,392
9322,橋本,"5,142","2,040",945,46.32,181,"1,114",737,"2,361",860,262,30,59,"131,032",189,14,410,5.27,8.07,8.91,8.52,11.18,13.29,17.63,15.95,11.18,54.24,42.37,917
9323,紀伊山田,"1,342","2,317","1,076",46.44,301,"1,449",547,"1,323",937,272,29,18,"201,127",97,8,0,7.62,10.84,10.24,12.54,12.76,13.72,15.42,10.71,6.14,50,33.33,390
9324,高野口,"1,600","2,258","1,006",44.55,239,"1,245",769,"1,910",912,256,28,38,"160,990",175,8,24,5.33,10.26,6.93,9.55,10.97,13.46,17.73,15.99,9.77,57.89,36.84,818
9325,中飯降,686,"1,058",494,46.69,141,629,288,"1,170",367,65,18,13,"85,037",44,4,230,9.44,9.16,10.2,10.86,12.37,12.28,16.15,13.31,6.23,53.85,46.15,499
9326,妙寺,806,"1,623",750,46.21,190,952,478,"1,489",621,151,24,39,"86,488",121,6,66,7.22,9.75,8.09,10.74,13.64,12.59,15.93,13.83,8.21,51.28,41.03,670
9327,大谷,230,679,331,48.75,91,410,178,482,228,43,19,9,"74,300",25,3,47,8.14,12.13,9.17,11.83,12.43,12.43,14.05,12.43,7.4,44.44,44.44,161
9328,笠田,"1,588","1,371",628,45.81,145,767,458,"2,288",490,103,21,30,"107,334",117,9,998,6.21,9.5,9.42,8.18,10.96,13.59,17.68,14.54,9.93,63.33,30,618
9329,西笠田,106,352,139,39.49,21,136,161,352,144,45,31,4,"55,246",10,1,0,5.05,3.47,7.89,4.42,9.46,10.41,19.56,24.92,14.83,25,25,94
9330,名手,"1,104","1,581",750,47.44,162,902,517,"2,022",608,154,25,64,"218,845",187,12,302,5.82,9.43,8.61,9.94,11.39,13.29,16.2,15.82,9.49,53.13,35.94,"1,003"
9331,粉河,"2,132","1,257",577,45.9,125,687,445,"3,113",500,136,27,60,"337,131",162,11,"1,224",5.09,9.71,7.16,8.59,12.01,12.81,16.87,15.91,11.85,56.67,35,"1,275"
9332,紀伊長田,258,646,303,46.9,81,394,170,525,218,33,15,9,"23,518",25,2,77,6.19,12.38,7.74,9.13,14.4,13.31,17.65,10.22,8.98,44.44,33.33,141
9333,打田,"1,184","1,688",781,46.27,220,"1,031",423,"2,211",683,207,30,42,"261,133",139,11,251,8.73,9.62,9.86,13.33,12.55,12.55,15.54,11.24,6.58,52.38,40.48,"1,283"
9334,下井阪,894,948,482,50.84,147,618,168,852,395,131,33,14,"296,263",47,5,0,12.34,8.58,13.73,19.42,10.73,10.84,11.59,6.87,5.9,57.14,28.57,509
9335,岩出,"3,996","2,252","1,061",47.11,268,"1,340",575,"2,420",975,333,34,40,"263,479",137,7,354,7.74,8.56,10.44,14.15,12.64,12.64,13.55,12.09,8.2,55,30,"1,061"
9336,船戸,508,752,358,47.61,59,435,234,914,307,67,22,6,"6,091",24,2,112,4.95,6.88,9.9,8.12,10.18,16.64,20.5,13.62,9.22,50,66.67,418
9337,紀伊小倉,"1,422","1,808",876,48.45,197,"1,066",544,"1,539",593,91,15,9,"148,244",44,2,390,6.25,9.19,7.91,10.13,12.62,14,19.76,13.12,7.03,22.22,66.67,314
9338,布施屋,678,"1,843",849,46.07,307,"1,180",337,"1,049",718,188,26,5,"5,247",32,0,120,11.04,11.75,10.16,16.31,15.65,10.38,12.08,8.13,4.5,40,60,324
9339,千旦,406,"1,262",560,44.37,205,789,259,955,524,144,27,13,"73,970",43,1,12,11.17,9.66,10.38,15.96,11.73,11.09,16.6,9.74,3.67,46.15,38.46,440
9340,田井ノ瀬,596,"1,145",560,48.91,140,705,285,"1,414",482,145,30,4,"1,085",65,5,232,7.96,8.23,8.5,16.37,10.44,13.27,18.5,10.35,6.37,0,100,726
9341,和歌山,"38,360","4,198","1,916",45.64,436,"2,546","1,005","10,309","2,153","1,040",48,240,"4,319,195",883,101,440,6.77,7.72,9.4,13.46,15.57,13.89,14.87,11.11,7.22,68.33,30,"8,444"
9342,紀伊,"8,176","1,567",715,45.63,191,890,469,"1,847",595,186,31,16,"80,925",82,4,556,8.06,8.06,9.54,13.22,11.86,12.38,14.12,10.57,12.19,25,62.5,567
9343,六十谷,"7,306","3,733","1,790",47.95,396,"2,273","1,023","3,850","1,656",605,37,36,"108,198",213,13,"1,183",7.1,7.69,10.11,13.49,12.11,12.98,17.04,12.57,6.91,41.67,47.22,"1,065"
9344,紀伊中ノ島,780,"4,144","1,951",47.08,535,"2,419","1,133","3,984","1,817",633,35,42,"364,518",202,7,378,8.95,8.44,8.59,13.33,13.77,11.35,14.77,13.53,7.27,45.24,47.62,"1,793"
9345,和歌山,"38,360","4,198","1,916",45.64,436,"2,546","1,005","10,309","2,153","1,040",48,240,"4,319,195",883,101,440,6.77,7.72,9.4,13.46,15.57,13.89,14.87,11.11,7.22,68.33,30,"8,444"
9346,紀ノ川,"2,953","4,970","2,351",47.3,567,"3,144","1,172","3,751","2,197",747,34,34,"115,421",163,14,749,7.31,8.91,10.57,13.78,12.78,13.41,17.53,10.61,5.12,38.24,50,"1,001"
9347,和歌山市,"17,732","2,742","1,260",45.95,263,"1,621",800,"4,046","1,277",524,41,85,"814,865",414,35,66,5.96,7.71,8.61,11.81,13.49,14.34,15.05,13.41,9.61,61.18,32.94,"2,951"
9348,和歌山市,"17,732","2,742","1,260",45.95,263,"1,621",800,"4,046","1,277",524,41,85,"814,865",414,35,66,5.96,7.71,8.61,11.81,13.49,14.34,15.05,13.41,9.61,61.18,32.94,"2,951"
9352,和歌山港,430,487,223,45.79,61,278,150,834,208,65,31,5,"41,273",65,6,0,6.49,10.34,6.29,11.76,13.79,12.37,16.43,14.81,7.71,0,20,631
9354,紀ノ川,"2,953","4,970","2,351",47.3,567,"3,144","1,172","3,751","2,197",747,34,34,"115,421",163,14,749,7.31,8.91,10.57,13.78,12.78,13.41,17.53,10.61,5.12,38.24,50,"1,001"
9355,東松江,"1,042","4,717","2,259",47.89,618,"2,915","1,144","2,715","1,982",616,31,22,"145,161",129,8,20,8.14,10.39,10.58,12.72,12.25,12.72,15.6,11.33,6.26,36.36,45.45,740
9356,中松江,960,"4,905","2,384",48.6,582,"3,016","1,276","4,113","2,121",724,34,33,"77,989",228,18,550,7.44,8.35,12.61,12.8,11.28,11.85,17.12,10.77,7.77,48.48,42.42,"1,427"
9357,八幡前,"1,685","4,318","2,074",48.03,461,"2,660","1,135","3,616","1,832",587,32,64,"535,679",214,21,272,6.81,8.22,10.95,12.81,11.68,12.41,19.48,11.16,6.48,45.31,46.88,"1,401"
9358,西ノ庄,717,"3,570","1,703",47.7,432,"2,175",932,"2,214","1,481",431,29,22,"125,659",78,2,0,7.74,8.14,9.97,12.49,11.59,14.13,18.9,10.6,6.44,54.55,36.36,579
9359,二里ケ浜,394,"2,165","1,006",46.47,250,"1,278",618,"1,565",876,232,26,10,"21,067",44,0,373,7.63,7.63,9.21,12.7,10.98,13.59,17.92,12.42,7.91,50,40,219
9360,磯ノ浦,111,924,443,47.94,129,497,295,560,341,83,24,3,0,19,0,18,8.03,10.2,7.81,10.2,14.53,9.22,16.92,12.26,10.85,66.67,33.33,109
9361,加太,688,"1,068",489,45.79,87,563,417,962,452,123,27,11,"25,682",49,2,183,4.4,6.27,7.3,8.15,10.58,13.95,21.44,16.76,11.14,36.36,45.45,164
9362,和歌山,"5,251","4,304","1,978",45.96,473,"2,629",991,"10,153","2,201","1,058",48,231,"4,089,107",826,90,503,7.25,7.96,9.36,13.83,15.93,13.68,14.58,10.75,6.67,67.97,30.3,"8,173"
9363,田中口,167,"5,286","2,480",46.92,576,"3,198","1,292","7,875","2,611","1,165",45,128,"1,275,449",541,52,"1,267",7.14,8.5,9.35,13.52,15.27,12.94,14.98,11.8,6.49,64.06,31.25,"4,664"
9364,日前宮,620,"4,364","2,009",46.04,546,"2,576","1,178","5,274","1,872",643,34,30,"232,326",153,9,"2,309",7.45,10.03,8.45,12.28,14.56,12.52,14.59,12.47,7.65,43.33,40,"1,183"
9365,神前,755,"2,954","1,394",47.19,379,"1,833",709,"2,858","1,154",277,24,25,"349,547",93,6,0,8.56,9,9.59,14.34,13.93,13.18,13.45,11.81,6.13,48,52,"1,692"
9366,竈山,547,"1,780",813,45.67,269,"1,041",454,"1,811",636,145,23,13,"83,805",77,4,0,11.12,7.77,8.96,16.05,12.25,10.61,13.84,9.87,9.53,46.15,46.15,"1,195"
9367,交通センター前,359,478,232,48.54,80,319,75,"1,023",144,19,13,2,372,23,1,401,12.68,10.99,11.63,14.59,15.43,12.26,11.63,7.4,3.38,50,50,473
9368,岡崎前,789,822,398,48.42,174,500,143,"1,488",246,37,15,2,"1,306",30,2,946,15.91,9.42,9.42,19.83,12.24,8.57,12,6.49,6.12,50,50,388
9369,吉礼,625,"1,881",897,47.69,266,"1,193",410,"1,197",699,146,21,12,"77,735",45,3,184,9.96,8.46,9.85,14.72,12.31,12.31,18.25,8.62,5.51,25,75,257
9370,伊太祁曽,653,814,361,44.35,94,465,248,585,278,54,19,8,"12,756",33,0,15,7.55,9.03,7.92,11.51,10.64,14.11,14.85,13.12,11.26,50,25,234
9371,山東,121,567,256,45.15,82,352,131,374,192,25,13,3,"1,150",16,0,75,10.44,8.14,8.85,15.58,10.8,14.34,14.51,9.2,8.14,33.33,33.33,76
9372,大池遊園,231,882,381,43.2,162,590,139,444,317,44,14,4,"24,273",22,2,0,10.21,17.4,12.12,11.78,15.49,11.56,11.67,6.85,2.92,50,25,91
9373,西山口,349,"1,388",654,47.12,179,866,341,830,527,82,16,10,"65,271",39,1,16,7.86,9.6,7.86,12.55,11.47,14.07,20.92,9.31,6.35,30,50,217
9374,甘露寺前,608,"1,028",481,46.79,158,641,226,"1,239",372,61,16,17,"77,197",64,4,442,9.05,11.77,7.49,14.01,14.3,12.84,15.47,9.63,5.45,47.06,47.06,358
9375,貴志,"1,415","1,658",798,48.13,246,"1,051",359,865,591,102,17,10,"7,742",49,2,0,8.77,11.73,9.55,13.54,13.48,13.54,14.27,9.07,6.05,30,40,176
9376,紀見峠,679,959,467,48.7,135,659,169,505,314,33,11,3,0,18,2,25,8.4,12.24,10.37,10.06,14.32,18.46,15.46,6.74,3.94,66.67,33.33,101
9377,林間田園都市,"9,211","2,520","1,183",46.94,418,"1,785",308,"1,795",894,144,16,12,"312,960",44,4,433,10.76,12.79,10.96,12.12,16.62,18.17,9.8,5.66,3.11,58.33,25,532
9378,御幸辻,"2,762","2,094",977,46.66,301,"1,316",462,"1,472",760,157,21,31,"140,144",107,9,165,9.57,9.52,11.25,14.18,10.53,13.37,16.35,9.23,6.01,45.16,48.39,477
9379,橋本,"8,587","2,026",938,46.3,178,"1,108",732,"2,373",855,261,31,58,"127,307",185,13,445,5.26,8.03,8.87,8.58,11.2,13.29,17.7,15.96,11.11,53.45,41.38,900
9380,紀伊清水,372,673,320,47.55,81,391,198,827,269,72,27,14,"70,602",56,2,183,8.2,9.39,8.94,13.71,10.13,13.26,14.16,13.11,9.09,42.86,50,312
9381,学文路,522,865,413,47.75,147,525,186,721,310,67,22,11,"72,180",40,2,86,10.48,12.11,8.15,13.5,15.6,11.76,12.69,9.31,6.4,27.27,54.55,255
9382,九度山,659,"1,160",532,45.86,169,636,355,"1,273",406,72,18,28,"67,028",83,2,300,8.96,9.47,7.84,12.4,10.16,13.01,15.68,13.01,9.47,46.43,42.86,419
9383,高野下,104,300,145,48.33,18,166,114,214,97,16,16,4,0,14,0,0,4.03,5.7,11.41,7.72,9.4,14.77,18.12,13.76,15.1,0,75,40
9384,下古沢,73,320,140,43.75,19,188,113,210,113,25,22,7,"1,943",9,0,8,1.25,10.28,8.41,5.61,10.59,14.64,22.74,13.4,13.08,28.57,57.14,20
9385,上古沢,25,191,96,50.26,6,103,82,137,71,11,15,1,0,7,0,0,1.05,4.21,5.26,7.89,7.37,14.21,27.37,18.95,13.68,0,100,18
9386,紀伊細川,40,40,16,40,5,26,8,18,17,6,35,0,0,0,0,0,13.16,5.26,10.53,10.53,18.42,10.53,18.42,10.53,2.63,0,0,0
9387,紀伊神谷,14,16,8,50,0,19,9,11,8,2,25,0,0,0,0,0,0,0,10.71,10.71,10.71,14.29,21.43,10.71,21.43,0,0,0
9388,極楽橋,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9389,高野山,"2,006",2,1,50,0,0,0,50,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,50,0,43
9390,御坊,206,822,401,48.78,107,482,220,"1,717",341,101,30,17,"72,366",94,7,692,8.66,9.16,8.91,12.38,13.61,12.25,14.85,12.5,7.67,70.59,29.41,652
9391,学門,55,"2,424","1,133",46.74,271,"1,386",748,"4,919","1,016",354,35,92,"582,058",346,24,"1,220",6.74,9.23,7.9,11.4,12.23,13.48,14.98,14.31,9.73,55.43,38.04,"2,589"
9392,紀伊御坊,91,"2,535","1,176",46.39,272,"1,415",828,"5,351","1,067",370,35,120,"671,858",424,29,825,6.72,8.19,7.67,11.41,11.85,12.92,15.67,15.35,10.22,55,39.17,"3,290"
9393,市役所前,21,"2,460","1,133",46.06,264,"1,346",842,"4,071","1,016",299,29,116,"372,682",398,23,365,6.81,7.38,7.38,10.81,11.38,13.25,16.8,16.03,10.15,56.9,37.07,"2,492"
9394,西御坊,77,"2,422","1,115",46.04,254,"1,310",853,"2,865",991,282,28,94,"307,494",328,19,36,6.49,7.82,6.87,10.17,11.08,13.52,17.41,16,10.63,53.19,37.23,"1,633"
