駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
8933,西御料,372,"1,048",488,46.56,256,645,149,511,363,53,15,0,0,4,0,115,13.31,17.3,3.99,15.11,17.97,11.6,10.65,6.27,3.8,0,0,37
8934,西瑞穂,14,84,39,46.43,2,40,41,120,34,9,26,0,0,2,0,0,1.18,3.53,9.41,7.06,8.24,15.29,16.47,24.71,14.12,0,0,54
8935,西神楽,154,992,462,46.57,100,527,365,800,412,91,22,7,"10,148",41,1,53,6.66,6.26,5.65,10.8,10.19,14.33,20.08,14.43,11.6,28.57,57.14,226
8936,西聖和,30,49,23,46.94,6,20,22,40,20,5,25,0,0,0,0,0,4.26,8.51,4.26,12.77,2.13,14.89,17.02,21.28,14.89,0,0,5
8937,千代ケ岡,40,225,108,48,11,108,111,288,103,28,27,2,0,16,0,35,2.61,6.96,3.91,5.22,8.26,12.61,22.17,23.48,14.78,0,100,107
8938,北美瑛,20,63,27,42.86,2,38,31,75,21,2,10,0,0,3,0,0,0,7.04,7.04,11.27,5.63,14.08,23.94,19.72,11.27,0,0,27
8939,美瑛,"1,036","1,734",799,46.08,207,950,581,"2,000",771,237,31,46,"630,250",178,20,26,7.71,7.3,6.67,13.97,12.31,12.19,14.32,15.3,10.24,41.3,47.83,"1,184"
8940,美馬牛,70,240,113,47.08,39,144,65,202,92,23,25,2,0,12,2,23,6.83,12.85,4.42,10.04,14.86,16.47,14.46,10.44,9.64,50,0,60
8941,上富良野,666,"1,825",854,46.79,284,"1,094",447,"1,557",753,200,27,35,"210,170",177,13,0,9.98,10.14,8.99,13.27,12.5,12.5,14.36,11.79,6.47,42.86,40,831
8942,西中,38,70,33,47.14,7,40,23,79,26,4,15,0,0,1,0,15,2.78,12.5,5.56,9.72,12.5,9.72,22.22,13.89,11.11,0,0,26
8943,中富良野,258,"1,266",589,46.52,194,745,328,"1,056",533,158,30,13,"225,945",76,3,18,10.19,9.64,8.06,13.98,12.4,12.4,12.8,12.95,7.58,46.15,46.15,494
8944,鹿討,2,28,13,46.43,4,13,12,23,9,1,11,0,0,1,0,0,6.9,6.9,0,6.9,10.34,13.79,24.14,17.24,13.79,0,0,4
8945,学田,6,40,20,50,7,30,17,20,12,2,17,0,0,0,0,0,5.66,5.66,11.32,7.55,11.32,15.09,22.64,13.21,7.55,0,0,0
8946,富良野,"1,392","2,839","1,270",44.73,305,"1,728",806,"3,362","1,277",494,39,74,"641,196",326,31,253,6.94,8.07,10.04,12.93,11.95,14.02,13.81,12.37,9.87,56.76,35.14,"2,035"
8947,旭川,"14,804","1,564",676,43.22,142,934,462,"9,131",900,509,57,176,"3,389,721",936,101,11,6.12,5.6,10.61,12.49,12.75,13.53,16.59,12.69,9.63,73.86,23.3,"8,621"
8948,旭川四条,76,"4,002","1,856",46.38,334,"2,433","1,193","5,667","2,217","1,195",54,124,"1,320,929",575,37,92,5.96,5.63,9.35,12.68,12.35,14.6,16.72,12.68,10.03,52.42,41.13,"3,957"
8949,新旭川,148,"1,975",919,46.53,250,"1,221",491,"2,451",942,357,38,20,"641,449",125,11,97,8.92,8.11,8.57,15.5,14.02,13,12.49,12.54,6.83,35,30,"1,558"
8950,永山,940,"2,036",994,48.82,199,"1,262",567,"2,731","1,022",481,47,24,"223,307",171,18,0,6.12,8.14,11.69,13.12,11.4,13.32,15.74,11.45,9.03,37.5,37.5,"1,911"
8951,北永山,136,74,35,47.3,4,39,32,57,28,5,18,0,0,1,0,1,2.74,5.48,5.48,8.22,8.22,13.7,23.29,12.33,20.55,0,0,1
8952,南比布,8,49,24,48.98,5,33,24,50,17,2,12,0,0,1,1,0,3.33,6.67,6.67,5,11.67,15,16.67,30,5,0,0,16
8953,比布,186,670,315,47.01,76,347,247,583,295,92,31,19,"112,098",56,3,0,7.17,7.17,7.32,10.61,9.27,13.75,15.1,16.44,13.15,47.37,42.11,270
8955,蘭留,2,70,33,47.14,9,50,41,85,31,16,52,1,0,7,1,17,7,5,6,9,16,9,14,20,14,0,100,22
8956,塩狩,6,5,2,40,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8957,和寒,164,807,368,45.6,80,404,324,"1,045",359,111,31,31,"151,689",107,5,118,5.93,7.28,5.43,9.26,10.12,12.72,20,16.54,12.72,61.29,32.26,553
8958,東六線,5,26,13,50,1,13,9,27,8,0,0,0,0,0,0,0,4.35,4.35,4.35,13.04,13.04,21.74,17.39,13.04,8.7,0,0,0
8959,剣淵,216,540,244,45.19,48,290,209,749,247,88,36,16,"82,103",81,3,17,5.31,6.41,8.97,9.52,6.78,15.75,17.22,16.3,13.74,37.5,43.75,458
8960,北剣淵,2,11,6,54.55,3,10,6,7,3,0,0,0,0,0,0,0,5.88,17.65,5.88,11.76,23.53,0,17.65,11.76,5.88,0,0,0
8961,士別,688,"2,026",934,46.1,248,"1,200",578,"2,106",916,299,33,47,"249,311",223,24,169,8.09,7.7,7.6,12.64,12.78,14.22,15.35,13.72,7.9,59.57,29.79,"1,087"
8962,下士別,7,59,28,47.46,7,35,28,65,21,5,24,2,"44,418",4,0,7,5.8,7.25,5.8,8.7,5.8,21.74,18.84,18.84,7.25,50,50,17
8963,多寄,18,194,95,48.97,10,99,82,195,89,36,40,2,0,22,0,2,1.58,7.89,3.16,7.37,8.42,20,18.42,16.84,16.32,50,0,79
8964,瑞穂,4,13,8,61.54,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8965,風連,42,854,385,45.08,113,455,288,"1,050",358,101,28,19,"164,176",94,4,64,7.23,9.33,5.95,10.15,11.9,14.47,15.75,15.29,9.92,52.63,31.58,592
8966,東風連,2,36,19,52.78,0,15,15,32,12,1,8,0,0,0,0,0,0,3.33,10,3.33,16.67,10,13.33,33.33,10,0,0,3
8967,名寄,882,"1,944",947,48.71,241,"1,211",493,"2,736",927,375,40,64,"636,270",294,21,153,8.58,7.29,10.32,15.2,11.92,12.58,14.69,12.07,7.34,54.69,35.94,"1,846"
8970,北星,2,3,2,66.67,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8971,智恵文,10,43,22,51.16,6,18,21,54,21,11,52,1,0,1,0,0,10.87,4.35,8.7,8.7,8.7,8.7,13.04,26.09,10.87,0,100,7
8972,智北,4,17,9,52.94,0,15,6,23,9,9,100,0,0,0,0,0,0,4.35,13.04,26.09,8.7,17.39,4.35,17.39,8.7,0,0,0
8973,南美深,3,16,7,43.75,2,10,9,7,6,0,0,0,0,0,0,0,0,9.52,9.52,0,19.05,19.05,0,28.57,14.29,0,0,0
8974,美深,222,"1,224",596,48.69,123,632,469,"1,251",551,183,33,38,"274,377",124,9,3,4.49,9.39,4.49,9.31,10.45,14.45,17.31,19.1,11.02,63.16,31.58,742
8975,初野,10,25,15,60,2,14,7,18,8,2,25,0,0,0,0,0,4.76,9.52,0,14.29,4.76,19.05,23.81,14.29,9.52,0,0,0
8976,紋穂内,2,14,7,50,1,5,3,13,5,2,40,0,0,0,0,0,0,12.5,0,0,25,25,12.5,25,0,0,0,0
8977,恩根内,6,43,23,53.49,3,22,23,52,20,6,30,2,"2,295",3,0,5,1.92,9.62,5.77,11.54,7.69,9.62,17.31,23.08,13.46,50,50,11
8978,豊清水,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,天塩川温泉,11,5,4,80,0,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8980,咲来,2,47,27,57.45,0,27,27,57,30,18,60,0,0,1,0,0,0,5.56,1.85,0,16.67,16.67,14.81,25.93,18.52,0,0,3
8981,音威子府,90,416,224,53.85,24,281,113,522,206,59,29,8,"26,531",42,4,126,3.32,16.35,6.64,8.06,9.24,22.99,11.14,15.4,6.87,25,50,239
8983,佐久,13,101,52,51.49,1,42,58,124,56,15,27,4,"2,631",14,0,0,0,1.96,1.96,5.88,9.8,11.76,24.51,33.33,10.78,50,50,45
8984,天塩中川,6,569,283,49.74,59,321,189,632,288,109,38,14,"44,902",73,2,0,7.57,4.75,5.28,11.27,12.32,15.67,18.66,15.85,8.63,71.43,7.14,420
8986,歌内,1,4,2,50,0,7,3,3,2,2,100,1,0,1,0,0,0,0,9.09,0,18.18,18.18,27.27,9.09,18.18,0,100,1
8987,問寒別,2,112,56,50,13,77,25,142,51,18,35,3,"10,048",14,0,34,6.03,10.34,9.48,7.76,14.66,17.24,20.69,6.03,7.76,33.33,33.33,58
8990,雄信内,10,2,1,50,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,安牛,2,8,4,50,0,9,4,5,3,1,33,0,0,0,0,0,0,6.25,0,12.5,18.75,25,12.5,6.25,18.75,0,0,0
8992,南幌延,2,7,3,42.86,3,11,5,7,2,0,0,0,0,0,0,0,10,15,10,10,15,10,10,15,5,0,0,0
8993,上幌延,2,6,3,50,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,幌延,84,752,397,52.79,75,490,195,"1,044",398,188,47,24,"305,327",135,7,30,8.03,4.87,9.34,13.29,12.11,18.55,13.55,12.37,7.89,54.17,20.83,756
8997,豊富,68,"1,320",653,49.47,184,798,408,"1,241",600,208,35,25,"545,231",77,5,0,9.99,6.11,9.49,12.37,11.36,14.23,13.01,11.72,11.72,60,28,680
8998,徳満,2,8,3,37.5,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,芦川,4,5,3,60,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,兜沼,6,96,48,50,9,64,28,132,48,22,46,2,0,10,0,26,5.88,8.82,2.94,7.84,13.73,19.61,21.57,11.76,7.84,50,50,47
9001,勇知,4,78,36,46.15,8,59,20,86,39,14,36,1,0,9,1,5,6.9,3.45,10.34,11.49,11.49,21.84,13.79,9.2,11.49,0,100,29
9002,抜海,13,2,1,50,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,南稚内,162,"1,755",846,48.21,205,"1,117",434,"3,124",872,369,42,40,"638,409",318,27,377,7.52,8.37,9.51,13.44,12.53,15.55,14.81,11.9,6.38,52.5,35,"2,086"
9004,稚内,190,"1,025",476,46.44,94,599,340,"3,110",509,229,45,59,"675,161",301,36,0,5.89,5.98,7.63,11.68,10.71,15.54,19.5,15.35,7.72,57.63,37.29,"2,736"
9005,旭川,"8,860","1,564",676,43.22,142,934,462,"9,131",900,509,57,176,"3,389,721",936,101,11,6.12,5.6,10.61,12.49,12.75,13.53,16.59,12.69,9.63,73.86,23.3,"8,621"
9006,旭川四条,76,"4,003","1,859",46.44,336,"2,438","1,186","5,637","2,220","1,199",54,124,"1,311,206",572,37,81,6.01,5.6,9.46,12.7,12.37,14.61,16.66,12.59,9.99,51.61,41.13,"3,939"
9007,新旭川,74,"1,975",919,46.53,250,"1,221",491,"2,451",942,357,38,20,"641,449",125,11,97,8.92,8.11,8.57,15.5,14.02,13,12.49,12.54,6.83,35,30,"1,558"
9008,南永山,226,"2,702","1,267",46.89,319,"1,780",572,"2,479","1,230",406,33,20,"463,398",134,8,148,7.97,8.54,12.32,14.53,11.68,14.04,17,9.32,4.61,60,35,"1,340"
9009,東旭川,44,"1,818",831,45.71,168,"1,038",611,"2,259",619,147,24,7,"130,315",57,3,81,6.04,6.54,6.65,12.09,11.59,14.18,16.04,13.68,13.19,42.86,57.14,"1,244"
9010,北日ノ出,2,42,20,47.62,1,21,14,467,14,1,7,0,0,21,0,0,0,7.89,5.26,7.89,10.53,18.42,26.32,15.79,7.89,0,0,436
9011,桜岡,10,60,28,46.67,3,30,35,46,27,8,30,0,0,0,0,0,1.47,4.41,5.88,1.47,11.76,19.12,22.06,19.12,14.71,0,0,0
9012,当麻,272,"1,376",636,46.22,155,742,479,"1,500",570,163,29,29,"175,645",138,6,148,7.26,7.19,7.7,10.97,10.53,13.65,15.03,14.96,12.71,44.83,48.28,770
9013,将軍山,12,52,27,51.92,2,27,29,45,20,5,25,0,0,2,0,0,1.72,5.17,0,8.62,13.79,10.34,20.69,27.59,12.07,0,0,3
9014,伊香牛,12,78,36,46.15,8,36,39,106,35,9,26,1,0,6,0,0,7.14,2.38,4.76,4.76,15.48,9.52,16.67,21.43,17.86,100,100,46
9015,愛別,92,276,135,48.91,14,144,119,412,134,48,36,1,0,11,0,47,2.51,5.73,8.24,7.17,10.75,13.26,20.79,21.86,9.68,100,0,221
9016,中愛別,16,63,28,44.44,2,34,30,77,30,9,30,5,"19,046",10,0,0,0,6.06,1.52,7.58,15.15,13.64,22.73,28.79,4.55,40,60,24
9017,愛山,10,31,16,51.61,1,19,19,50,12,5,42,1,0,1,0,16,0,5.13,2.56,7.69,5.13,20.51,23.08,17.95,17.95,0,100,2
9018,安足間,12,109,55,50.46,7,52,55,95,57,23,40,0,0,2,0,0,3.54,3.54,2.65,6.19,10.62,17.7,13.27,30.09,12.39,0,0,7
9019,東雲,4,33,16,48.48,1,15,16,32,14,6,43,0,0,0,0,3,0,6.06,9.09,6.06,9.09,15.15,9.09,24.24,21.21,0,0,0
9020,上川,354,"1,199",539,44.95,133,603,463,"1,293",566,205,36,25,"108,753",113,10,27,6.76,7.84,5.92,8.34,9.34,13.43,17.6,20.02,10.76,44,48,679
9024,上白滝,2,30,16,53.33,7,24,12,40,11,4,36,1,0,6,0,0,9.09,9.09,2.27,9.09,20.45,6.82,18.18,20.45,4.55,0,100,24
9025,白滝,30,201,96,47.76,8,89,103,364,112,46,41,6,"28,512",34,0,32,1.51,4.02,4.02,6.03,9.55,12.56,24.62,24.12,13.57,33.33,33.33,199
9026,旧白滝,2,8,4,50,0,8,3,6,3,0,0,0,0,0,0,0,0,0,0,16.67,0,25,33.33,0,25,0,0,0
9028,丸瀬布,50,596,271,45.47,60,284,254,704,269,90,33,13,"59,278",70,3,38,6.32,6.66,4.49,9.82,8.82,11.81,20.63,18.47,12.98,53.85,30.77,390
9029,瀬戸瀬,4,57,26,45.61,5,20,31,41,27,7,26,0,0,0,0,0,7.55,7.55,1.89,5.66,13.21,5.66,9.43,28.3,20.75,0,0,0
9031,遠軽,508,"1,336",634,47.46,137,757,445,"2,544",659,283,43,70,"545,596",266,22,18,6.8,6.5,9.49,12.41,11.06,13,15.02,15.4,10.31,54.29,37.14,"1,971"
9032,安国,24,244,118,48.36,23,143,90,217,109,35,32,3,"3,524",14,1,20,5.47,7.81,7.81,8.59,10.94,16.02,15.23,18.36,9.77,0,33.33,76
9033,生野,4,15,9,60,1,11,8,14,5,1,20,0,0,0,0,0,5,0,10,20,10,10,20,5,20,0,0,1
9034,生田原,50,280,133,47.5,21,145,121,404,133,44,33,6,"18,651",37,2,0,4.53,5.92,3.48,8.71,8.36,12.54,25.09,18.82,12.54,50,33.33,258
9035,金華,1,7,5,71.43,0,2,3,13,4,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0
9036,西留辺蘂,467,991,454,45.81,101,546,346,"1,010",401,92,23,7,"39,053",42,2,262,5.35,8.78,6.16,9.89,11.6,15.14,15.44,18.37,9.28,42.86,14.29,260
9037,留辺蘂,190,909,418,45.98,65,495,349,"1,021",380,120,32,26,"183,655",106,5,0,4.29,5.38,5.93,10.22,9.67,16.15,17.25,16.81,14.29,50,42.31,559
9040,西北見,352,"2,492","1,202",48.23,355,"1,671",460,"1,524","1,000",190,19,12,"127,666",60,6,132,9.09,10.02,8.37,13.76,12.55,17.06,17.34,8.25,3.58,41.67,25,555
9041,北見,"1,562","2,757","1,273",46.17,294,"1,740",712,"6,946","1,398",633,45,97,"1,060,661",540,39,171,7.21,7.79,9.76,13.4,12.63,15.73,13.72,11.54,8.23,65.98,26.8,"5,839"
9042,柏陽,430,"2,799","1,313",46.91,414,"1,689",677,"3,258","1,437",692,48,23,"298,658",91,7,"1,042",9.42,11.36,11.22,13.81,11.87,10.61,14.49,12.05,5.18,52.17,26.09,"1,087"
9043,愛し野,512,488,244,50,84,306,105,897,185,30,16,15,"557,314",34,2,229,10.91,10.3,8.69,15.96,13.74,11.11,16.36,8.69,4.24,60,13.33,487
9044,端野,82,"1,010",477,47.23,166,619,224,699,385,74,19,12,"390,053",47,3,0,9.33,12.2,6.35,12.8,15.48,14.38,12.5,10.81,6.15,33.33,25,317
9045,緋牛内,12,91,45,49.45,4,45,50,108,42,14,33,1,0,5,0,0,2,7,4,0,15,12,20,23,17,0,100,32
9046,美幌,722,957,444,46.39,107,546,303,"1,245",414,123,30,25,"165,619",84,9,294,7.02,7.85,7.33,9.63,12.57,15.18,15.6,13.4,11.41,36,44,546
9047,西女満別,2,19,9,47.37,3,6,3,13,3,0,0,0,0,0,0,0,14.29,21.43,0,7.14,14.29,7.14,14.29,14.29,7.14,0,0,0
9048,女満別,220,669,313,46.79,72,386,214,845,297,106,36,27,"283,192",96,8,0,6.42,8.36,5.82,11.64,11.64,15.52,14.93,14.18,11.49,48.15,37.04,577
9049,呼人,22,288,135,46.88,29,157,103,374,120,46,38,3,"17,553",28,3,49,5.54,7.27,6.57,11.42,12.11,12.11,16.26,12.8,15.92,33.33,66.67,168
9050,網走,776,"1,486",740,49.8,162,"1,020",301,"1,667",827,453,55,26,"240,177",114,6,51,8.31,5.74,14.18,16.34,13.71,15.19,10.6,9.59,6.35,42.31,38.46,"1,124"
9051,桑園,"18,581","7,098","3,399",47.89,855,"4,921","1,322","9,630","3,353","1,326",40,54,"1,601,876",352,28,862,8.75,8.21,13.3,16.84,14.1,12.69,12.92,8.38,4.8,42.59,46.3,"6,581"
9052,八軒,"4,670","8,858","4,199",47.4,999,"5,865","1,978","5,761","4,043","1,419",35,38,"486,995",275,15,849,7.29,8.72,11.02,15.1,13.13,13.79,15.16,9.82,5.97,42.11,34.21,"1,842"
9053,新川,"6,228","8,256","3,896",47.19,958,"5,436","1,846","5,950","3,674","1,233",34,42,"552,250",266,19,"1,231",6.94,10.21,9.99,13.69,13.59,14.82,14.99,10.17,5.61,35.71,38.1,"1,688"
9054,新琴似,"7,476","8,979","4,002",44.57,769,"6,347","1,782","5,735","5,036","2,725",54,34,"500,079",264,21,321,6.02,6.56,16.26,16.28,13.42,12.99,14.12,8.81,5.53,44.12,47.06,"2,422"
9055,太平,"1,588","5,458","2,540",46.54,674,"3,476","1,306","3,485","2,294",587,26,22,"649,664",109,5,385,8.28,8.37,8.87,15.03,13.43,12.7,16.99,10.89,5.44,45.45,31.82,941
9056,百合が原,"1,520","5,154","2,392",46.41,789,"3,220","1,150","3,230","1,940",360,19,12,"100,981",105,3,184,10.53,8.84,8.36,16.21,13.07,11.5,16.13,8.92,6.46,25,33.33,"1,101"
9057,篠路,"5,852","5,394","2,489",46.14,728,"3,258","1,404","3,529","2,190",521,24,26,"741,061",144,10,42,8.74,9.59,8.65,12.39,13.17,12.78,16.33,12.34,6.01,30.77,53.85,"1,535"
9058,拓北,"4,836","4,870","2,286",46.94,688,"3,009","1,171","2,636","1,918",376,20,11,"124,286",60,5,99,8.95,9.78,8.69,13.35,12.69,13.56,15.86,11.3,5.83,9.09,54.55,618
9059,あいの里教育大,"7,796","3,165","1,451",45.85,400,"2,113",648,"1,907","1,301",321,25,16,"773,315",61,7,96,7.72,11.8,10.63,10.69,14.33,17.15,12.24,8.86,6.58,37.5,62.5,721
9060,あいの里公園,"3,436","1,958",944,48.21,451,"1,338",168,"1,977",657,71,11,1,0,16,1,"1,465",15.53,14.92,8.94,17.42,15.94,14.31,6.8,4.24,1.89,0,100,161
9061,石狩太美,"1,884","1,666",769,46.16,191,"1,022",452,"1,706",591,90,15,9,"27,253",64,4,563,6.37,12.19,8.05,8.17,14.65,16.34,12.91,10.09,11.23,55.56,44.44,483
9062,石狩当別,"4,814","2,304","1,152",50,184,"1,603",472,"2,347","1,290",752,58,38,"322,221",212,18,112,4.7,12.14,20.29,10.46,10.72,12.67,14.27,9.26,5.49,47.37,47.37,"1,528"
9063,北海道医療大学,"3,400",22,10,45.45,7,14,13,"2,663",5,0,0,1,0,10,3,"2,186",11.11,11.11,0,11.11,16.67,0,22.22,13.89,13.89,0,100,466
9064,石狩金沢,6,49,23,46.94,6,28,17,136,18,4,22,2,0,4,3,0,7.55,9.43,3.77,11.32,3.77,18.87,16.98,15.09,13.21,100,0,195
9065,本中小屋,8,63,31,49.21,8,39,26,125,18,0,0,1,0,3,0,0,4.05,9.46,4.05,9.46,14.86,12.16,20.27,16.22,9.46,0,100,68
9066,中小屋,6,62,33,53.23,1,80,24,82,20,4,20,1,0,3,0,0,0.97,0,18.45,10.68,7.77,33.98,11.65,10.68,5.83,0,100,17
9067,月ケ岡,14,47,26,55.32,5,29,14,38,22,11,50,0,0,1,1,0,7.84,9.8,7.84,7.84,15.69,15.69,11.76,13.73,9.8,0,0,6
9068,知来乙,4,31,19,61.29,1,22,7,28,11,2,18,1,0,0,0,0,0,6.9,13.79,0,13.79,24.14,27.59,6.9,6.9,100,0,0
9069,石狩月形,178,661,306,46.29,75,343,254,"1,379",302,98,32,21,"147,140",75,3,356,6.55,7.89,3.42,10.57,11.46,13.54,16.52,18.15,11.9,42.86,47.62,703
9070,豊ケ岡,3,6,3,50,5,8,9,4,2,2,100,0,0,0,0,0,8.33,16.67,0,4.17,8.33,8.33,33.33,8.33,12.5,0,0,0
9071,札比内,34,135,63,46.67,11,63,58,169,60,24,40,1,0,4,0,25,4.51,9.02,6.77,7.52,9.77,9.02,21.8,18.05,13.53,0,100,33
9072,晩生内,20,110,59,53.64,2,53,58,126,62,33,53,0,0,9,0,0,0,4.42,9.73,6.19,5.31,15.93,17.7,22.12,18.58,0,0,35
9073,札的,2,56,24,42.86,5,31,23,48,20,5,25,0,0,1,1,0,3.39,15.25,5.08,3.39,13.56,11.86,16.95,18.64,11.86,0,0,9
9074,浦臼,22,487,240,49.28,60,279,148,576,224,72,32,7,"38,325",36,2,99,8.04,8.45,5.98,12.99,11.34,15.05,15.26,14.85,8.04,42.86,42.86,261
9076,於札内,4,20,11,55,0,9,10,15,8,4,50,0,0,0,0,0,0,0,15.79,10.53,5.26,10.53,5.26,15.79,36.84,0,0,0
9080,新十津川,6,"1,283",569,44.35,211,661,410,"1,704",445,90,20,9,"209,434",56,4,380,10.6,10.29,5.22,11.69,13.25,10.21,12.08,12.31,14.34,66.67,11.11,719
9081,沼ノ端,879,"2,908","1,482",50.96,511,"1,921",470,"2,116","1,267",433,34,21,"341,622",111,5,314,12.13,10.1,10.92,19.4,14.09,10.72,11.44,7.31,3.89,47.62,38.1,831
9082,植苗,60,42,19,45.24,5,37,16,30,18,6,33,0,0,2,0,0,6.35,4.76,12.7,9.52,4.76,20.63,17.46,12.7,11.11,0,0,3
9083,美々,4,3,2,66.67,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
9084,南千歳,"2,810",0,0,0,0,0,0,"2,682",0,0,0,88,"449,670",93,12,0,0,0,0,0,0,0,0,0,0,93.18,6.82,"2,682"
9085,千歳,"17,062","3,914","1,900",48.54,348,"2,779",763,"5,251","2,291","1,340",58,66,"1,166,833",297,27,269,6.22,6.89,19.6,16.38,11.73,13.09,11.52,8.98,5.58,57.58,28.79,"3,722"
9086,長都,"2,296","1,778",908,51.07,305,"1,267",205,"1,340",718,190,26,5,"85,372",41,3,0,13.06,9.12,11.2,20.78,14.47,13.12,10.75,5.24,2.25,20,20,831
9087,サッポロビール庭園,338,45,22,48.89,4,33,6,409,22,12,55,3,"17,502",16,1,0,9.3,16.28,13.95,13.95,9.3,13.95,11.63,4.65,6.98,66.67,33.33,396
9088,恵庭,"14,066","4,490","2,174",48.42,599,"3,023",837,"2,422","2,132",885,42,29,"485,220",117,5,68,9.49,10.12,14.18,16.4,12.74,12,11.4,9.31,4.37,37.93,48.28,878
9089,恵み野,"7,198","2,227","1,032",46.34,201,"1,339",676,"2,376",923,224,24,27,"598,350",106,10,134,5.37,8.3,10.55,9.74,9.56,13.31,20.88,12.86,9.43,44.44,48.15,"1,302"
9090,島松,"3,922","2,509","1,196",47.67,302,"1,515",692,"1,809","1,012",264,26,19,"153,621",90,4,0,7.5,10.29,9.97,10.93,13.32,13.04,13.56,13.48,7.9,42.11,47.37,745
9091,北広島,"15,274","3,549","1,594",44.91,330,"2,239",979,"2,754","1,564",450,29,23,"349,479",127,10,13,6.06,8.68,9.39,11.67,11.58,15.28,17.81,12.54,6.99,26.09,69.57,"1,173"
9092,上野幌,"5,590","1,567",814,51.95,277,"1,189",102,"1,575",556,143,26,3,"26,352",15,1,704,11.92,9.75,15.42,23.14,16.7,12.05,7.65,2.17,1.21,33.33,66.67,368
9093,新札幌,"28,236","6,014","2,676",44.5,550,"4,048","1,417","10,452","3,018","1,204",40,190,"4,720,249",534,51,394,5.59,8.36,11.42,13.6,14.86,14.38,14.88,11.84,5.07,70.53,24.74,"7,657"
9094,平和,"5,544","4,131","1,979",47.91,494,"2,658",971,"2,960","1,757",485,28,15,"160,186",148,7,60,8.27,7.71,10.63,15.48,12.13,12.95,16.5,10.82,5.51,33.33,33.33,"1,188"
9095,白石,"15,015","9,174","4,402",47.98,"1,094","6,294","1,760","5,569","4,248","1,646",39,49,"983,910",364,21,0,8.4,8.15,13.31,16.81,12.91,13.15,13.57,8.66,5.04,40.82,46.94,"2,235"
9096,新千歳空港,"28,170",0,0,0,0,0,0,"2,987",0,0,0,49,"1,938,898",143,33,0,0,0,0,0,0,0,0,0,0,30.61,69.39,"2,987"
9097,長万部,589,"1,401",641,45.75,137,716,548,"1,493",675,225,33,39,"265,030",161,11,4,5.57,7.35,6.57,8.71,11.28,13.78,15.06,20.27,11.42,48.72,43.59,806
9099,静狩,4,107,46,42.99,7,54,49,110,57,29,51,3,"7,432",9,0,0,2.75,4.59,6.42,5.5,11.01,15.6,20.18,21.1,12.84,33.33,33.33,26
9101,礼文,4,220,104,47.27,14,117,86,224,103,35,34,5,"42,514",14,0,9,3.21,7.8,11.01,6.42,6.42,18.81,13.3,21.1,11.93,60,40,47
9102,大岸,20,164,69,42.07,9,74,82,178,74,38,51,0,0,6,0,0,4.22,6.02,10.24,7.83,6.02,8.43,19.28,16.27,21.69,0,0,60
9103,豊浦,176,780,348,44.62,76,413,292,811,310,99,32,23,"98,456",71,3,43,5.77,7.82,7.44,9.87,10.38,15.13,11.41,14.87,17.31,30.43,56.52,337
9104,洞爺,488,"1,349",609,45.14,126,721,502,"1,692",610,213,35,33,"164,135",121,5,358,6.08,6.89,6.08,10.3,9.86,13.94,18.09,16.83,11.93,48.48,42.42,630
9105,有珠,60,536,245,45.71,51,260,225,414,215,69,32,7,"39,457",27,0,57,6.9,5.6,5.6,11.38,8.77,11.01,16.79,19.4,14.55,42.86,28.57,113
9106,長和,52,747,355,47.52,94,434,225,644,332,99,30,8,"99,710",38,1,17,9.16,6.91,4.91,15.67,10.09,14.61,16.87,13.94,7.84,25,25,253
9107,伊達紋別,"1,146","2,393","1,109",46.34,262,"1,371",760,"2,295","1,092",358,33,44,"589,739",241,27,0,6.27,9.15,5.89,11.49,11.95,13.46,17.8,15.84,8.15,45.45,47.73,"1,164"
