index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
288,三河八橋,"2,707","31,882","16,635",52.18,"5,009","21,336","5,401","30,379","11,941","3,472",29.08,110,"1,530,653",756,50,"2,622",10.61,9.95,13.09,16.62,13.17,11.61,14.06,7.1,3.8,30.91,45.45,"17,940"
289,若林,"4,880","31,145","16,199",52.01,"4,937","20,802","5,231","25,109","11,406","2,850",24.99,121,"2,151,665",742,66,"3,988",10.64,10,12.38,17,13.05,11.29,15.38,7.02,3.24,34.71,48.76,"11,467"
290,竹村,"2,713","22,335","12,012",53.78,"3,321","15,010","3,858","28,465","8,812","3,212",36.45,103,"1,265,635",747,54,"2,307",9.9,9.96,14.26,16.81,13.05,10.83,14.03,7.18,3.98,35.92,37.86,"19,440"
291,土橋,"5,505","41,253","23,841",57.79,"5,530","30,457","4,817","53,457","20,087","10,698",53.26,222,"5,777,076","1,738",208,"3,630",9.19,10.29,20.46,17.26,13.22,11.1,11.19,4.86,2.44,40.09,39.64,"39,470"
292,上挙母,"3,117","37,858","19,924",52.63,"5,435","26,130","5,725","61,806","16,793","7,402",44.08,542,"10,630,389","2,617",283,"4,275",9.95,9.68,16.58,17.53,13.89,10.64,11.44,6.65,3.62,64.02,24.35,"47,230"
293,豊田市,"28,583","52,938","27,851",52.61,"7,953","36,144","8,141","64,701","22,148","8,541",38.56,670,"10,817,967","3,102",314,"8,225",10.26,10.83,14.4,17.59,14.37,10.65,11.57,6.72,3.6,64.48,25.82,"41,811"
294,梅坪,"5,121","43,188","22,549",52.21,"6,506","29,610","6,498","49,793","17,674","6,636",37.55,529,"5,944,033","2,439",236,"6,704",9.97,12.01,13.94,16.93,15.28,10.65,11.13,6.58,3.51,62.19,28.17,"31,038"
295,越戸,705,"38,469","19,677",51.15,"6,435","25,693","6,143","27,320","14,446","4,023",27.85,194,"3,034,626","1,088",112,"4,925",11.12,11.09,12.88,17,14.03,10.9,12.74,7.02,3.22,43.3,42.27,"10,847"
296,平戸橋,"1,334","31,182","15,866",50.88,"5,168","20,415","5,441","21,002","11,305","2,786",24.64,130,"1,557,285",720,55,"4,250",10.97,10.69,12.32,16.62,13.15,10.97,14.15,7.6,3.53,39.23,46.92,"7,191"
297,猿投,"3,648","29,942","15,356",51.29,"4,589","19,868","5,303","22,390","10,975","2,925",26.65,147,"1,742,315",791,61,"4,381",10.03,10.44,13,16.3,13.17,11.15,14.64,7.52,3.76,38.1,46.94,"8,993"
298,
299,
300,
301,
302,神宮前,"30,064","107,979","53,346",49.4,"11,586","69,285","25,912","143,929","50,154","21,306",42.48,"1,162","17,033,743","7,198",714,"21,590",7.09,7.95,12,14.37,13.35,12.77,14.86,10.74,6.86,54.04,38.47,"86,283"
303,豊田本町,"4,131","110,203","54,951",49.86,"12,623","70,194","26,399","118,064","49,194","19,534",39.71,999,"12,410,051","5,913",622,"12,666",7.4,8.58,11.59,13.94,13.12,12.84,15.25,10.82,6.45,52.95,40.34,"67,286"
304,道徳,"5,019","96,071","48,201",50.17,"11,124","61,245","22,872","105,975","42,320","16,464",38.9,776,"10,575,685","4,755",496,"10,123",7.42,8.87,11.68,13.55,13.11,12.97,15.43,10.83,6.14,49.48,41.75,"61,992"
305,大江,"5,155","76,587","38,781",50.64,"9,215","48,564","18,117","87,346","33,172","12,341",37.2,594,"8,776,848","3,516",353,"11,190",7.53,9.48,11.75,12.87,13.09,13.06,15.59,10.97,5.65,47.81,41.75,"48,056"
306,大同町,"11,680","42,705","22,351",52.34,"4,721","26,981","10,431","62,298","19,338","7,998",41.36,329,"4,416,703","2,464",206,"8,196",7.18,8.93,12.64,12.6,12.57,12.89,15.86,11.38,5.95,41.64,46.2,"38,334"
307,柴田,"4,368","35,434","18,582",52.44,"4,242","22,658","8,090","52,784","15,683","6,210",39.6,295,"4,502,156","2,364",172,"7,354",7.97,9.14,12.5,13.77,12.86,12.5,15.21,10.52,5.54,40,44.75,"32,690"
308,名和,"4,875","38,905","20,231",52,"5,438","25,098","8,018","43,366","16,269","5,738",35.27,259,"3,738,637","2,090",143,"3,807",9.44,9.58,12.2,15.45,13.32,11.65,13.93,9.5,4.94,41.7,43.24,"26,305"
309,聚楽園,"4,968","30,957","16,054",51.86,"5,045","19,949","5,884","33,693","12,094","3,543",29.3,195,"3,920,555","1,219",88,"4,745",11.03,10.17,11.72,16.55,13.79,10.79,12.97,9.12,3.86,42.56,45.13,"18,466"
310,新日鉄前,"1,962","31,436","16,199",51.53,"4,975","20,426","5,947","34,209","12,458","3,896",31.27,244,"5,052,766","1,384",130,"4,998",10.6,10.16,11.93,16.51,13.98,10.89,12.9,8.99,4.05,40.57,46.72,"18,434"
311,太田川,"13,784","36,591","19,297",52.74,"5,666","24,543","6,246","42,554","14,993","5,244",34.98,327,"4,440,072","1,765",168,"6,072",10.4,10.14,13.55,16.71,14.27,11.27,11.91,7.92,3.83,41.9,44.95,"24,696"
312,尾張横須賀,"4,996","31,477","16,465",52.31,"4,687","20,921","5,773","34,999","12,754","4,282",33.57,272,"2,611,320","1,394",116,"3,734",9.95,9.69,13.3,16.45,13.88,11.56,12.43,8.3,4.44,44.49,44.49,"20,995"
313,寺本,"3,287","35,317","18,235",51.63,"5,202","23,513","6,512","28,941","14,191","4,291",30.24,271,"2,320,524","1,314",124,"3,690",9.75,9.56,12.72,15.88,13.52,12.61,13.73,8.37,3.85,46.86,44.28,"13,655"
314,朝倉,"7,663","30,936","15,639",50.55,"4,706","20,451","5,724","25,480","12,024","3,202",26.63,240,"3,251,390","1,167",123,"2,851",9.85,9.97,11.55,16.13,13.56,12.69,14.19,8.2,3.87,47.92,41.25,"12,373"
315,古見,"2,807","29,297","14,742",50.32,"4,529","19,378","5,349","23,454","11,340","2,905",25.62,201,"2,659,940",957,104,"3,076",10.08,9.99,11.69,16.11,13.43,12.64,14.18,8.05,3.83,46.77,43.28,"10,805"
316,長浦,890,"17,172","8,612",50.15,"2,941","11,098","3,113","15,159","6,330","1,481",23.4,119,"1,678,984",518,49,"1,829",11.33,10.68,10.98,16.55,13.85,11.63,12.29,8.13,4.57,46.22,41.18,"7,632"
317,日長,320,"12,142","6,108",50.3,"1,919","7,622","2,591","7,950","4,535","1,151",25.38,70,"692,968",320,25,974,10.77,10.06,10.63,15.58,13.48,11.12,13.11,9.5,5.75,42.86,42.86,"2,681"
318,新舞子,"5,165","15,478","7,650",49.42,"2,292","9,653","3,502","9,588","5,728","1,412",24.65,135,"833,512",524,35,890,9.74,10.23,10.35,14.81,13.37,11.55,13.58,10.1,6.27,49.63,40,"3,196"
319,大野町,"2,819","17,345","8,458",48.76,"2,581","10,556","4,179","10,748","6,254","1,402",22.42,123,"512,884",572,32,"1,283",10.41,9.29,9.67,15.54,12.72,10.66,14.46,10.47,6.79,50.41,37.4,"3,457"
320,西ノ口,728,"15,668","7,695",49.11,"2,309","9,513","3,813","10,157","5,590","1,186",21.22,120,"407,118",529,29,"1,489",10.2,9.15,9.71,15.21,12.23,11.22,14.99,10.54,6.74,50.83,35.83,"3,165"
321,蒲池,977,"16,487","8,266",50.14,"2,620","10,530","3,306","11,020","6,261","1,697",27.1,80,"317,112",455,28,"2,662",11.25,9.31,12.17,16.44,12.43,11.07,13.52,9.12,4.69,45,40,"3,357"
322,榎戸,"1,400","18,322","9,074",49.53,"2,727","11,986","3,480","13,715","7,640","2,813",36.82,139,"951,419",707,58,"2,009",10.02,9.48,15.24,15.77,12.72,11.08,12.32,9,4.39,48.92,36.69,"6,505"
323,多屋,856,"20,921","10,316",49.31,"2,923","13,628","4,224","17,773","8,827","3,296",37.34,228,"1,631,957","1,046",85,"2,177",9.23,9.43,15.28,15.19,12.58,11.29,12.55,9.62,4.82,53.51,35.96,"9,576"
324,常滑,"10,202","23,828","11,719",49.18,"3,311","15,184","5,165","19,843","9,923","3,611",36.39,257,"2,003,060","1,244",91,"1,875",9.28,9.29,14.74,14.94,12.51,10.98,12.36,10.54,5.35,50.58,39.3,"10,869"
325,大江,"5,155","76,587","38,781",50.64,"9,215","48,564","18,117","87,346","33,172","12,341",37.2,594,"8,776,848","3,516",353,"11,190",7.53,9.48,11.75,12.87,13.09,13.06,15.59,10.97,5.65,47.81,41.75,"48,056"
326,東名古屋港,"7,263","50,045","25,402",50.76,"5,892","32,209","11,548","67,355","21,897","8,394",38.33,449,"5,212,423","2,494",276,"9,414",7.5,9.48,12.42,12.75,13.32,13.31,14.81,10.73,5.68,46.99,46.1,"39,812"
327,太田川,"13,784","36,591","19,297",52.74,"5,666","24,543","6,246","42,554","14,993","5,244",34.98,327,"4,440,072","1,765",168,"6,072",10.4,10.14,13.55,16.71,14.27,11.27,11.91,7.92,3.83,41.9,44.95,"24,696"
328,高横須賀,"2,731","37,062","19,364",52.25,"5,602","24,791","6,538","33,577","14,869","4,864",32.71,307,"3,639,269","1,575",151,"4,492",10.14,9.86,13.21,16.46,14.12,11.68,12.4,8.07,4.05,43.32,43,"17,275"
329,南加木屋,"7,204","32,347","16,250",50.24,"4,945","20,593","6,781","20,418","11,691","2,418",20.68,144,"1,394,457",704,64,"4,113",9.99,10.23,10.42,14.81,13.34,12.27,15.02,9.29,4.64,40.28,43.06,"5,600"
330,八幡新田,"2,166","36,499","18,253",50.01,"5,342","23,295","7,814","21,108","13,349","2,644",19.81,163,"1,624,814",732,65,"3,410",9.31,10.45,10.71,14.19,12.93,12.57,15.77,9.71,4.36,42.94,43.56,"5,123"
331,巽ケ丘,"6,601","30,623","15,238",49.76,"4,179","19,903","6,496","16,983","10,884","1,953",17.94,131,"1,487,435",520,46,"2,462",8.44,10.55,11.44,13.06,12.63,13.68,16.1,9.5,4.59,38.93,44.27,"3,886"
332,白沢,551,"26,760","13,171",49.22,"3,562","17,407","5,762","15,897","9,305","1,515",16.28,131,"1,310,500",520,51,"2,792",8.23,10.43,11.4,12.79,12.35,14.07,16.21,9.46,5.06,37.4,45.8,"3,707"
333,坂部,643,"17,961","8,793",48.96,"2,414","11,294","4,261","13,205","5,990",906,15.13,114,"1,449,416",502,45,"2,023",9.2,8.69,10.8,13.85,11.66,12.93,16.3,10.47,6.1,39.47,43.86,"4,598"
334,阿久比,"5,105","16,833","8,283",49.21,"2,565","10,501","3,755","13,828","5,692",959,16.85,134,"2,459,727",522,46,"2,624",10.29,9.42,11.07,15.05,12.4,11.54,14.6,10.27,5.36,45.52,42.54,"5,155"
335,
336,植大,"1,194","32,126","15,987",49.76,"4,878","20,584","6,625","28,184","11,671","2,747",23.54,272,"4,932,571","1,207",107,"5,583",9.71,10.59,11.87,14.48,13.62,11.73,13.48,9.31,5.22,47.06,38.6,"11,472"
337,半田口,788,"42,421","20,987",49.47,"6,321","27,182","8,763","39,869","16,022","4,170",26.03,495,"7,500,089","2,033",205,"6,731",9.54,10.55,11.57,14.59,14.13,11.57,13.44,9.43,5.17,52.53,36.77,"18,669"
338,住吉町,"5,645","49,268","24,370",49.46,"7,292","31,855","9,914","48,436","19,155","5,336",27.86,579,"7,284,523","2,539",256,"8,182",9.52,10.58,11.54,14.86,14.39,11.76,13.02,9.13,5.2,50.78,36.79,"23,757"
339,知多半田,"11,263","53,405","26,568",49.75,"8,030","34,925","10,187","53,824","21,104","6,235",29.54,637,"8,896,457","2,858",280,"7,790",9.81,10.59,11.81,15.25,14.66,11.77,12.56,8.65,4.9,51.02,35.64,"28,494"
340,成岩,"2,325","50,865","25,297",49.73,"7,900","33,441","9,232","54,137","20,197","6,105",30.23,618,"8,570,486","2,774",289,"7,714",10.25,10.56,11.73,15.83,14.98,11.64,12.26,8.29,4.45,50.65,36.08,"29,950"
341,青山,"6,006","48,628","24,370",50.12,"7,815","32,074","8,489","40,867","19,055","5,546",29.11,458,"7,347,883","2,017",203,"4,552",10.59,10.67,11.71,16.27,14.89,11.37,12.74,7.89,3.88,47.16,37.12,"20,849"
342,上ゲ,485,"37,147","18,933",50.97,"5,866","24,090","7,098","31,447","14,185","3,751",26.44,272,"5,047,618","1,355",120,"4,017",10.39,10.31,11.25,15.84,13.87,11.25,14.86,8.27,3.95,44.12,38.24,"15,329"
343,知多武豊,"5,774","30,998","16,014",51.66,"4,770","20,067","6,072","26,205","12,162","3,614",29.72,203,"2,587,609","1,095",90,"3,584",10.15,10.28,11.42,15.39,13.92,11.42,14.75,8.47,4.19,43.35,40.89,"12,352"
344,富貴,"1,904","12,181","6,261",51.4,"1,794","7,871","2,484","10,482","4,867","1,694",34.81,58,"486,150",416,25,"1,072",9.41,10.95,12.18,13.88,13.82,11.79,14.16,8.62,5.18,46.55,41.38,"5,141"
345,
346,河和口,623,"3,910","1,914",48.95,565,"2,395",953,"2,460","1,366",258,18.89,28,"81,319",135,8,142,9.84,9.17,10.6,12.98,12.14,12.9,15.43,10.83,6.11,35.71,53.57,825
347,河和,"4,656","8,706","4,276",49.12,"1,306","5,589","1,802","7,030","3,057",665,21.75,77,"598,695",320,28,"1,069",9.25,11.97,10.95,13.57,13.28,13.05,13.12,9.45,5.35,41.56,44.16,"2,840"
348,富貴,"1,904","12,181","6,261",51.4,"1,794","7,871","2,484","10,482","4,867","1,694",34.81,58,"486,150",416,25,"1,072",9.41,10.95,12.18,13.88,13.82,11.79,14.16,8.62,5.18,46.55,41.38,"5,141"
349,上野間,655,"5,979","2,998",50.14,754,"3,942","1,263","3,277","2,192",703,32.07,37,"190,455",204,13,233,7.22,14.08,14.18,10.2,12.3,11.98,15.29,9.63,5.1,43.24,43.24,"1,010"
350,美浜緑苑,500,"6,793","3,311",48.74,741,"4,662","1,341","7,996","2,832","1,287",45.44,51,"322,810",243,16,"4,407",6,15.98,18,9.21,11.64,11.22,14.1,9.16,4.7,35.29,50.98,"1,481"
351,知多奥田,"5,692","7,830","3,828",48.89,788,"5,552","1,390","9,536","3,734","2,100",56.24,46,"309,495",272,18,"5,260",5.75,17.27,21.6,8.99,11.14,10.08,12.75,8.39,4.04,34.78,45.65,"2,085"
352,野間,696,"6,713","3,208",47.79,652,"4,504","1,488","10,247","3,166","1,799",56.82,54,"249,108",291,17,"5,441",5.99,14.84,20.1,9.27,10.22,10.05,12.61,9.46,7.46,31.48,46.3,"2,615"
353,内海,"1,632","4,537","2,197",48.42,516,"2,771","1,253","3,883","1,732",590,34.06,63,"331,345",274,20,437,6.61,11.38,12.44,9.8,11.82,12.53,14.6,12.42,8.41,44.44,41.27,"1,624"
354,須ケ口,"7,656","56,712","28,239",49.79,"8,221","36,559","11,618","46,682","22,126","6,288",28.42,377,"3,298,156","2,233",191,"5,144",10.01,8.9,11.36,17.14,13.23,11.2,14.09,9.64,4.43,45.89,44.56,"22,678"
355,甚目寺,"8,689","55,631","27,857",50.07,"8,747","36,112","10,474","41,315","21,154","5,577",26.36,309,"3,378,534","1,938",160,"5,356",10.75,9.58,10.9,17.38,13.88,10.87,14.17,8.89,3.58,44.66,43.04,"17,762"
356,七宝,"4,196","41,257","20,552",49.81,"6,497","26,425","8,163","33,417","15,017","3,277",21.82,219,"2,450,937","1,471",122,"6,602",10.54,9.94,10.19,16.58,13.81,10.9,15.21,9.27,3.55,44.75,40.64,"13,070"
357,木田,"6,441","30,028","14,730",49.05,"4,254","18,712","6,963","23,627","10,570","2,030",19.21,163,"1,415,890","1,251",106,"3,005",9.26,9.72,9.71,15.05,12.98,11.2,16.8,10.69,4.6,41.72,40.49,"9,924"
358,青塚,"3,628","24,616","11,964",48.6,"3,326","14,970","6,260","20,952","8,493","1,569",18.47,185,"1,673,959","1,085",90,"2,170",8.71,9.55,9.24,13.95,12.66,11.42,17.24,11.49,5.74,40.54,42.16,"9,377"
359,勝幡,"4,232","28,949","13,998",48.35,"3,842","17,425","7,650","22,755","9,935","1,797",18.09,209,"2,558,964","1,070",93,"2,600",8.53,9.38,8.84,13.59,12.81,11.43,17.8,11.66,5.95,39.71,43.06,"8,432"
360,藤浪,"2,861","38,888","18,955",48.74,"5,415","23,761","9,554","35,326","14,149","3,260",23.04,458,"5,182,322","1,966",175,"4,408",9.07,9.51,9.44,14.24,13.27,11.4,16.37,11.14,5.56,47.82,41.92,"16,116"
361,津島,"13,062","47,398","23,155",48.85,"6,981","29,238","10,962","40,686","17,681","4,293",24.28,522,"5,235,095","2,178",194,"6,468",9.34,10.29,9.37,14.78,13.63,11.35,15.42,10.63,5.19,50.19,41.38,"16,654"
362,弥富,"2,510","27,079","13,412",49.53,"4,229","17,356","5,325","21,561","9,963","2,436",24.45,230,"2,989,594","1,214",80,"2,693",10.46,10.12,11.66,16.47,13.32,10.88,13.76,9.07,4.25,49.57,42.17,"9,700"
363,
364,五ノ三,443,"14,206","6,963",49.01,"1,995","8,838","3,328","11,928","4,915",957,19.47,85,"1,391,127",625,41,"1,411",8.8,10.14,9.89,14.28,13.21,11.67,16.78,10.33,4.9,45.88,38.82,"5,437"
365,佐屋,"3,849","20,101","9,820",48.85,"3,157","12,445","4,498","16,476","6,402",865,13.51,132,"1,075,092",748,54,"2,994",9.01,12.27,8.79,13.47,14.25,11.63,15.84,10.11,4.64,34.09,50.76,"6,269"
366,日比野,"3,475","41,893","20,303",48.46,"6,425","25,723","9,599","36,700","15,068","3,449",22.89,441,"3,670,094","1,880",150,"6,652",9.29,11.35,9.16,14.31,13.97,11.24,14.67,10.59,5.41,46.03,46.71,"14,867"
367,津島,"13,062","47,398","23,155",48.85,"6,981","29,238","10,962","40,686","17,681","4,293",24.28,522,"5,235,095","2,178",194,"6,468",9.34,10.29,9.37,14.78,13.63,11.35,15.42,10.63,5.19,50.19,41.38,"16,654"
368,町方,"1,288","38,982","19,022",48.8,"5,583","23,873","9,380","33,420","14,108","3,201",22.69,432,"3,354,888","1,895",160,"4,968",9.19,9.95,9.18,14.48,13.25,11.29,16.36,10.85,5.44,49.31,40.97,"13,701"
369,六輪,"1,034","27,672","13,515",48.84,"4,135","16,946","6,565","20,776","9,161","1,468",16.02,163,"1,317,062",928,84,"3,795",9.51,10.23,8.93,14.56,13.08,11.22,16.9,10.5,5.06,36.2,44.79,"6,607"
370,渕高,"1,449","16,158","7,910",48.95,"2,393","9,989","3,765","14,417","4,885",652,13.35,98,"684,383",586,51,"2,832",9.01,10.98,9.28,14.02,13.27,11.68,15.64,10.21,5.92,37.76,44.9,"5,438"
371,丸渕,739,"14,516","7,122",49.06,"2,250","9,159","3,096","12,172","4,418",552,12.49,86,"655,300",490,43,"2,242",9.33,11.76,9.56,14.04,13.95,12,14.39,9.33,5.63,40.7,43.02,"4,710"
372,上丸渕,"1,012","15,849","7,768",49.01,"2,242","10,156","3,452","13,064","4,885",680,13.92,94,"600,121",514,49,"2,916",8.48,11.65,10.37,12.59,13.92,13.28,14.6,9.69,5.42,42.55,41.49,"4,484"
373,森上,"3,245","16,261","7,935",48.8,"2,132","10,264","3,864","14,554","5,068",743,14.66,146,"1,094,338",667,59,"2,643",8,10.65,10.34,12.53,12.68,13.38,15.93,10.64,5.84,43.15,42.47,"6,074"
374,山崎,"1,003","17,080","8,322",48.72,"2,166","10,686","4,219","14,312","5,410",827,15.29,141,"921,022",697,58,"2,394",7.74,10.27,10.21,12.42,12.6,13.26,16.31,11.47,5.72,44.68,39.72,"5,725"
375,玉野,875,"16,698","8,151",48.81,"2,150","10,177","4,339","13,275","5,354",768,14.34,130,"892,554",697,48,"1,630",7.69,10.37,9.24,12.03,13.57,12.39,16.78,12.31,5.63,49.23,36.15,"5,585"
376,萩原,"2,347","23,571","11,438",48.53,"3,028","14,176","6,280","21,602","7,793","1,305",16.75,158,"1,208,609","1,072",75,"3,088",7.71,10.34,9.07,11.94,13.56,12.18,16.48,12.53,6.19,44.3,42.41,"9,971"
377,二子,"2,440","28,758","13,913",48.38,"3,815","17,525","7,296","23,451","9,732","1,767",18.16,182,"1,719,563","1,187",102,"4,062",8.08,10.48,9.43,12.51,13.57,12.35,15.82,11.77,6,42.31,40.66,"9,142"
378,苅安賀,831,"43,237","20,933",48.41,"6,039","27,459","9,540","34,843","15,822","3,667",23.18,268,"3,255,241","1,653",176,"7,824",8.83,10.37,10.13,14.49,14.03,11.98,15.04,10.19,4.95,40.3,42.16,"12,069"
379,観音寺,"1,402","55,808","27,045",48.46,"7,867","36,097","11,513","47,245","21,772","6,059",27.83,509,"8,992,244","2,730",275,"7,253",9.06,10.08,10.59,15.43,14.49,12.03,14.12,9.55,4.66,51.47,37.52,"21,301"
