index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
380,名鉄一宮,"33,120","83,129","40,161",48.31,"12,210","53,310","16,951","78,830","33,145","9,829",29.65,"1,014","13,959,016","4,863",523,"11,359",9.61,10.09,10.43,15.37,15.05,11.78,13.22,9.63,4.82,56.41,34.71,"39,966"
381,西一宮,300,"80,943","39,130",48.34,"11,852","51,721","16,769","75,239","31,910","9,259",29.02,945,"9,760,235","4,525",440,"11,831",9.51,10.13,10.3,15.28,14.91,11.75,13.51,9.83,4.77,56.72,34.5,"36,491"
382,開明,"1,435","59,961","29,112",48.55,"9,441","38,307","11,744","44,536","21,577","4,812",22.3,318,"4,835,074","2,152",182,"6,602",10.22,10.73,10.11,15.68,14.59,11.36,14.05,9.23,4.03,42.77,37.74,"18,274"
383,奥町,"3,977","45,835","22,219",48.48,"7,060","28,486","9,889","34,923","15,745","3,042",19.32,286,"3,097,481","1,999",173,"5,029",10.02,10.57,9.56,14.89,14.43,11.17,14.36,10.2,4.78,43.71,39.16,"14,817"
384,玉ノ井,"1,462","38,967","18,911",48.53,"6,027","24,104","8,530","30,831","13,148","2,406",18.3,257,"3,269,699","1,670",128,"4,779",9.96,10.68,9.36,14.71,14.49,11.14,14.49,10.4,4.77,52.92,33.85,"12,878"
385,東枇杷島,"5,582","94,698","47,174",49.82,"9,931","60,563","22,682","99,225","44,728","20,028",44.78,886,"9,198,139","5,731",508,"14,477",7.06,7.74,13.02,14.98,13.19,12.12,14.23,11.41,6.24,47.52,43.91,"53,435"
386,下小田井,"3,243","76,623","38,317",50.01,"9,570","49,642","16,619","75,802","33,288","12,423",37.32,574,"7,653,647","4,145",328,"11,102",8.35,8.66,11.86,15.82,14,12.02,13.65,10.3,5.34,45.82,43.55,"39,764"
387,中小田井,"3,115","77,014","38,816",50.4,"10,890","51,088","14,281","69,723","33,073","11,800",35.68,484,"9,013,643","4,055",322,"8,061",9.59,9.26,11.63,17.6,15.2,11.12,12.87,8.85,3.89,47.93,39.67,"37,989"
388,上小田井,"17,041","67,372","33,923",50.35,"10,168","44,132","12,490","63,001","28,209","9,483",33.62,451,"7,368,491","3,714",297,"7,492",10.24,9.51,11.48,18.23,15.06,10.08,12.91,8.9,3.58,47.67,37.92,"34,632"
389,西春,"21,599","61,362","30,772",50.15,"9,326","39,597","12,179","50,322","24,386","7,002",28.71,420,"4,634,775","2,437",224,"8,758",10.43,9.11,11.3,17.56,13.75,10.39,14.67,9.26,3.54,47.14,38.57,"22,101"
390,徳重,"16,640","64,257","32,100",49.96,"9,698","41,116","13,229","50,460","25,337","7,033",27.76,407,"4,545,447","2,333",212,"8,621",10.19,9.38,10.89,17.17,13.71,10.36,15.03,9.44,3.84,48.16,40.79,"20,910"
391,大山寺,"1,874","66,232","32,939",49.73,"9,675","42,631","13,750","52,292","26,576","7,542",28.38,461,"4,600,797","2,546",243,"8,757",9.73,9.42,10.83,16.71,13.83,10.9,15.19,9.48,3.92,49.89,41.65,"21,426"
392,岩倉,"23,015","53,805","26,746",49.71,"7,562","34,796","11,392","43,384","21,386","5,694",26.62,362,"3,213,861","2,140",201,"5,010",9.31,9.18,10.56,16.07,13.92,11.89,15.17,9.72,4.17,47.51,41.44,"20,061"
393,石仏,"3,076","40,491","20,009",49.42,"5,857","25,767","8,829","35,188","14,904","3,275",21.97,235,"2,229,017","1,622",147,"5,881",9.35,9.86,10.13,15.15,13.66,11.92,15.59,9.82,4.52,45.96,37.87,"15,625"
394,布袋,"7,888","36,215","17,830",49.23,"5,263","22,831","8,057","32,713","12,636","2,440",19.31,238,"3,172,412","1,449",135,"3,485",9.34,10.14,9.94,14.46,13.78,11.99,15.32,10.04,4.98,43.28,36.13,"16,394"
395,江南,"24,848","56,376","27,812",49.33,"8,516","35,885","11,796","48,334","20,641","4,530",21.95,485,"5,996,942","2,455",278,"9,069",9.75,10.46,10.09,15.2,14.42,11.43,14.5,9.74,4.42,51.75,36.08,"20,079"
396,柏森,"9,557","42,243","21,082",49.91,"6,769","26,634","8,715","37,395","15,269","3,305",21.65,304,"4,876,512","1,511",171,"5,845",10.49,10.49,10.87,15.83,13.84,10.33,14.25,9.42,4.49,56.91,32.57,"17,036"
397,扶桑,"5,958","41,589","20,687",49.74,"6,543","26,118","8,811","33,778","14,989","3,119",20.81,273,"4,510,962","1,417",145,"4,648",10.38,10.01,10.73,15.75,13.62,10.62,14.6,9.7,4.6,54.95,30.4,"14,913"
398,木津用水,"1,909","38,813","19,344",49.84,"5,696","24,291","8,705","31,217","14,305","3,311",23.15,233,"2,634,316","1,285",121,"4,971",9.69,9.54,10.88,15.14,13.35,10.99,15.01,10.24,5.15,49.79,33.91,"12,827"
399,犬山口,"1,241","37,384","18,691",50,"5,124","23,289","8,838","32,770","14,415","4,014",27.85,393,"3,721,084","1,708",147,"3,350",9.01,9.21,10.73,14.7,13.43,11.23,15.22,10.59,5.88,56.23,31.81,"16,301"
400,犬山,"15,541","34,817","17,351",49.83,"4,804","21,681","8,207","29,897","13,611","3,918",28.79,391,"2,979,935","1,683",148,"3,061",9.11,9.08,10.67,14.74,13.26,11.5,15.15,10.49,6,56.01,33.5,"14,570"
401,犬山遊園,"1,447","33,321","16,394",49.2,"4,476","20,749","7,990","29,221","12,929","3,507",27.13,421,"3,668,089","1,671",152,"2,631",8.61,9.16,9.89,14.13,13.25,12.29,15.98,10.43,6.26,55.11,35.39,"14,264"
402,犬山遊園,"1,447","33,321","16,394",49.2,"4,476","20,749","7,990","29,221","12,929","3,507",27.13,421,"3,668,089","1,671",152,"2,631",8.61,9.16,9.89,14.13,13.25,12.29,15.98,10.43,6.26,55.11,35.39,"14,264"
403,
404,
405,犬山,"15,541","34,817","17,351",49.83,"4,804","21,681","8,207","29,897","13,611","3,918",28.79,391,"2,979,935","1,683",148,"3,061",9.11,9.08,10.67,14.74,13.26,11.5,15.15,10.49,6,56.01,33.5,"14,570"
406,富岡前,795,"20,452","10,110",49.43,"2,584","12,435","5,530","19,614","7,791","2,193",28.15,260,"1,987,732","1,089",90,"1,526",8.07,8.61,9.48,13.84,12.78,11.65,16.75,11.51,7.29,57.31,33.85,"10,322"
407,善師野,825,"8,368","4,161",49.73,"1,725","5,139","1,499","4,467","2,730",297,10.88,18,"30,372",149,13,"1,011",14.37,10.1,7.72,18.59,13.29,10.37,14.17,7.79,3.61,50,27.78,761
408,犬山,"15,541","34,817","17,351",49.83,"4,804","21,681","8,207","29,897","13,611","3,918",28.79,391,"2,979,935","1,683",148,"3,061",9.11,9.08,10.67,14.74,13.26,11.5,15.15,10.49,6,56.01,33.5,"14,570"
409,羽黒,"3,188","23,154","11,487",49.61,"3,004","14,377","5,703","20,274","8,364","1,792",21.43,126,"1,517,714",714,59,"2,092",8.26,9.54,10.58,13.59,12.75,11.91,16.67,11.17,5.53,41.27,38.1,"9,872"
410,楽田,"2,884","24,077","12,154",50.48,"3,702","14,965","5,353","26,344","8,796","2,174",24.72,96,"954,326",758,61,"5,398",10,10.39,10.29,15.19,13.03,10.9,15.65,9.9,4.66,39.58,46.88,"12,728"
411,田県神社前,"4,124","38,505","19,458",50.53,"6,169","24,435","7,853","35,842","14,511","3,701",25.5,154,"2,271,978","1,135",98,"7,556",10.67,9.99,10.75,16.73,13.05,10.45,15.47,9.29,3.6,38.96,44.81,"15,845"
412,味岡,"3,506","44,869","22,762",50.73,"7,015","28,988","8,802","45,825","17,316","4,716",27.23,212,"4,231,794","1,432",119,"6,986",10.48,9.86,11.28,16.87,13.43,10.66,15,8.97,3.45,37.26,44.34,"24,574"
413,小牧原,"2,546","50,795","25,684",50.56,"8,043","33,587","9,081","56,927","20,234","6,124",30.27,444,"7,873,688","2,388",207,"5,465",10.74,9.84,12.28,17.43,14.18,10.56,13.21,8.21,3.56,53.15,32.43,"35,474"
414,小牧,"9,505","55,131","27,940",50.68,"8,694","36,477","9,856","61,738","22,177","6,872",30.99,546,"9,875,704","2,767",266,"5,076",10.74,9.75,12.35,17.63,14.29,10.51,12.82,8.25,3.66,53.85,32.23,"39,204"
415,小牧口,"2,313","51,463","26,051",50.62,"8,005","33,539","9,827","57,610","20,606","6,353",30.83,505,"8,039,406","2,586",243,"5,002",10.69,9.44,12.09,17.21,14.13,10.5,13.04,8.91,3.99,54.06,33.86,"35,788"
416,間内,"1,727","40,006","20,207",50.51,"6,175","25,084","8,686","43,667","15,390","4,264",27.71,294,"3,804,053","1,735",159,"3,933",10.47,9.39,11.21,16.51,13.61,10.07,14.08,10.07,4.59,51.36,34.69,"26,103"
417,牛山,"2,081","34,920","17,569",50.31,"5,497","21,702","7,626","36,596","12,949","3,167",24.46,186,"1,922,921","1,255",109,"3,564",10.5,9.78,10.55,16.35,13.68,9.98,14.56,10.2,4.4,39.25,42.47,"21,116"
418,春日井,"2,439","53,087","26,688",50.27,"8,566","34,205","10,104","45,814","20,138","5,012",24.89,295,"4,267,781","2,312",192,"6,010",10.69,10.3,11.05,17.08,14.14,10.5,13.87,8.84,3.52,44.07,41.69,"22,765"
419,味美,"3,908","77,742","38,870",50,"11,981","49,857","15,505","61,038","31,054","8,688",27.98,503,"6,568,939","3,595",308,"8,557",10.18,10.14,10.8,16.89,14.52,10.48,13.56,9.54,3.89,49.3,40.56,"27,634"
420,味鋺,"3,880","82,421","40,978",49.72,"11,997","51,867","18,001","64,545","33,914","10,410",30.7,465,"5,645,360","3,499",292,"7,472",9.49,9.99,10.56,15.62,14.27,10.9,13.98,10.54,4.65,48.6,42.15,"29,326"
421,上飯田,"3,501","122,265","59,361",48.55,"14,327","78,235","28,276","103,488","55,760","21,936",39.34,849,"10,947,292","5,779",559,"8,312",7.81,8.3,11.5,14.86,13.59,12.61,14.66,10.9,5.75,48.06,43.93,"53,559"
422,栄町,"39,217","104,934","50,393",48.02,"7,615","66,995","20,124","454,941","64,460","42,922",66.59,"3,579","81,275,240","27,041","2,601","22,453",5.53,6.24,15.71,16.61,14.8,12.57,13.03,9.32,6.18,73.4,23.16,"407,156"
423,東大手,"3,503","107,058","51,378",47.99,"10,054","68,445","24,107","347,057","56,607","30,614",54.08,"2,475","47,293,285","20,888","1,985","20,028",6.55,6.98,12.82,15.59,14.64,12.5,13.65,10.61,6.67,66.51,29.62,"294,494"
424,清水,"2,212","120,345","57,664",47.92,"12,170","77,958","26,555","236,927","61,408","30,899",50.32,"1,753","21,460,966","14,104","1,353","19,435",7.01,7.27,12.46,15.65,14.64,12.7,13.71,10.37,6.19,60.13,34.4,"179,647"
425,尼ケ坂,"3,166","131,023","62,836",47.96,"13,536","85,626","28,274","206,413","66,638","32,973",49.48,"1,543","16,754,521","11,762","1,162","20,592",7.18,7.3,12.6,15.79,14.54,12.78,13.77,10.13,5.9,56.84,36.94,"144,755"
426,森下,"2,235","136,840","66,005",48.24,"14,371","89,651","29,538","163,979","68,737","33,096",48.15,"1,384","16,572,592","9,445",985,"22,988",7.19,7.58,12.62,15.59,14.23,12.84,14.13,10.02,5.81,54.12,39.31,"97,955"
427,大曽根,"29,371","130,508","63,559",48.7,"14,413","85,011","28,676","132,062","63,007","28,176",44.72,"1,135","14,022,280","6,958",729,"22,870",7.46,7.87,12.36,15.26,13.86,12.8,14.44,10.15,5.79,52.69,39.91,"66,720"
428,矢田,"1,062","124,153","60,658",48.86,"14,832","81,247","26,175","116,018","56,696","22,649",39.95,924,"12,336,001","5,262",532,"20,462",8.09,8.34,12.26,15.47,13.88,12.67,14.25,9.67,5.37,51.84,40.58,"55,007"
429,守山自衛隊前,"2,298","110,548","54,354",49.17,"14,234","71,967","22,942","96,792","47,930","16,978",35.42,710,"12,532,399","4,040",381,"14,475",8.7,8.81,11.73,15.59,14.11,12.23,14.05,9.49,5.28,51.97,38.17,"45,567"
430,瓢箪山,"1,021","110,756","54,468",49.18,"14,862","72,201","22,494","88,335","47,086","15,812",33.58,616,"10,256,452","3,797",335,"15,023",9.04,9.07,11.34,15.67,14.4,12.23,13.87,9.34,5.04,48.7,39.12,"36,424"
431,小幡,"11,203","107,642","52,866",49.11,"15,478","70,038","21,283","79,480","44,543","13,853",31.1,589,"9,848,044","3,540",335,"13,074",9.69,9.52,11,15.95,14.51,11.95,13.57,9.18,4.64,49.58,37.35,"30,414"
432,喜多山,"5,736","86,261","42,208",48.93,"12,662","55,272","17,695","66,924","35,450","10,832",30.56,456,"6,771,457","3,076",265,"13,751",9.77,9.86,10.52,15.68,14.56,11.54,13.76,9.41,4.89,48.03,35.09,"23,296"
433,大森・金城学院前,"12,138","74,809","36,424",48.69,"11,258","47,735","15,273","61,286","30,240","8,717",28.83,438,"6,489,921","2,947",262,"12,977",9.88,10.14,10.36,15.82,14.53,11.27,13.94,9.27,4.77,45.66,34.25,"22,325"
434,印場,"4,518","63,900","30,955",48.44,"9,568","40,501","13,414","53,058","24,959","6,354",25.46,332,"4,504,223","2,352",209,"11,450",9.77,10.04,10.12,15.74,14.08,11.01,15.24,9.24,4.74,40.96,37.65,"19,403"
435,旭前,"4,840","57,174","27,611",48.29,"8,873","35,716","12,231","44,254","21,990","5,131",23.33,283,"4,280,540","1,928",187,"8,282",10.32,9.88,9.79,15.97,13.7,10.76,15.25,9.47,4.86,39.93,40.99,"15,997"
436,尾張旭,"7,623","53,991","26,249",48.62,"8,216","34,222","11,242","41,374","20,528","4,651",22.66,304,"4,119,482","1,796",167,"7,564",9.93,10.31,9.78,15.28,14.08,11.68,14.96,9.29,4.7,48.36,37.5,"15,429"
437,三郷,"9,563","54,798","26,906",49.1,"8,022","35,195","11,213","44,243","21,041","5,099",24.23,410,"5,557,665","2,296",227,"6,738",9.51,10.26,10.12,14.99,14.19,12.31,14.76,9.28,4.57,47.8,35.85,"19,494"
438,水野,"4,364","67,263","33,036",49.11,"10,123","42,740","13,989","51,168","25,498","6,108",23.95,503,"6,710,710","2,671",257,"7,249",9.77,10.59,9.59,14.96,14.6,11.88,14.38,9.48,4.74,45.73,37.97,"22,019"
439,新瀬戸,"9,821","62,829","30,751",48.94,"9,178","39,426","13,854","49,806","23,878","5,828",24.41,476,"6,562,279","2,542",222,"7,875",9.46,10.4,9.54,14.59,14.22,11.78,14.85,9.96,5.2,45.38,39.5,"21,198"
440,瀬戸市役所前,"2,272","60,260","29,379",48.75,"8,354","37,368","14,184","49,993","23,296","5,922",25.42,577,"6,330,917","2,770",245,"7,989",8.87,10.15,9.57,14.09,13.92,11.8,15.29,10.74,5.57,48.53,40.21,"21,396"
441,尾張瀬戸,"9,090","46,538","22,474",48.29,"5,710","28,446","12,135","38,771","18,502","4,952",26.76,488,"4,763,503","2,244",171,"5,283",7.68,9.6,9.79,12.85,13.34,12.04,16.57,12.04,6.08,48.36,41.8,"16,665"
442,赤池,"6,221","59,938","29,728",49.6,"9,768","39,456","10,071","45,460","24,815","8,193",33.02,313,"6,081,521","1,913",158,"7,869",11.35,9.98,12.11,18.12,15.13,10.27,11.52,7.4,4.12,45.05,36.42,"19,057"
443,日進,"9,584","41,971","21,211",50.54,"7,105","27,231","7,484","30,218","15,721","3,761",23.92,198,"4,191,617","1,035",91,"4,185",11.1,10.95,10.62,16.34,15.55,10.54,13.41,8.1,3.38,44.95,38.38,"12,249"
444,米野木,"4,362","27,164","13,853",51,"4,403","17,936","4,699","20,721","10,281","2,666",25.93,112,"1,711,252",620,59,"3,513",10.34,11.51,11.44,15.4,15.64,10.93,13.92,7.69,3.14,42.86,44.64,"8,513"
445,黒笹,"6,383","14,898","8,061",54.11,"3,003","10,157","1,572","16,773","6,149","2,349",38.2,57,"816,769",336,33,"6,775",13.66,14.08,13.9,19.21,16.02,8.09,8.12,4.27,2.65,35.09,47.37,"6,061"
446,三好ケ丘,"8,591","27,656","15,524",56.13,"5,675","19,376","2,468","21,421","9,101","2,307",25.35,62,"844,366",375,28,"5,737",12.73,14.07,11.35,18.1,20.24,10.02,7.98,3.98,1.53,33.87,48.39,"5,683"
447,浄水,"9,143","24,391","13,980",57.32,"4,041","17,178","2,822","15,021","9,663","4,169",43.14,69,"508,234",346,35,"3,097",11.92,10.84,16.47,19.79,14.7,8.86,10.51,4.7,2.22,27.54,49.28,"4,334"
448,上豊田,"3,073","30,940","16,445",53.15,"5,191","21,305","4,119","23,976","12,452","4,690",37.66,142,"2,069,816",729,80,"5,382",11.7,12.75,14.88,18.26,13.98,9.01,11.47,5.32,2.63,31.69,45.77,"10,844"
449,梅坪,"5,121","43,188","22,549",52.21,"6,506","29,610","6,498","49,793","17,674","6,636",37.55,529,"5,944,033","2,439",236,"6,704",9.97,12.01,13.94,16.93,15.28,10.65,11.13,6.58,3.51,62.19,28.17,"31,038"
450,りんくう常滑,410,"12,545","6,004",47.86,"1,365","7,710","3,368","17,551","5,393","2,092",38.79,247,"1,779,241","1,094",98,616,6.68,8.56,14.58,12.3,11.8,11.76,14.06,12.96,7.3,53.04,40.08,"12,570"
451,中部国際空港,"20,774",1,1,100,0,0,0,"5,523",1,0,0,49,"892,251",159,11,0,0,0,0,0,0,0,0,0,0,53.06,46.94,"5,522"
452,岡崎,"8,814","70,242","35,139",50.03,"11,336","48,244","10,370","55,683","26,739","7,233",27.05,596,"11,857,661","2,602",254,"8,047",10.51,11.17,12.65,16.59,15.45,12.33,11.16,6.52,3.6,49.5,35.4,"26,712"
453,六名,"1,170","54,153","26,993",49.85,"8,024","36,660","9,222","57,033","21,646","6,723",31.06,603,"11,184,242","2,929",301,"6,162",9.62,10.35,13.17,15.98,14.84,12.15,11.87,7.63,4.39,52.24,36.15,"33,892"
454,中岡崎,"3,065","56,352","28,119",49.9,"7,669","36,799","11,605","69,070","22,880","7,429",32.47,819,"8,848,861","3,919",337,"9,429",8.92,9.51,12.03,14.87,13.94,12.47,13.39,9.3,5.56,56.9,34.8,"41,318"
455,北岡崎,"3,352","63,720","31,967",50.17,"9,118","41,882","12,367","68,181","25,174","7,619",30.27,845,"11,213,506","3,814",326,"12,791",9.45,9.93,11.84,15.31,13.99,12.38,13.35,8.75,5.01,53.49,34.32,"35,397"
456,大門,"2,246","54,260","27,625",50.91,"8,382","36,768","8,787","48,530","21,188","6,346",29.95,488,"9,086,415","2,616",234,"8,120",10.4,10.2,12.9,16.62,14.04,12.15,12.63,7.33,3.73,41.8,39.55,"24,332"
457,北野桝塚,"1,710","29,905","15,794",52.81,"4,765","21,184","3,768","28,055","11,420","3,425",29.99,120,"1,269,379",904,57,"3,229",11.16,10.03,14.62,18.42,13.53,12.03,12.51,5.47,2.23,32.5,42.5,"16,465"
458,三河上郷,"1,713","17,945","9,227",51.42,"2,914","12,021","2,930","16,977","6,112","1,385",22.66,86,"535,196",521,36,"1,979",11.06,10.54,12.34,16.28,13.73,11.64,14.09,6.87,3.46,34.88,40.7,"9,392"
459,永覚,476,"21,802","12,393",56.84,"3,322","15,371","3,008","21,223","9,179","3,964",43.19,118,"1,197,271",667,63,"2,369",10.93,9.36,18.16,18.65,11.78,9.92,12.55,5.58,3.07,38.14,39.83,"12,593"
460,末野原,"2,164","41,875","23,456",56.01,"6,209","30,075","5,321","55,875","18,509","8,328",44.99,195,"4,188,566","1,303",171,"3,687",10.32,10.61,17.89,17.86,12.61,10.94,11.66,5.19,2.91,41.03,42.56,"40,505"
461,三河豊田,"10,733","50,452","27,959",55.42,"7,046","36,571","6,374","71,455","23,417","11,379",48.59,292,"8,156,828","1,946",258,"4,319",9.52,10.62,19.2,16.88,13.15,11.17,11.34,5.4,2.7,39.73,40.07,"53,599"
462,新上挙母,"1,260","39,636","21,025",53.05,"5,727","27,523","5,773","69,099","17,774","7,990",44.95,536,"11,246,903","2,701",301,"4,632",10.09,9.73,16.87,17.78,13.87,10.65,11.15,6.4,3.46,62.5,25,"53,878"
463,新豊田,"12,353","53,340","28,150",52.77,"8,000","36,494","8,143","65,630","22,330","8,639",38.69,667,"10,642,819","3,098",314,"8,423",10.21,11.03,14.39,17.56,14.34,10.65,11.59,6.68,3.54,64.47,25.94,"42,518"
464,四郷,"1,234","30,075","15,698",52.2,"4,805","20,198","4,778","24,607","11,718","3,953",33.73,141,"1,936,645",794,74,"5,222",10.64,11.12,14.31,16.74,13.95,10.23,12.95,6.62,3.45,35.46,45.39,"11,044"
465,保見,"1,225","21,905","11,790",53.82,"3,394","15,508","2,579","15,995","9,285","3,804",40.97,54,"436,745",297,24,"7,600",11.39,11.41,19.02,17.57,12.33,10.1,10.56,5.23,2.39,27.78,50,"3,184"
466,篠原,217,"9,451","4,800",50.79,"1,514","6,414","1,450","6,394","3,239",492,15.19,16,"102,307",152,8,925,11.2,9.75,13.62,16.51,13.29,12.23,14.22,6.63,2.56,31.25,50,"2,855"
467,八草,"5,015","3,118","1,863",59.75,248,"2,307",524,"8,426","1,277",570,44.64,12,"5,669",110,17,"5,550",4.71,16.76,21.35,7.34,10.92,13.42,14.13,7.73,3.64,41.67,41.67,"2,118"
468,山口,"2,146","29,283","14,753",50.38,"3,597","18,867","6,632","22,786","11,671","3,203",27.44,96,"924,477",635,65,"6,667",7.86,10.52,12.59,12.98,11.8,12.04,17.9,10.12,4.18,42.71,46.88,"5,925"
469,瀬戸口,"3,539","50,496","24,874",49.26,"6,714","32,294","11,169","40,154","19,776","5,163",26.11,355,"5,531,958","1,971",176,"6,333",8.67,9.74,11.2,14.49,12.93,12.02,16.37,9.88,4.7,43.94,37.46,"17,123"
470,瀬戸市,"5,571","62,347","30,506",48.93,"9,110","39,103","13,768","49,442","23,667","5,756",24.32,471,"6,438,643","2,519",219,"7,874",9.46,10.4,9.51,14.58,14.21,11.79,14.86,9.96,5.23,45.44,39.49,"20,993"
471,中水野,"3,275","20,305","9,877",48.64,"3,465","12,516","4,292","13,045","6,868",903,13.15,60,"931,453",416,30,"2,972",11.16,10.72,7.82,15.78,13.69,11.22,15.54,9.11,4.96,38.33,45,"3,625"
472,高蔵寺,"9,659","40,519","20,180",49.8,"6,424","26,725","7,180","28,280","16,083","4,311",26.8,286,"4,213,766","1,219",125,"4,557",11.08,9.65,11.84,17.16,13.05,11.77,13.91,7.8,3.76,47.2,38.46,"11,164"
473,近鉄名古屋,"102,687","106,599","53,421",50.11,"8,491","68,492","24,740","370,106","59,731","35,601",59.6,"2,337","57,303,389","20,496","1,877","22,020",5.54,6.73,15.39,15.24,13.35,12.01,13.88,11.13,6.72,59.01,36.71,"316,600"
474,米野,772,"107,557","54,376",50.56,"9,238","69,408","24,431","293,802","58,394","33,388",57.18,"2,023","50,025,578","15,614","1,486","20,190",5.98,7.07,14.91,15.37,13.27,12.11,14.03,10.85,6.41,58.48,36.53,"241,418"
475,黄金,"2,151","108,635","54,958",50.59,"10,892","70,381","25,008","153,537","54,547","27,700",50.78,"1,195","22,100,379","8,476",885,"13,694",6.8,7.66,13.81,15.53,13.2,11.8,14.31,10.92,5.97,51.21,40.42,"104,650"
476,烏森,"4,297","109,825","55,329",50.38,"12,065","71,245","24,656","100,732","52,747","24,582",46.6,926,"9,842,068","6,169",644,"8,864",7.45,7.96,12.84,15.97,13.56,11.82,14.19,10.66,5.54,48.06,41.36,"55,990"
477,近鉄八田,"3,404","102,297","51,426",50.27,"12,240","67,167","21,576","86,816","46,125","19,099",41.41,651,"7,916,476","4,829",508,"10,328",8.04,8.55,12.33,16.24,14.04,11.79,14.19,9.99,4.83,47.77,38.86,"43,103"
478,伏屋,"5,271","80,036","39,558",49.43,"12,312","52,059","15,168","59,791","30,851","8,607",27.9,379,"4,368,232","2,686",239,"10,893",10.17,10.72,11.51,16.05,14.38,11.1,12.89,8.82,4.38,44.06,42.74,"21,589"
479,戸田,"3,795","63,780","31,334",49.13,"9,987","40,659","12,788","46,254","24,220","6,289",25.97,334,"4,433,658","1,948",190,"8,025",10.31,10.77,10.92,16.19,14.28,10.73,12.81,9.22,4.77,47.01,40.42,"16,648"
480,近鉄蟹江,"11,979","50,398","24,848",49.3,"7,262","31,900","10,980","36,938","18,992","4,986",26.25,339,"5,026,132","1,734",189,"4,874",9.56,9.86,10.63,15.64,13.91,11.3,13.95,9.85,5.3,44.84,42.18,"15,166"
481,富吉,"5,524","26,435","13,118",49.62,"3,720","17,091","5,478","20,405","9,770","2,337",23.92,183,"2,241,811","1,061",127,"2,237",9.15,9.88,10.49,15.12,13.81,12.25,15.98,9.18,4.15,43.17,39.34,"9,526"
482,佐古木,"2,581","22,648","11,209",49.49,"3,507","14,506","4,501","16,797","8,110","1,719",21.2,120,"1,525,226",833,73,"2,005",10.22,10.1,10.5,15.76,13.56,11.57,15.6,8.7,4,42.5,43.33,"7,279"
483,近鉄弥富,"11,374","27,317","13,529",49.53,"4,307","17,511","5,329","21,693","10,002","2,417",24.17,231,"3,119,891","1,206",82,"2,702",10.5,10.29,11.64,16.46,13.4,10.84,13.66,9,4.23,49.35,41.99,"9,736"
484,
485,
486,
487,
488,
489,
490,
491,枇杷島,453,"64,082","32,059",50.03,"8,445","41,168","13,949","59,123","26,582","8,991",33.82,436,"4,539,642","3,051",237,"7,516",8.97,8.65,11.68,16.18,13.37,11.73,13.86,10.26,5.29,45.41,42.43,"30,627"
492,尾張星の宮,332,"55,111","27,638",50.15,"8,068","36,044","10,573","55,650","22,232","6,950",31.26,375,"4,571,119","3,240",242,"6,709",10.01,9.19,11.71,17.62,14.01,11.01,13.23,9.01,4.22,42.93,41.87,"31,486"
493,小田井,335,"72,103","36,218",50.23,"10,807","47,200","13,469","63,180","30,349","10,350",34.1,455,"7,329,564","3,628",296,"7,570",10.18,9.52,11.37,18.01,15.13,10.24,12.9,8.94,3.72,49.01,38.02,"33,280"
494,比良,198,"77,905","38,529",49.46,"12,231","49,256","15,975","71,003","31,050","8,909",28.69,516,"8,547,548","3,678",328,"8,457",10.5,10.24,10.48,16.29,14.28,10.5,13.92,9.59,4.21,47.87,38.37,"36,965"
495,味美,221,"76,870","38,248",49.76,"11,662","48,531","16,256","61,879","30,741","8,701",28.3,457,"5,927,321","3,589",281,"7,561",9.93,10.25,10.69,16.01,14.28,10.55,13.81,10.24,4.24,48.14,41.36,"29,100"
496,勝川,449,"68,161","34,209",50.19,"10,400","44,478","12,921","58,782","27,769","8,087",29.12,500,"7,764,145","3,428",297,"5,396",10.44,9.39,11.31,18.13,14.2,10.55,13.3,8.99,3.69,49.8,35.8,"31,605"
497,味鋺,"5,683","81,641","40,578",49.7,"11,943","51,404","17,757","64,034","33,459","10,146",30.32,466,"5,631,278","3,504",291,"7,439",9.56,10,10.58,15.69,14.29,10.84,13.93,10.5,4.62,48.5,42.27,"29,228"
498,上飯田,"4,810","123,639","59,983",48.51,"14,342","79,241","28,517","107,843","56,820","22,730",40,895,"11,311,369","6,057",591,"8,384",7.76,8.19,11.53,14.91,13.61,12.7,14.66,10.87,5.77,48.16,44.13,"57,560"
499,平安通,"11,432","130,550","63,186",48.4,"14,655","84,240","29,474","129,945","62,237","26,997",43.38,"1,143","14,039,175","7,255",742,"17,236",7.6,7.88,11.88,15.14,13.78,12.78,14.51,10.46,5.96,51.88,41.12,"69,834"
500,名古屋,"28,300","108,264","54,271",50.13,"8,647","69,485","25,405","356,853","60,340","35,681",59.13,"2,250","54,746,095","19,610","1,789","21,847",5.54,6.73,15.28,15.15,13.3,12.02,13.99,11.25,6.76,57.91,37.69,"302,598"
