index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
8739,柏林台,296,"37,238","17,586",47.23,"4,640","23,657","8,945","32,830","16,852","5,894",34.98,293,"5,064,251","1,583",84,"3,378",8.2,8.38,10.32,14.35,12.97,13.56,14.97,11.17,6.09,43.69,37.88,"15,299"
8740,帯広,"3,854","42,073","19,974",47.47,"4,849","27,169","10,058","59,883","21,765","10,385",47.71,753,"9,635,133","4,657",369,"5,319",7.75,7.46,10.69,14.7,13.51,14.37,13.67,10.78,7.07,55.25,30.54,"38,918"
8741,札内,666,"17,159","8,042",46.87,"2,697","10,683","3,782","12,827","6,704","1,436",21.42,106,"1,273,136",546,28,"2,222",9.45,11.39,7.74,13.63,14.25,13.3,14.39,9.81,6.03,41.51,37.74,"4,420"
8742,稲士別,2,308,154,50,32,171,109,692,119,26,21.85,5,"7,707",46,0,0,6.41,6.09,5.45,7.69,10.26,17.63,21.15,13.14,12.18,20,20,678
8743,幕別,484,"4,548","2,145",47.16,423,"2,603","1,529","5,318","1,906",454,23.82,50,"256,623",277,12,640,5.38,7.71,6.46,9.6,10.89,16.25,18.93,14.69,10.08,40,40,"2,613"
8744,利別,58,"2,667","1,212",45.44,339,"1,484",844,"2,858","1,123",332,29.56,31,"436,419",150,8,398,7.13,9.6,6.19,9.94,13.43,13.24,16.54,14.97,8.96,35.48,48.39,"1,172"
8745,池田,514,"4,442","2,012",45.29,495,"2,421","1,512","5,291","1,973",633,32.08,66,"477,612",336,24,892,6.28,9.21,5.76,9.96,11.72,13.48,17.39,15.47,10.75,40.91,43.94,"2,186"
8746,十弗,4,194,91,46.91,29,98,77,176,71,12,16.9,1,0,3,0,0,7.88,9.85,4.93,6.9,10.84,12.81,18.72,17.73,10.34,100,0,4
8747,豊頃,40,826,392,47.46,111,459,264,861,376,130,34.57,8,"144,385",34,1,124,10.1,6.25,8.29,12.26,10.7,13.7,15.87,12.5,10.34,25,50,326
8748,新吉野,8,227,112,49.34,13,111,96,253,106,30,28.3,5,"10,933",24,1,0,3.65,5.94,5.94,5.94,8.68,15.98,22.83,19.18,11.87,40,40,100
8749,浦幌,126,"3,357","1,573",46.86,377,"1,908","1,071","3,778","1,442",428,29.68,61,"305,956",278,18,436,7.18,7.12,6.83,10.58,11.12,15.35,16.93,14.46,10.43,44.26,42.62,"1,743"
8750,上厚内,4,6,3,50,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,厚内,8,312,143,45.83,29,174,114,388,141,41,29.08,6,0,26,0,13,6.62,4.73,10.41,6.62,9.46,15.77,19.56,19.56,7.26,16.67,66.67,180
8752,直別,2,42,23,54.76,3,26,32,54,17,3,17.65,0,0,1,0,0,4.92,9.84,1.64,1.64,16.39,9.84,11.48,29.51,14.75,0,0,1
8753,尺別,2,13,5,38.46,2,9,8,5,4,0,0,0,0,0,0,0,4.76,4.76,4.76,9.52,4.76,23.81,14.29,23.81,9.52,0,0,0
8754,音別,106,"1,833",880,48.01,167,"1,098",567,"2,259",843,292,34.64,24,"102,332",127,7,203,5.51,7.58,7.26,10.15,12.06,20.02,12.44,13.37,11.62,33.33,41.67,"1,161"
8755,古瀬,8,29,15,51.72,1,15,10,34,10,2,20,1,0,2,1,0,3.85,0,3.85,3.85,3.85,30.77,19.23,11.54,23.08,100,0,5
8756,白糠,158,"4,976","2,318",46.58,551,"2,981","1,451","5,121","2,162",610,28.21,68,"494,234",344,15,778,6.84,8.77,7.87,9.91,12.7,15.17,17.22,14.55,6.96,42.65,35.29,"2,079"
8757,西庶路,40,"3,055","1,447",47.36,338,"1,758",963,"2,706","1,277",316,24.75,14,"154,768",119,10,210,6.44,9.19,7.55,8.99,10.69,15.79,17.62,15.04,8.7,21.43,57.14,"1,022"
8758,庶路,10,"2,315","1,097",47.39,260,"1,308",750,"2,578",987,251,25.43,12,"62,901",103,8,210,6.47,9.06,7.12,9.67,10.14,15.15,17.7,16.23,8.46,16.67,50,"1,214"
8759,大楽毛,150,"6,664","3,420",51.32,680,"4,286","1,688","7,875","2,677",759,28.35,31,"141,852",239,18,"1,773",6.13,13.83,8.82,10.75,11.62,13.83,17.54,11.59,5.88,29.03,51.61,"3,123"
8760,新大楽毛,20,"7,186","3,476",48.37,842,"4,641","1,708","8,327","2,902",735,25.33,44,"507,969",321,18,"1,138",7.28,9.53,8.96,12.91,12.13,15.07,17.85,10.28,6,25,34.09,"4,118"
8761,新富士,160,"19,539","9,190",47.03,"2,391","12,254","4,879","25,944","9,071","3,353",36.96,195,"3,054,964","1,418",58,"1,904",7.96,8.53,9.12,13.3,12.28,15.28,15.44,11.63,6.46,42.56,35.38,"15,050"
8762,釧路,"2,850","39,737","18,524",46.62,"4,221","24,959","10,552","60,222","20,028","9,000",44.94,686,"6,366,600","4,535",301,"5,463",7.13,7.6,9.62,12.82,12.31,15.29,15.46,12.41,7.36,44.31,44.9,"36,841"
8763,東釧路,280,"36,496","16,779",45.97,"4,206","22,761","9,521","39,365","17,105","6,275",36.69,340,"5,961,113","1,974",118,"6,727",7.56,8.63,9.34,12.78,11.88,14.7,16.27,12.09,6.75,48.24,35.29,"16,323"
8764,武佐,18,"24,898","11,443",45.96,"2,805","15,094","6,996","22,053","11,003","3,235",29.4,128,"1,940,968",718,31,"4,391",7.23,8.61,7.66,11.99,11.79,15.01,17.52,13.03,7.16,40.63,44.53,"6,213"
8765,別保,10,"1,297",611,47.11,158,745,395,"2,036",541,126,23.29,9,0,63,1,178,7.4,8.02,6.48,12.1,9.64,15.96,18.89,12.26,9.25,55.56,22.22,"1,239"
8766,上尾幌,28,195,88,45.13,8,88,100,214,99,36,36.36,4,"28,808",12,0,7,4.08,1.02,3.06,7.65,6.12,16.33,25,20.41,16.33,25,25,43
8767,尾幌,22,242,113,46.69,20,155,118,297,108,36,33.33,3,"19,468",23,2,26,2.73,8.87,7.85,7.17,6.48,19.8,16.38,21.16,9.56,33.33,66.67,99
8768,門静,8,492,228,46.34,39,294,214,394,166,27,16.27,2,0,24,1,22,3.84,9.32,4.39,9.14,10.24,14.99,14.63,14.26,19.2,0,50,107
8769,厚岸,370,"4,953","2,307",46.58,623,"2,964","1,368","5,778","2,145",676,31.52,111,"781,865",411,27,689,8.19,8.46,9.12,11.83,12.15,14.55,14.65,13.42,7.63,43.24,37.84,"2,988"
8770,糸魚沢,2,57,25,43.86,2,33,36,50,27,9,33.33,0,0,1,0,0,0,5.63,7.04,1.41,12.68,19.72,7.04,28.17,18.31,0,0,1
8771,茶内,20,"1,146",538,46.95,151,722,292,"1,318",487,165,33.88,15,"426,929",78,2,131,9.21,8.09,9.64,12.99,13.86,13.6,13.25,10.59,8.78,53.33,26.67,704
8772,浜中,10,370,179,48.38,42,235,98,550,158,52,32.91,6,"5,334",25,0,59,7.18,6.91,6.91,12.23,13.3,18.35,13.83,10.9,10.37,16.67,83.33,314
8773,姉別,2,148,77,52.03,28,88,42,174,63,22,34.92,3,0,11,0,16,14.29,4.35,6.83,12.42,11.8,14.29,18.63,11.18,6.21,33.33,66.67,51
8774,厚床,20,384,192,50,50,238,109,441,152,63,41.45,8,"27,616",34,2,78,6.8,11.84,8.31,11.34,15.87,12.85,14.11,13.35,5.54,12.5,50,190
8775,初田牛,1,15,8,53.33,1,4,2,8,5,0,0,0,0,0,0,0,0,14.29,0,0,28.57,28.57,14.29,14.29,0,0,0,0
8776,別当賀,2,50,25,50,4,29,27,47,23,8,34.78,0,0,1,0,0,5,3.33,10,3.33,11.67,16.67,11.67,23.33,15,0,0,4
8777,落石,22,308,148,48.05,34,183,82,436,88,13,14.77,1,152,13,1,69,6.33,12.67,8.67,9,14.33,15.33,12.67,14,7,0,0,175
8778,昆布盛,12,234,120,51.28,37,161,53,207,66,15,22.73,0,0,2,0,23,8.37,12.75,9.56,12.35,11.95,17.93,10.76,10.36,5.98,0,0,27
8779,西和田,4,188,83,44.15,30,116,43,145,57,11,19.3,0,0,4,0,0,12.95,6.22,9.33,13.99,10.36,19.17,8.81,9.33,9.84,0,0,25
8780,花咲,1,922,419,45.44,80,444,395,"1,683",328,92,28.05,23,"204,672",120,4,20,5.66,5.99,5.77,7.52,9.91,14.81,16.45,19.83,14.05,34.78,43.48,"1,127"
8781,東根室,15,"17,271","8,263",47.84,"2,225","10,590","4,454","17,298","7,546","2,482",32.89,191,"2,264,381",970,81,"2,615",8.08,9,8.69,12.8,13.35,14.18,15.51,12.28,6.11,46.6,41.88,"7,580"
8782,根室,268,"20,432","9,692",47.44,"2,547","12,435","5,449","20,936","8,869","2,871",32.37,240,"2,598,636","1,245",98,"3,098",7.95,8.61,8.53,12.6,13.08,14.08,15.99,12.57,6.57,45.42,41.25,"9,515"
8783,網走,"1,049","14,682","7,529",51.28,"1,672","9,632","3,381","19,996","7,034","3,202",45.52,250,"2,179,101","1,298",81,"2,048",8.19,7.15,11.63,15.23,13,14.48,13.13,10.33,6.85,45.6,41.2,"11,564"
8784,桂台,170,"18,067","8,907",49.3,"2,034","11,622","4,386","20,828","8,986","4,097",45.59,264,"2,324,030","1,408",88,"2,436",7.75,8.84,12.5,13.38,11.53,13.71,14.3,11.08,6.9,46.21,42.05,"11,474"
8785,鱒浦,16,"5,919","2,806",47.41,935,"3,577","1,403","4,695","2,389",604,25.28,30,"519,891",130,6,576,10.26,10.18,6.64,13.61,13.57,13.4,16.01,10.26,6.07,43.33,46.67,"1,478"
8786,藻琴,30,642,347,54.05,90,380,166,"1,396",269,68,25.28,8,"4,233",47,4,164,8.18,11.01,10.22,11.64,12.11,13.68,12.74,13.36,7.08,62.5,25,992
8787,北浜,26,307,160,52.12,42,175,85,452,120,26,21.67,5,"35,466",28,4,65,9.24,8.91,7.26,14.52,9.9,14.85,12.87,16.17,6.27,0,80,271
8788,原生花園駅（臨）,0,5,2,40,0,0,0,44,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,41
8789,浜小清水,62,286,135,47.2,23,151,124,287,124,33,26.61,14,"23,330",29,2,0,4.39,5.74,4.05,9.46,12.5,14.19,16.89,21.28,11.49,42.86,42.86,91
8790,止別,12,234,109,46.58,28,133,80,233,85,17,20,5,"10,247",13,1,23,7.41,9.47,5.35,10.7,11.11,13.58,18.11,13.58,10.7,20,60,59
8791,知床斜里,298,"9,049","4,407",48.7,"1,049","5,494","2,522","9,178","4,042","1,381",34.17,111,"1,481,733",569,33,"1,153",7.15,8.29,8.75,11.56,11.83,15.77,16.16,12.34,8.15,45.95,35.14,"4,455"
8792,中斜里,8,667,349,52.32,114,387,171,820,277,89,32.13,3,0,29,0,47,12.8,7.29,9.82,14.58,12.8,9.97,12.05,13.99,6.7,66.67,33.33,436
8793,南斜里,9,514,268,52.14,94,318,107,422,187,59,31.55,3,0,9,0,47,12.93,8.49,11.2,16.22,12.36,10.23,11.2,8.69,8.69,33.33,66.67,80
8794,清里町,96,"2,844","1,335",46.94,370,"1,605",870,"3,028","1,139",324,28.45,38,"271,565",176,10,427,8.82,8.08,7.91,12.3,11.11,12.83,14.83,12.93,11.18,47.37,36.84,"1,182"
8795,札弦,18,616,327,53.08,28,309,261,700,287,89,31.01,4,0,29,2,34,2.68,4.68,5.85,7.19,8.53,19.4,18.56,19.73,13.38,50,25,278
8796,緑,4,202,85,42.08,21,69,119,237,102,32,31.37,2,0,17,1,14,7.66,4.31,1.91,6.7,7.66,8.61,18.66,31.1,13.4,0,100,45
8797,川湯温泉,8,193,97,50.26,20,98,64,136,95,43,45.26,4,0,11,1,0,8.84,3.87,4.97,9.94,14.36,14.92,17.13,16.57,9.39,75,25,29
8798,美留和,6,212,111,52.36,24,125,67,155,95,34,35.79,1,0,8,2,16,7.44,6.05,8.84,4.65,11.16,23.26,17.21,12.09,9.3,0,100,26
8799,摩周,116,"4,959","2,335",47.09,641,"2,799","1,530","5,441","2,157",709,32.87,74,"495,023",366,26,742,8.25,8.31,7.24,11.08,11.67,14.46,16.51,13.94,8.55,37.84,44.59,"2,502"
8800,南弟子屈,4,80,37,46.25,8,48,25,114,31,7,22.58,0,0,2,0,13,3.7,16.05,2.47,8.64,13.58,18.52,12.35,11.11,13.58,0,0,44
8801,磯分内,10,548,271,49.45,58,316,167,696,237,65,27.43,8,"14,685",45,1,70,6.84,8.32,8.13,10.72,8.5,18.3,16.27,13.12,9.8,25,37.5,315
8802,標茶,330,"4,812","2,242",46.59,671,"2,853","1,323","4,913","2,097",710,33.86,81,"693,153",318,18,450,9.43,9.26,7.8,11.57,12.3,14.11,15.29,12.21,8.03,46.91,37.04,"2,458"
8803,五十石,4,16,7,43.75,1,10,9,10,5,0,0,0,0,1,0,0,0,5,10,0,10,25,15,25,10,0,0,1
8804,茅沼,9,96,48,50,9,45,42,68,52,24,46.15,0,0,6,1,0,7.29,4.17,0,13.54,8.33,14.58,19.79,21.88,10.42,0,0,26
8805,塘路,18,152,77,50.66,15,81,56,203,73,25,34.25,4,0,18,1,18,5.92,6.58,3.95,12.5,13.16,15.13,15.79,16.45,10.53,50,25,68
8806,細岡,4,20,11,55,2,12,10,15,8,3,37.5,1,0,3,1,0,0,8.33,4.17,8.33,16.67,20.83,8.33,25,8.33,100,0,6
8807,釧路湿原駅（臨）,12,4,3,75,0,0,0,10,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8
8808,遠矢,40,"4,804","2,314",48.17,642,"3,280",878,"2,923","1,787",282,15.78,13,"1,376",97,8,659,7.63,12.27,9.31,10.08,14.73,19.19,13.96,8.9,3.94,30.77,61.54,531
8809,東釧路,112,"36,496","16,779",45.97,"4,206","22,761","9,521","39,365","17,105","6,275",36.69,340,"5,961,113","1,974",118,"6,727",7.56,8.63,9.34,12.78,11.88,14.7,16.27,12.09,6.75,48.24,35.29,"16,323"
8810,釧路,"2,850","39,737","18,524",46.62,"4,221","24,959","10,552","60,222","20,028","9,000",44.94,686,"6,366,600","4,535",301,"5,463",7.13,7.6,9.62,12.82,12.31,15.29,15.46,12.41,7.36,44.31,44.9,"36,841"
8811,函館,"6,008","36,599","15,804",43.18,"3,223","20,794","12,492","54,429","18,466","8,217",44.5,"1,067","6,234,173","4,184",382,"2,538",5.69,6.33,7.56,11.14,10.98,14.27,18.61,14.78,10.63,40.77,53.05,"33,761"
8812,五稜郭,"1,878","60,539","27,758",45.85,"6,532","38,807","14,978","65,701","29,515","12,469",42.25,566,"7,642,262","3,305",203,"8,085",7.03,8.41,11.54,13.29,12.73,13.83,14.95,11.45,6.77,42.76,43.99,"31,977"
8813,桔梗,650,"21,007","9,803",46.67,"3,139","13,012","4,842","16,004","7,951","1,630",20.5,126,"1,579,878",645,37,"1,824",10.19,9.15,7.72,15.14,13.28,13.47,13.97,10.03,7.06,26.98,46.03,"5,764"
8814,大中山,170,"13,382","6,115",45.7,"1,794","8,265","3,331","9,915","5,156","1,017",19.72,63,"727,163",352,20,"1,030",8.62,9.37,8.11,12.71,12.62,14.89,15.4,11.25,7.03,26.98,47.62,"3,069"
8815,七飯,"1,122","11,833","5,333",45.07,"1,491","6,850","3,491","10,123","4,423","1,009",22.81,70,"413,150",304,17,"1,637",7.17,10.07,7.05,11.59,12.06,13.8,15.52,12.24,10.5,42.86,45.71,"3,160"
8816,渡島大野,124,"2,413","1,134",47,307,"1,455",659,"1,776",910,172,18.9,16,"161,414",71,7,127,7.56,10.17,7.56,10.33,14.01,14.46,14.88,13.39,7.64,18.75,62.5,453
8817,仁山,18,603,269,44.61,63,340,193,549,244,63,25.82,5,0,42,4,26,6.53,6.53,7.54,9.72,8.88,18.59,16.92,14.41,10.89,20,60,187
8818,大沼,160,"1,422",657,46.2,131,751,553,"1,428",637,212,33.28,18,"34,655",112,11,91,5.85,6.83,4.11,9.83,10.59,14.91,17.91,17.42,12.54,27.78,61.11,666
8819,大沼公園,186,"1,470",677,46.05,129,778,589,"1,540",658,219,33.28,19,"34,655",116,12,161,5.48,6.61,3.94,9.69,10.29,15.1,18.1,17.84,12.96,26.32,63.16,681
8820,赤井川,8,444,212,47.75,35,274,153,716,205,67,32.68,9,0,23,5,12,3.89,7.34,4.54,8.42,9.94,17.06,29.81,11.02,7.99,22.22,55.56,452
8821,駒ケ岳,4,427,225,52.69,24,244,188,463,189,69,36.51,6,0,31,5,17,3.28,4.38,4.38,8.53,10.07,16.85,22.76,13.57,16.19,33.33,66.67,176
8822,東山,12,133,75,56.39,13,90,43,193,63,23,36.51,7,0,14,1,0,4.11,8.22,2.74,9.59,11.64,20.55,24.66,13.01,5.48,14.29,42.86,129
8823,姫川,13,904,448,49.56,114,547,226,"1,314",354,80,22.6,21,"249,983",76,2,0,8.44,8.55,6.75,12.04,10.8,19.12,14.96,11.47,7.87,14.29,33.33,821
8824,森,536,"8,918","4,097",45.94,"1,146","5,170","2,613","9,273","3,762","1,209",32.14,132,"944,664",552,26,"1,319",8.13,8.69,7.46,11.88,11.75,13.87,16.1,12.88,9.24,40.15,46.97,"3,584"
8825,桂川,2,"1,443",702,48.65,196,855,392,"1,186",614,186,30.29,12,"65,129",55,1,107,8.23,8.99,7.33,12.03,12.24,14.66,17.01,13,6.5,41.67,41.67,359
8826,石谷,2,207,99,47.83,14,108,85,170,84,18,21.43,1,0,2,0,0,4.83,3.38,9.66,7.25,8.7,14.98,15.46,22.22,13.53,100,0,2
8827,本石倉,8,226,109,48.23,30,131,69,310,76,15,19.74,1,0,7,0,21,7.46,8.77,6.14,11.4,14.04,16.23,11.4,17.54,7.02,100,0,90
8828,石倉,12,386,194,50.26,52,219,117,475,138,29,21.01,3,0,15,1,5,9,7.46,6.17,10.54,13.11,16.45,14.65,15.17,7.46,66.67,0,206
8829,落部,56,"1,587",755,47.57,217,965,418,"1,563",572,150,26.22,16,"71,318",68,2,151,10.25,7.44,11.44,10.56,10.81,15.94,13.63,13,6.94,31.25,50,452
8830,野田生,52,932,447,47.96,136,564,240,939,324,88,27.16,9,"5,044",40,2,136,9.24,10.51,7.86,12.53,11.46,14.65,15.29,10.3,8.17,55.56,44.44,228
8831,山越,10,430,195,45.35,41,247,146,432,183,49,26.78,2,0,20,2,29,5.75,8.51,6.21,8.05,12.64,15.86,18.16,16.32,8.51,0,100,163
8832,八雲,486,"10,991","5,384",48.99,"1,491","7,093","2,356","11,738","4,777","1,779",37.24,143,"1,824,534",704,35,"1,514",8.99,8.55,9.62,15.48,13.21,14.73,13.57,8.94,6.91,39.86,40.56,"5,692"
8833,鷲ノ巣,1,"1,631",808,49.54,266,"1,082",285,"1,165",659,210,31.87,15,"104,900",72,1,0,10.04,10.53,10.29,16.35,13.41,13.78,13.47,7.1,5.02,46.67,40,592
8834,山崎,4,232,111,47.84,33,128,76,202,84,19,22.62,0,0,10,1,18,6.33,12.24,5.06,12.24,12.24,12.66,14.77,13.5,10.97,0,0,28
8835,黒岩,4,295,135,45.76,21,151,137,301,136,47,34.56,4,0,13,1,11,3.88,5.18,5.5,5.5,14.24,12.62,16.5,20.71,15.86,25,75,45
8836,北豊津,2,44,22,50,6,21,14,56,19,6,31.58,0,0,2,0,0,7.32,9.76,7.32,0,12.2,19.51,12.2,14.63,17.07,0,0,14
8837,国縫,8,402,185,46.02,22,191,195,516,215,101,46.98,8,"2,735",21,1,14,2.45,6.13,10.05,6.13,8.82,9.8,16.67,27.94,12.01,25,62.5,186
8838,中ノ沢,6,296,119,40.2,19,122,158,449,100,30,30,3,0,21,2,11,4.35,2.68,5.69,5.02,8.7,12.37,13.38,19.4,28.43,33.33,66.67,225
8839,長万部,348,"4,757","2,310",48.56,469,"2,782","1,530","4,846","2,114",719,34.01,70,"496,975",310,15,844,6.09,12.41,7.47,9.73,10.06,14.54,14.1,16.43,9.17,41.43,47.14,"1,720"
8840,二股,28,95,45,47.37,1,42,45,99,56,27,48.21,1,0,5,0,0,1.14,2.27,2.27,7.95,3.41,14.77,22.73,21.59,23.86,100,0,12
8841,蕨岱,8,30,15,50,3,13,14,35,13,1,7.69,0,0,1,0,0,6.67,3.33,6.67,6.67,3.33,20,10,13.33,30,0,0,7
8842,黒松内,120,"2,492","1,167",46.83,334,"1,340",838,"2,601",998,406,40.68,34,"173,881",157,6,292,7.88,9.83,7.52,11.7,10.99,12.7,12.94,12.1,14.33,41.18,41.18,"1,119"
8843,熱郛,6,200,90,45,15,92,89,229,104,43,41.35,3,"13,068",12,0,18,4.57,5.08,3.55,9.64,7.61,13.2,16.75,25.38,14.21,66.67,33.33,67
8844,目名,8,382,183,47.91,15,178,190,414,184,69,37.5,8,0,25,0,11,2.86,3.38,5.19,7.01,7.79,14.81,20.78,23.38,14.81,37.5,50,107
8845,蘭越,188,"2,527","1,198",47.41,383,"1,450",688,"2,867",992,262,26.41,47,"302,837",210,8,489,8.38,11.72,6.24,10.72,12.99,14.14,14.54,11.64,9.65,51.06,40.43,"1,316"
8846,昆布,30,716,344,48.04,82,381,262,789,299,110,36.79,14,"42,993",46,1,44,7.76,7.48,4.99,11.5,10.53,12.74,15.1,16.2,13.71,14.29,64.29,305
8847,ニセコ,300,"2,780","1,323",47.59,390,"1,675",735,"2,472","1,212",404,33.33,42,"148,186",155,15,363,8.89,9.89,7.03,14.39,14.24,13.1,12.21,11.82,8.43,42.86,42.86,886
8848,比羅夫,4,698,372,53.3,90,512,106,777,377,200,53.05,2,0,64,4,24,8.91,5.66,12.59,22.35,15.28,13.44,11.32,6.22,4.24,0,100,516
8849,倶知安,"1,084","12,465","6,155",49.38,"1,820","8,009","2,646","12,087","5,778","2,300",39.81,145,"1,477,247",736,54,"1,496",10.19,7.77,9.02,16.6,13.62,14.14,13.11,9.52,6.03,49.66,38.62,"5,566"
8850,小沢,34,406,188,46.31,27,203,182,329,207,81,39.13,3,0,23,1,0,4.13,4.61,4.61,6.31,11.89,15.78,19.17,16.99,16.5,0,100,68
8851,銀山,70,560,295,52.68,89,355,129,643,162,59,36.42,6,"3,713",29,1,94,7.16,13.79,6.11,10.47,10.47,19.72,16.4,9.08,6.81,16.67,83.33,212
8852,然別,26,267,128,47.94,19,124,114,269,117,34,29.06,2,0,14,4,0,5.41,5.79,6.18,10.42,10.04,12.36,14.29,22.39,13.13,0,100,84
8853,仁木,160,"2,293","1,037",45.22,241,"1,271",771,"2,517",957,296,30.93,38,"68,009",137,4,397,7.01,7.1,7.67,11.57,10.6,13.06,17.31,13.85,11.83,21.05,73.68,790
8854,余市,"1,370","14,000","6,385",45.61,"1,605","7,974","4,423","14,039","6,074","1,965",32.35,180,"2,018,757",798,36,"1,672",7.1,9.7,6.89,10.79,10.83,13.73,16.53,14.41,10.03,42.78,43.33,"5,475"
8855,蘭島,56,"1,724",788,45.71,147,957,638,"1,643",741,205,27.67,11,"16,184",81,3,67,5.51,6.14,5.68,9.87,9.13,16.53,20.09,15.61,11.42,36.36,36.36,570
8856,塩谷,78,"3,264","1,469",45.01,292,"1,815","1,163","2,847","1,421",436,30.68,23,"316,628",105,1,236,5.05,7.4,7.13,8.99,8.5,15.47,20.92,16.12,10.43,21.74,43.48,840
8857,小樽,"17,576","41,764","18,460",44.2,"3,773","24,307","13,676","56,349","20,586","8,759",42.55,955,"7,901,885","4,138",381,"6,294",5.86,7.11,8.75,11.2,11,13.33,18.1,14.4,10.25,45.86,46.91,"30,348"
8858,南小樽,"3,556","39,792","17,522",44.03,"3,510","23,012","13,271","55,720","19,569","8,192",41.86,975,"8,699,380","4,050",387,"5,241",5.78,6.93,8.61,11.22,10.95,13.19,18.17,14.63,10.53,49.33,43.38,"31,984"
8859,小樽築港,"5,056","26,524","12,125",45.71,"2,798","15,905","7,823","26,453","11,380","3,441",30.24,327,"3,645,631","1,111",72,"3,616",6.54,8.61,8.41,11.54,11.86,13.92,17.43,12.93,8.76,42.51,46.48,"10,980"
8860,朝里,620,"15,600","7,003",44.89,"1,825","9,159","4,617","11,389","5,975","1,406",23.53,68,"818,748",328,21,"1,004",7.03,9.51,7.65,11.87,11.48,13.33,16.92,12.3,9.92,30.88,48.53,"3,271"
8861,
8862,銭函,"5,326","10,363","4,974",48,949,"6,630","2,791","11,490","4,323","1,362",31.51,49,"324,536",298,23,"1,886",5.25,9.95,11.32,9.79,11.29,14.95,18.61,11.48,7.36,28.57,61.22,"4,935"
8863,ほしみ,"2,206","23,434","11,021",47.03,"2,824","15,622","4,988","19,507","8,531","1,532",17.96,75,"1,131,180",528,34,"2,991",6.98,11.66,10.18,10.51,14.24,15.88,15.52,8.82,6.21,33.33,49.33,"7,688"
8864,星置,"12,690","37,562","17,677",47.06,"5,121","24,730","7,713","26,808","13,985","2,738",19.58,131,"2,304,236",736,50,"4,522",8.67,10.83,9.88,12.85,13.61,14.91,14.73,8.27,6.26,33.59,42.75,"9,013"
8865,稲穂,"1,720","50,697","23,778",46.9,"6,485","32,965","11,247","37,274","19,880","4,718",23.73,233,"3,678,003","1,253",92,"5,421",8.32,9.83,10.18,13.35,12.8,14.36,15.48,9.01,6.67,38.63,42.49,"13,494"
8866,手稲,"29,790","68,349","32,237",47.17,"8,018","45,306","15,023","54,477","28,457","7,780",27.34,353,"5,987,702","1,877",138,"11,178",7.31,9.66,11.2,13.24,12.34,15.01,15.97,9.31,5.96,41.08,41.08,"17,382"
8867,稲積公園,"9,656","70,977","33,255",46.85,"8,689","47,337","14,942","52,466","28,393","6,866",24.18,355,"7,017,231","1,948",119,"6,702",7.72,9.72,10.85,13.61,12.46,15.43,15.43,8.86,5.92,42.54,39.15,"19,317"
8868,発寒,"8,852","79,687","37,496",47.05,"10,176","53,683","15,617","66,027","33,562","9,741",29.02,409,"8,600,258","2,347",107,"6,966",8.53,8.94,11.08,16,13.84,13.87,13.85,8.47,5.42,44.74,33.01,"31,074"
8869,発寒中央,"8,012","120,344","55,730",46.31,"14,162","81,968","23,793","92,650","56,649","21,756",38.4,715,"12,915,718","4,278",274,"10,160",7.77,8.42,11.65,16.26,14.68,13.66,13.45,9,5.1,48.53,37.76,"41,375"
8870,琴似,"23,088","129,788","60,110",46.31,"14,492","89,405","25,490","105,600","63,705","27,548",43.24,717,"11,839,495","4,936",307,"13,348",7.26,8.56,12.31,15.93,14.81,13.83,13.22,8.88,5.2,41,44.63,"48,962"
8871,桑園,"19,806","109,574","51,477",46.98,"9,597","81,327","18,067","278,097","64,891","39,500",60.87,"1,682","41,643,655","12,967",938,"38,284",6.04,8.12,19.92,16.67,14.22,12.08,11.03,7.42,4.5,59.99,34.78,"211,710"
8872,札幌,"186,626","112,054","52,959",47.26,"8,122","85,150","18,039","352,660","70,966","46,550",65.59,"2,583","60,711,458","19,847","1,636","38,563",5.01,7.43,23.09,17.57,13.1,11.26,10.83,7.22,4.5,67.32,28.65,"286,929"
8873,苗穂,"8,352","109,175","50,534",46.29,"10,662","78,497","19,382","175,341","60,512","32,845",54.28,"1,340","28,215,561","8,288",506,"15,578",6.72,7.59,16.82,18.09,14.01,12.02,11.86,8.03,4.87,60.22,31.42,"126,981"
8874,白石,"15,736","113,928","54,307",47.67,"13,349","77,709","22,429","86,606","54,799","23,022",42.01,509,"9,108,201","4,161",200,"8,008",7.75,8.32,12.4,16.79,14.38,13.03,13.2,9.09,5.03,36.74,42.63,"38,645"
