駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
5786,豊前善光寺,491,668,309,46.26,90,401,177,458,262,64,24,6,"7,601",29,1,0,9.88,8.08,9.13,15.57,10.78,12.72,13.32,12.87,7.63,16.67,66.67,187
5787,柳ケ浦,"1,532","1,042",481,46.16,137,608,297,893,428,117,27,33,"151,049",77,5,74,8.45,9.21,8.64,10.84,11.61,13.72,16.12,14.3,7.1,33.33,57.58,393
5788,豊前長洲,140,598,298,49.83,69,358,170,631,209,55,26,6,"21,724",25,1,203,6.37,17.59,11.22,7.87,9.38,12.06,13.4,13.4,8.71,33.33,50,199
5789,宇佐,"1,239",423,182,43.03,35,222,168,509,154,47,31,8,"57,557",34,3,0,4.45,8.2,8.9,6.56,9.6,14.29,14.52,14.99,18.5,37.5,50,282
5790,西屋敷,33,87,38,43.68,10,49,40,68,35,11,31,0,0,5,2,0,8.25,5.15,5.15,8.25,6.19,16.49,17.53,16.49,16.49,0,0,37
5791,立石,151,372,180,48.39,48,208,118,323,153,43,28,8,"17,261",23,0,18,8.02,7.75,5.61,12.03,9.63,14.44,17.11,16.04,9.36,50,50,112
5792,中山香,"1,009",847,371,43.8,126,414,307,"1,121",306,81,26,26,"152,815",80,5,185,9.93,8.27,5.56,12.29,9.57,10.87,14.78,11.7,17.02,42.31,50,519
5793,杵築,"2,339",401,185,46.13,45,240,119,320,162,40,25,5,"17,281",24,0,1,7.67,8.42,11.14,10.4,12.62,13.37,13.61,13.37,9.41,40,40,135
5794,大神,"1,030",375,191,50.93,22,261,92,575,120,55,46,3,"2,603",12,0,17,3.19,7.18,11.44,10.9,16.49,17.55,17.29,10.37,5.59,33.33,100,320
5795,日出,"1,385","1,079",516,47.82,153,644,280,"1,057",428,119,28,22,"178,508",79,6,0,9.85,8.64,9.76,12.55,11.62,13.29,15.33,9.94,9.01,31.82,54.55,612
5796,暘谷,"1,795","1,879",884,47.05,282,"1,097",494,"3,340",755,206,27,53,"571,687",209,13,813,11.11,8.12,9.66,15.59,11.96,9.93,14.1,11.11,8.44,52.83,37.74,"1,784"
5797,豊後豊岡,"1,205","1,034",471,45.55,142,621,275,"1,115",404,101,25,12,"37,465",46,2,332,9.86,7.73,11.3,14.59,10.24,11.4,14.69,13.14,7.05,33.33,50,396
5798,亀川,"3,472","3,448","1,617",46.9,237,"2,356",770,"2,749","1,701",971,57,32,"186,017",139,4,672,4.38,10.71,19.7,10.95,10.89,12.44,14.17,10.6,6.16,37.5,50,982
5799,別府大学,"3,950","3,994","1,833",45.89,297,"2,485","1,151","2,369","2,116","1,118",53,39,"244,041",162,8,3,4.38,9.44,18.72,9.23,9.13,11.5,15.44,13.15,9.01,30.77,58.97,807
5800,別府,"10,721","6,402","2,663",41.6,545,"3,723","2,031","9,297","3,515","1,927",55,236,"2,212,207","1,082",97,386,5.94,5.94,11.75,11.8,11.45,11.61,17.26,13.48,10.78,50,46.61,"6,334"
5801,東別府,627,"1,851",781,42.19,171,"1,005",676,"1,832",839,331,39,25,"99,924",115,3,226,5.78,7.02,7.83,11.13,9.35,13.45,17.18,15.61,12.64,28,52,664
5802,西大分,938,"1,867",886,47.46,193,"1,108",535,"2,370",825,288,35,34,"208,751",172,13,114,7.69,6.6,8.67,12.92,11.72,13.74,16.68,12.05,9.92,52.94,32.35,"1,509"
5803,大分,"33,302","6,060","2,740",45.21,792,"4,133",937,"15,971","3,286","1,869",57,340,"6,152,178","1,148",109,"1,076",9.53,8.73,13.97,18.06,15.08,12.6,10.23,6.62,5.17,72.65,25,"13,198"
5804,牧,"1,142","4,430","2,104",47.49,715,"2,981",704,"3,321","1,902",688,36,25,"343,239",165,8,0,11.48,9.41,11.36,17.66,13.91,13.11,11.41,6.93,4.73,44,36,"1,842"
5805,高城,"3,356","5,091","2,497",49.05,674,"3,582",802,"4,865","2,341",916,39,63,"960,357",322,23,89,8.58,9.89,12.42,15.12,15.12,15.1,13.62,6.94,3.2,38.1,44.44,"3,081"
5806,鶴崎,"4,327","2,423","1,141",47.09,290,"1,599",498,"3,388","1,133",508,45,39,"277,648",199,14,582,7.87,8.29,12.68,14.94,12.52,14.15,13.73,8.75,7.07,53.85,38.46,"1,952"
5807,大在,"2,864","3,130","1,670",53.35,386,"2,182",455,"2,239","1,783","1,145",64,36,"326,590",148,9,445,8.66,12.5,21.76,14.88,11.81,10.25,9.33,6.08,4.73,38.89,44.44,970
5808,坂ノ市,"2,460","2,476","1,198",48.38,525,"1,475",467,"1,662",838,201,24,25,"113,853",88,4,57,15.15,10.17,9.6,19.32,10.94,10.09,10.94,7.25,6.56,52,44,675
5809,幸崎,"1,157",392,185,47.19,88,223,82,378,128,17,13,1,"3,844",10,0,166,13.74,13.99,5.85,14.76,11.7,10.94,13.23,8.91,6.87,0,0,43
5810,佐志生,274,90,41,45.56,6,52,31,68,35,9,26,0,0,3,0,0,2.2,12.09,5.49,6.59,7.69,14.29,20.88,15.38,15.38,0,0,14
5811,下ノ江,261,349,166,47.56,20,195,139,218,135,34,25,0,403,5,0,0,4.23,6.2,8.73,5.63,10.42,16.06,18.03,16.06,14.65,0,0,13
5812,熊崎,892,"1,039",503,48.41,105,682,259,804,353,67,19,7,"22,803",34,1,68,6.01,7.53,10.58,12.39,11.25,17.06,16.49,10.49,8.2,57.14,42.86,265
5813,上臼杵,"1,004","1,575",711,45.14,185,891,499,"1,608",646,175,27,16,"152,296",62,3,101,6.42,10.86,6.61,9.78,11.94,13.21,17.41,14.68,9.09,50,18.75,767
5814,臼杵,"1,938","1,802",846,46.95,234,"1,000",568,"2,049",788,281,36,37,"143,399",143,6,364,8.54,8.65,7.88,12.2,10.7,11.65,16.53,13.31,10.54,48.65,43.24,873
5815,津久見,"2,678","2,080",950,45.67,212,"1,222",646,"2,863",892,256,29,90,"273,208",335,29,383,5.39,9.43,6.64,9.91,10.11,16.75,18.91,12.85,10.01,54.44,42.22,"1,570"
5816,日代,307,251,111,44.22,12,119,119,214,105,29,28,0,0,15,0,16,2.82,4.03,4.84,6.85,5.65,15.32,25,18.95,16.53,0,0,49
5817,浅海井,277,477,208,43.61,64,237,175,391,201,58,29,9,"8,786",31,1,0,9.24,7.77,4.62,10.29,10.71,12.61,15.34,17.23,12.18,44.44,44.44,111
5818,狩生,73,321,134,41.74,33,155,134,363,116,28,24,3,0,16,0,50,6.85,6.54,4.05,8.72,8.72,13.08,19,17.76,15.26,0,66.67,156
5819,海崎,113,779,365,46.85,77,448,238,745,313,79,25,11,"33,272",43,1,9,6.28,9.29,7.98,9.55,10.99,15.58,17.28,13.61,9.42,9.09,63.64,345
5820,佐伯,"2,466","1,535",726,47.3,180,922,412,"2,067",688,251,36,51,"458,806",205,20,62,7.81,8.41,8.28,11.85,11.92,15.5,15.63,11.46,9.14,39.22,45.1,"1,369"
5821,上岡,152,553,256,46.29,64,312,177,464,209,50,24,19,"238,261",36,1,0,6.87,9.04,9.95,11.93,9.95,12.3,14.65,13.02,12.3,31.58,21.05,250
5822,直見,48,131,61,46.56,11,73,47,125,56,17,30,1,0,9,0,0,7.69,3.08,7.69,8.46,5.38,18.46,20.77,11.54,16.92,0,100,55
5823,直川,137,243,112,46.09,23,135,81,482,90,16,18,8,"18,133",36,2,193,5.81,7.05,6.64,9.13,7.05,19.09,19.09,14.94,11.2,25,75,183
5824,重岡,84,100,53,53,13,48,46,73,43,18,42,0,0,5,0,0,7.48,7.48,5.61,3.74,10.28,14.95,15.89,21.5,13.08,0,0,15
5825,宗太郎,1,11,5,45.45,0,1,10,9,5,1,20,0,0,0,0,0,0,0,0,0,9.09,0,27.27,27.27,36.36,0,0,0
5826,大鶴,223,262,124,47.33,38,140,93,326,84,20,24,0,0,27,0,78,7.41,10.74,8.15,7.04,8.52,16.3,12.59,14.81,14.44,0,0,112
5827,今山,68,159,78,49.06,17,88,54,98,50,9,18,2,0,7,0,0,6.96,5.7,6.33,9.49,9.49,17.72,17.72,9.49,17.09,0,100,20
5828,夜明,190,148,69,46.62,16,73,62,117,54,13,24,0,0,4,0,7,7.24,4.61,6.58,5.92,8.55,14.47,19.08,21.05,12.5,0,0,22
5829,豊後荻,205,426,200,46.95,45,241,142,572,175,50,29,18,"66,671",57,1,134,6.54,8.18,7.01,10.05,8.18,15.42,19.16,12.85,12.62,33.33,61.11,248
5830,玉来,35,871,396,45.46,137,486,246,689,339,96,28,11,"62,553",39,1,63,9.67,10.7,7.36,11.51,12.08,13.58,11.97,12.54,10.59,36.36,54.55,252
5831,豊後竹田,"1,309","1,189",499,41.97,82,528,578,"2,274",465,206,44,63,"189,961",246,15,126,4.38,5.48,4.72,6.15,7.41,12.3,18.03,18.28,23.25,49.21,41.27,"1,475"
5832,朝地,242,273,125,45.79,29,131,113,482,116,38,33,8,"44,276",37,1,167,5.51,8.82,4.04,8.46,8.09,12.87,18.38,19.12,14.71,37.5,37.5,171
5833,緒方,850,981,431,43.93,119,428,434,"1,347",324,89,27,26,"171,862",82,1,184,7.14,8.46,3.47,9.28,9.07,10.09,15.09,15.19,22.22,38.46,53.85,591
5834,豊後清川,249,223,100,44.84,46,129,48,138,79,15,19,5,"5,360",10,1,6,10.31,17.04,4.04,14.35,13.9,12.11,9.42,12.11,6.73,20,80,30
5835,三重町,"2,340","1,681",746,44.38,183,901,594,"2,268",750,299,40,71,"316,763",254,19,38,7.27,7.33,7.75,11.45,10.02,13.48,14.13,15.15,13.42,57.75,35.21,"1,465"
5836,菅尾,396,350,166,47.43,42,204,104,368,151,44,29,3,0,18,1,27,6.9,10.63,7.18,10.34,10.63,12.07,18.97,13.79,9.48,33.33,33.33,146
5837,犬飼,"1,090",519,244,47.01,89,298,137,346,200,45,23,4,"7,436",26,0,43,11.81,9.71,9.33,14.1,8,10.86,19.81,8.38,8,50,75,94
5838,竹中,166,134,64,47.76,10,64,59,144,40,8,20,0,0,5,0,0,5.15,9.56,9.56,6.62,4.41,13.24,13.97,16.18,21.32,0,0,68
5839,中判田,"2,702","1,140",517,45.35,98,714,327,"1,763",431,81,19,24,"180,424",64,3,881,5.28,7.83,10.38,9.06,10.64,17.94,16.97,13.9,8,29.17,50,431
5840,大分大学前,"1,802","1,805","1,051",58.23,98,"1,551",135,"4,689","1,172",985,84,5,"49,886",31,2,"3,927",3.31,23.88,44.23,6.22,4.99,6.56,5.61,3.42,1.79,40,40,489
5841,敷戸,"2,999","3,907","1,855",47.48,442,"2,705",746,"2,440","1,660",505,30,27,"404,494",92,4,115,7.01,10.71,14.13,11.3,9.92,17.31,16.9,8.32,4.39,25.93,48.15,975
5842,滝尾,683,"2,270","1,045",46.04,344,"1,434",456,"1,440",881,216,25,16,"120,162",58,1,11,11.19,7.74,13.7,16.97,9.85,12.67,12.85,9.09,5.95,31.25,43.75,498
5843,大分,"33,302","6,060","2,740",45.21,792,"4,133",937,"15,971","3,286","1,869",57,340,"6,152,178","1,148",109,"1,076",9.53,8.73,13.97,18.06,15.08,12.6,10.23,6.62,5.17,72.65,25,"13,198"
5846,昭和町通,800,"9,355","4,339",46.38,962,"6,251","1,942","9,588","5,062","2,738",54,253,"2,004,532",756,56,"1,245",6.93,10.09,17.16,12.3,11.9,13.21,12.09,9.61,6.71,49.8,48.22,"5,055"
5862,五島町,"1,100","5,129","2,332",45.47,560,"3,413","1,049","21,729","2,723","1,400",51,354,"4,569,922","1,619",129,913,7.81,6.85,11.11,14.7,15.71,14.94,13.28,8.94,6.65,57.06,39.83,"19,404"
5863,大波止,"2,500","4,025","1,875",46.58,392,"2,727",785,"22,183","2,282","1,289",56,329,"4,734,143","1,627",158,756,6.92,6.66,14.63,15.01,14.91,13.81,13.32,8.76,5.99,61.4,34.65,"20,423"
5864,出島,"1,600","3,797","1,744",45.93,362,"2,541",770,"21,116","2,167","1,239",57,316,"4,514,080","1,505",154,"1,158",6.88,6.56,14.83,14.78,14.34,13.63,13.63,9.2,6.15,60.44,35.13,"18,976"
5865,築町,"10,790","5,857","2,579",44.03,516,"3,765","1,357","24,936","3,326","1,876",56,538,"6,749,809","2,374",258,"1,316",6.24,6.83,13.59,13.73,13.21,13.92,14.92,10.57,6.99,59.67,37.73,"21,899"
5866,西浜町,"9,362","6,317","2,791",44.18,564,"4,066","1,448","27,622","3,557","1,983",56,646,"7,913,277","2,862",307,"1,148",6.27,6.86,13.28,13.82,13.48,14.04,14.86,10.35,7.04,60.68,36.84,"24,710"
5867,観光通,"2,700","7,035","3,064",43.55,626,"4,465","1,682","25,069","3,922","2,154",55,659,"7,553,245","2,886",308,978,6.17,6.98,12.6,13.48,13.26,14.13,15.18,10.88,7.31,60.55,37.63,"21,998"
5874,公会堂前,"3,500","8,261","3,609",43.69,864,"5,214","1,991","19,477","4,335","2,219",51,367,"2,035,607","1,644",114,"1,791",6.95,7.42,11.29,14.01,14.09,13.7,13.93,10.78,7.82,51.5,46.59,"15,163"
5891,昭和町通,800,"9,355","4,339",46.38,962,"6,251","1,942","9,588","5,062","2,738",54,253,"2,004,532",756,56,"1,245",6.93,10.09,17.16,12.3,11.9,13.21,12.09,9.61,6.71,49.8,48.22,"5,055"
5899,賑橋,"1,715","6,877","3,051",44.37,686,"4,421","1,557","28,853","3,696","1,941",53,628,"6,743,163","2,905",278,"1,797",6.92,6.92,11.85,14.21,14.26,14.15,14.45,10.07,7.17,61.78,35.99,"25,232"
5900,西浜町,"9,362","6,317","2,791",44.18,564,"4,066","1,448","27,622","3,557","1,983",56,646,"7,913,277","2,862",307,"1,148",6.27,6.86,13.28,13.82,13.48,14.04,14.86,10.35,7.04,60.68,36.84,"24,710"
5901,観光通,"2,700","7,035","3,064",43.55,626,"4,465","1,682","25,069","3,922","2,154",55,659,"7,553,245","2,886",308,978,6.17,6.98,12.6,13.48,13.26,14.13,15.18,10.88,7.31,60.55,37.63,"21,998"
5909,賑橋,"1,715","6,877","3,051",44.37,686,"4,421","1,557","28,853","3,696","1,941",53,628,"6,743,163","2,905",278,"1,797",6.92,6.92,11.85,14.21,14.26,14.15,14.45,10.07,7.17,61.78,35.99,"25,232"
5910,西浜町,"9,362","6,317","2,791",44.18,564,"4,066","1,448","27,622","3,557","1,983",56,646,"7,913,277","2,862",307,"1,148",6.27,6.86,13.28,13.82,13.48,14.04,14.86,10.35,7.04,60.68,36.84,"24,710"
5911,築町,"10,790","5,857","2,579",44.03,516,"3,765","1,357","24,936","3,326","1,876",56,538,"6,749,809","2,374",258,"1,316",6.24,6.83,13.59,13.73,13.21,13.92,14.92,10.57,6.99,59.67,37.73,"21,899"
5913,大浦海岸通,600,"4,746","1,960",41.3,437,"2,818","1,430","11,679","2,379","1,258",53,134,"1,395,399",505,31,"2,259",6.25,7.19,10.59,12.19,12.08,13.02,14.13,12.34,12.21,45.52,47.76,"7,553"
5914,大浦天主堂下,900,"5,140","2,134",41.52,460,"3,000","1,631","10,147","2,535","1,298",51,130,"1,190,444",458,24,"1,868",5.87,7.29,10.17,11.79,11.71,12.94,14.26,13.14,12.83,43.85,50,"6,132"
5916,小長井,372,464,205,44.18,58,249,157,732,141,25,18,2,"18,996",30,2,400,6.7,11.23,8.42,6.26,12.74,14.9,10.58,15.98,13.17,50,0,178
5917,長里,112,303,140,46.2,56,165,82,338,99,18,18,4,"6,849",17,0,105,12.5,10.86,6.58,9.87,11.18,14.14,13.16,12.5,9.21,0,100,97
5918,湯江,738,"1,214",547,45.06,154,736,324,"1,123",428,114,27,39,"239,142",103,5,68,7.17,10.54,10.05,11.86,11.37,13.84,14.58,11.2,9.39,51.28,41.03,592
5919,小江,402,811,376,46.36,112,500,210,830,268,40,15,16,"151,221",55,2,208,7.41,12.52,7.29,12.76,11.3,14.7,14.7,12.15,7.17,56.25,25,287
5920,肥前長田,253,873,391,44.79,124,500,249,"1,187",263,51,19,11,"61,525",44,1,427,8.25,11.11,8.36,11.34,13.52,13.17,10.54,11.45,12.26,18.18,63.64,373
5921,東諫早,356,"2,001",947,47.33,279,"1,285",440,"1,650",829,253,31,21,"190,066",132,8,2,9.87,9.22,10.77,13.86,12.06,15.15,12.61,9.87,6.58,42.86,57.14,891
5922,諫早,"10,990","2,896","1,341",46.31,353,"1,871",614,"6,747","1,404",628,45,108,"1,061,499",469,39,853,8.2,8.73,11.23,14.12,13.98,14.75,12.75,9.47,6.76,46.3,46.3,"4,869"
5923,西諫早,"2,962","3,077","1,384",44.98,442,"1,888",732,"2,264","1,227",326,27,32,"606,238",98,7,20,9.11,12.24,9.2,12.89,11.95,13.05,14,11.06,6.49,37.5,43.75,"1,008"
5924,喜々津,"4,390","2,380","1,102",46.3,368,"1,537",469,"2,628",901,204,23,57,"580,322",216,9,39,10.66,10.11,10.19,13.77,12.97,14.03,13.98,7.88,6.4,38.6,45.61,"1,656"
5925,東園,212,155,79,50.97,15,99,46,81,46,6,13,1,0,4,0,0,5.63,8.75,8.75,12.5,11.25,16.25,13.75,15.63,7.5,0,100,9
5926,大草,390,151,67,44.37,17,63,74,192,59,18,31,1,661,7,1,0,7.79,5.84,5.19,8.44,6.49,10.39,17.53,14.94,23.38,0,100,108
5927,本川内,186,172,84,48.84,15,115,52,117,55,6,11,1,0,10,0,0,4.97,8.84,10.5,8.84,13.81,16.57,14.92,10.5,11.05,0,100,38
5928,長与,"4,549","3,704","1,734",46.81,639,"2,385",629,"2,783","1,385",319,23,44,"334,971",181,7,249,11.47,12.01,10.07,15.65,15.22,12.73,10.56,7.64,4.65,38.64,52.27,"1,252"
5929,高田,"1,073","2,473","1,172",47.39,350,"1,640",467,"3,001",910,161,18,19,"264,190",82,2,"1,413",8.27,11.85,8.75,12.21,13.6,17.87,14.21,8.35,4.89,31.58,42.11,719
5930,道ノ尾,"1,963","5,772","2,623",45.44,694,"3,642","1,375","5,199","2,587",958,37,70,"1,318,811",250,14,482,7.63,9.46,9.23,13.43,13.47,15.16,12.87,10.21,8.54,44.29,42.86,"2,488"
5931,西浦上,862,"9,484","4,327",45.62,961,"6,218","2,128","9,052","4,936","2,513",51,251,"2,017,690",724,51,652,6.68,9.95,15.26,11.96,11.93,13.8,12.82,10.48,7.12,49.4,48.21,"4,839"
5932,浦上,"4,739","6,563","2,891",44.05,702,"4,430","1,346","10,155","3,478","1,830",53,123,"891,446",710,51,"1,614",7.61,8.01,15.53,15,12.13,13.62,12.61,8.95,6.53,41.46,50.41,"6,268"
5933,長崎,"21,488","4,414","2,015",45.65,446,"2,841","1,040","12,377","2,262","1,100",49,214,"2,371,935",897,65,482,7,7.12,11.41,12.99,13.98,15.16,14.44,10.3,7.6,50,44.86,"10,393"
5934,市布,670,717,343,47.84,108,460,149,645,256,37,14,14,"400,261",43,2,0,10.75,8.38,8.24,14.8,11.31,14.94,17.6,8.52,5.45,14.29,42.86,377
5935,肥前古賀,"1,515",800,382,47.75,111,485,202,"1,017",262,43,16,3,"21,103",19,2,490,7.77,12.53,7.77,11.65,12.91,14.66,13.78,10.53,8.4,33.33,33.33,205
5936,現川,947,338,164,48.52,44,215,79,195,113,21,19,0,0,9,0,5,8.55,9.73,8.26,9.14,14.75,18.29,15.63,10.91,4.72,0,0,45
5937,三河内,191,577,261,45.23,67,327,181,497,207,52,25,8,"44,715",50,1,0,8.01,6.79,8.19,12.02,8.19,15.68,14.98,12.37,13.76,50,37.5,273
5938,早岐,"3,017","3,518","1,638",46.56,456,"2,197",847,"3,387","1,462",482,33,80,"548,364",269,16,97,8.65,8.94,11.51,12.68,11.34,14.57,15,10.71,6.6,42.5,48.75,"1,810"
5939,大塔,764,"1,768",817,46.21,335,"1,131",271,"2,285",705,196,28,51,"1,469,104",122,15,0,13.35,9.67,10.47,15.19,13.81,14.9,12.49,5.52,4.6,64.71,25.49,"1,704"
5940,日宇,532,"2,359","1,096",46.46,283,"1,410",638,"2,223","1,083",421,39,31,"477,772",145,8,21,7.72,8.71,10.42,12.78,10.68,13.64,15.7,11.45,8.88,41.94,45.16,"1,117"
5941,佐世保,"8,738","4,207","1,879",44.66,499,"2,512",967,"5,292","2,193","1,024",47,126,"836,345",519,43,19,9.12,6.51,9.27,15.26,12.16,14.5,14.85,10.66,7.67,52.38,43.65,"3,954"
5942,早岐,"3,017","3,518","1,638",46.56,456,"2,197",847,"3,387","1,462",482,33,80,"548,364",269,16,97,8.65,8.94,11.51,12.68,11.34,14.57,15,10.71,6.6,42.5,48.75,"1,810"
5943,ハウステンボス,"2,820",256,102,39.84,14,140,88,813,114,64,56,4,"32,967",9,0,0,2.89,8.26,11.98,9.5,10.33,11.98,12.4,9.09,23.55,25,50,710
5944,南風崎,40,632,284,44.94,78,357,200,668,255,91,36,10,"46,654",26,3,0,8.33,8.33,7.7,11.32,9.59,11.95,17.61,12.11,13.05,60,30,377
5945,小串郷,325,787,384,48.79,122,490,174,586,268,66,25,6,"8,249",23,0,74,8.91,12.34,9.16,10.43,11.7,15.14,14.5,11.96,5.85,33.33,66.67,164
5946,川棚,"2,369","2,089",993,47.53,327,"1,270",487,"2,786",802,238,30,64,"374,518",233,15,153,10.84,9.45,10.08,13.58,12.52,13.24,13.29,9.88,7.1,43.75,42.19,"1,834"
5947,彼杵,971,"1,209",547,45.24,169,759,283,"1,213",443,93,21,27,"128,147",77,2,252,8.28,11.26,9.52,11.59,13.33,15.65,12.91,9.35,8.11,66.67,29.63,483
5948,千綿,447,310,143,46.13,49,169,92,508,107,23,22,4,"1,428",18,1,274,9.03,11.94,7.1,9.68,12.26,10.32,16.45,12.9,10.32,50,50,102
5949,松原,257,805,370,45.96,93,449,262,505,287,72,25,9,"133,821",31,2,14,6.58,10.43,6.71,9.57,11.43,14.91,15.03,14.16,11.18,33.33,44.44,136
5950,竹松,"2,258","3,435","1,631",47.48,540,"2,128",755,"2,190","1,393",405,29,26,"153,986",107,4,26,10.19,11.24,9.34,13.9,12.09,13.52,13.49,10.36,5.87,42.31,42.31,789
5951,諏訪,564,"3,942","1,835",46.55,567,"2,400",966,"3,519","1,576",430,27,30,"152,768",109,5,936,9.23,10.83,11.47,12.87,11.9,11.77,13.78,11.42,6.74,43.33,50,945
5952,大村,"5,421","3,121","1,400",44.86,438,"1,865",801,"4,498","1,387",558,40,90,"526,112",349,21,995,9.05,9.98,9.44,12.53,12.72,12.95,13.46,10.72,9.15,54.44,40,"2,269"
5953,岩松,333,510,234,45.88,65,333,122,343,185,46,25,7,"39,344",21,2,0,8.88,6.76,13.32,14.48,7.92,15.25,15.64,9.85,7.92,14.29,28.57,163
5954,諫早,"10,990","2,896","1,341",46.31,353,"1,871",614,"6,747","1,404",628,45,108,"1,061,499",469,39,853,8.2,8.73,11.23,14.12,13.98,14.75,12.75,9.47,6.76,46.3,46.3,"4,869"
5955,今福,193,790,358,45.32,107,460,223,713,315,102,32,9,"23,968",29,2,78,7.97,11.14,8.1,8.23,11.39,16.46,14.81,12.53,9.37,22.22,66.67,233
5956,鷹島口,69,551,252,45.74,60,294,197,535,238,89,37,16,"74,656",43,2,97,5.27,11.45,4.91,7.82,12.18,13.64,18.18,16.55,10,25,56.25,164
5957,前浜,47,288,125,43.4,30,189,70,283,134,61,46,4,"17,747",12,2,0,4.48,12.76,7.59,9.66,10.69,20.34,18.97,9.31,6.21,25,50,153
5958,調川,109,738,365,49.46,105,431,177,918,316,125,40,11,"39,323",60,3,77,10.49,9.09,10.35,12.87,9.79,14.27,15.1,10.21,7.83,36.36,45.45,627
5959,松浦,461,"1,072",498,46.46,148,609,311,"1,904",436,162,37,60,"330,450",171,11,241,10.58,7.12,8.24,12.36,8.71,16.29,12.64,11.61,12.45,56.67,41.67,"1,213"
5960,松浦発電所前,16,199,112,56.28,19,126,53,490,91,45,49,0,0,15,0,0,4.52,10.05,10.55,7.54,12.56,19.1,12.56,12.56,10.55,0,0,396
5961,御厨,266,"1,060",456,43.02,161,545,354,"1,430",377,93,25,28,"87,560",83,2,387,10.16,9.97,6.96,8.09,10.16,13.83,13.64,12.89,14.3,32.14,53.57,550
5962,西木場,38,181,83,45.86,23,101,58,216,68,15,22,4,"17,902",10,1,64,8.79,8.24,6.04,9.34,11.54,15.38,14.84,18.13,7.69,25,50,64
5963,東田平,12,134,65,48.51,17,81,35,83,51,17,33,0,0,5,1,0,8.15,11.11,13.33,7.41,6.67,17.78,19.26,11.11,5.19,0,0,23
5964,中田平,19,121,56,46.28,12,67,43,212,45,10,22,2,0,6,0,100,6.5,8.13,7.32,7.32,8.94,18.7,14.63,17.07,11.38,0,100,45
5965,たびら平戸口,214,"1,276",581,45.53,207,681,388,"1,192",464,118,25,34,"96,690",90,3,9,11.22,9.49,7.53,11.84,11.53,12.78,10.82,11.76,13.02,52.94,41.18,498
5966,西田平,412,104,46,44.23,16,57,31,334,36,8,22,2,0,9,1,208,9.71,11.65,4.85,9.71,9.71,14.56,17.48,7.77,14.56,50,50,79
5967,すえたちばな,21,234,108,46.15,42,150,49,271,83,15,18,1,0,12,0,0,12.03,11.2,12.86,9.13,9.96,16.6,10.79,10.79,6.64,0,0,178
5968,江迎鹿町,500,753,339,45.02,99,438,217,"1,265",310,91,29,49,"193,885",150,5,4,9.03,8.23,6.37,11.16,10.89,14.87,16.07,13.15,10.23,42.86,44.9,927
5969,高岩,140,526,229,43.54,78,271,176,787,183,52,28,5,"74,806",23,1,187,10.15,7.85,9.39,11.11,8.43,13.6,11.11,11.11,17.24,40,60,346
5970,いのつき,69,466,205,43.99,76,262,133,361,186,55,30,4,"18,069",10,0,71,10.45,10.23,7.04,11.51,9.81,14.71,14.71,13.65,7.89,25,50,54
5971,潜竜ケ滝,141,744,323,43.41,94,401,248,741,293,91,31,11,"15,295",40,0,0,7.27,9.83,6.46,9.15,10.63,13.19,17.23,14.27,11.98,45.45,36.36,403
5972,吉井,194,"1,451",652,44.93,290,784,377,"1,293",505,114,23,20,"181,572",82,7,143,12.54,12.47,6.34,12.13,11.03,12.54,13.03,10.27,9.65,30,55,475
5973,神田,74,871,415,47.65,125,565,179,518,338,83,25,8,"183,459",27,0,0,10.91,6.77,9.99,16.3,9.87,14.58,16.65,9.3,5.63,37.5,50,196
5974,清峰高校前,636,485,231,47.63,97,293,94,"1,066",156,20,13,10,"37,297",28,1,690,13.96,10.88,8.42,15.61,12.73,10.68,12.53,7.39,7.8,40,20,212
5975,佐々,551,"1,259",578,45.91,182,792,284,"1,898",505,143,28,48,"366,125",199,16,74,10.33,9.93,8.26,13.03,12.39,15.17,14.22,10.48,6.2,43.75,43.75,"1,377"
5976,小浦,258,"1,036",476,45.95,165,628,243,807,356,62,17,16,"49,427",54,4,0,10.91,10.33,8.11,12.26,11.29,15.73,13.32,10.33,7.72,37.5,50,395
5977,真申,66,816,405,49.63,118,515,180,709,324,109,34,3,"6,865",31,0,0,9.84,10.7,10.09,12.67,11.44,14.15,14.27,8.49,8.36,33.33,33.33,418
5978,棚方,187,"1,174",558,47.53,139,758,274,814,453,107,24,4,"19,628",33,0,0,7.6,9.14,10.59,11.7,9.82,16.74,18.62,8.54,7.26,50,50,368
5979,相浦,182,"1,094",499,45.61,134,656,294,"1,582",470,171,36,31,"121,328",99,2,534,8.68,7.57,11.54,11.82,8.77,15.05,16.34,11.08,9.14,58.06,35.48,610
5980,大学,"1,084","2,331","1,113",47.75,371,"1,479",451,"3,529","1,077",462,43,31,"418,147",100,6,"1,905",9.22,15.39,14.3,11.13,12.48,10.91,12.3,9,5.26,38.71,45.16,786
